TBepi3207.genome.CDS.1790,group01672
TBepi3207.genome.CDS.2119,group03310
TBepi3207.genome.CDS.2213,group00018
TBepi3207.genome.CDS.1359,group00013
TBepi3207.genome.CDS.1696,group00099
TBepi3207.genome.CDS.2244,group02223
TBepi3207.genome.CDS.2250,group03315
TBepi3207.genome.CDS.1697,group00700
TBepi3207.genome.CDS.1569,group00589
TBepi3207.genome.CDS.2212,group00923
TBepi3207.genome.CDS.1627,group00776
TBepi3207.genome.CDS.2021,group00015
TBepi3207.genome.CDS.1404,group01503
TBepi3207.genome.CDS.1526,group00113
TBepi3207.genome.CDS.1625,group00102
TBepi3207.genome.CDS.1744,group03280
TBepi3207.genome.CDS.1564,group00062
TBepi3207.genome.CDS.1746,group01253
TBepi3207.genome.CDS.1747,group01994
TBepi3207.genome.CDS.1740,group00005
TBepi3207.genome.CDS.1428,group00286
TBepi3207.genome.CDS.1742,group00543
TBepi3207.genome.CDS.2267,group00520
TBepi3207.genome.CDS.1425,group00858
TBepi3207.genome.CDS.1331,group00695
TBepi3207.genome.CDS.1427,group00867
TBepi3207.genome.CDS.1426,group00162
TBepi3207.genome.CDS.1748,group01056
TBepi3207.genome.CDS.1420,group00144
TBepi3207.genome.CDS.1423,group00659
TBepi3207.genome.CDS.1422,group00314
TBepi3207.genome.CDS.2533,group01109
TBepi3207.genome.CDS.2265,group00517
TBepi3207.genome.CDS.1333,group00481
TBepi3207.genome.CDS.2203,group01601
TBepi3207.genome.CDS.1514,group00817
TBepi3207.genome.CDS.1560,group00115
TBepi3207.genome.CDS.1620,group00580
TBepi3207.genome.CDS.2093,group00770
TBepi3207.genome.CDS.1993,group01276
TBepi3207.genome.CDS.1529,group00139
TBepi3207.genome.CDS.1472,group00405
TBepi3207.genome.CDS.1601,group03274
TBepi3207.genome.CDS.2263,group00874
TBepi3207.genome.CDS.1562,group00098
TBepi3207.genome.CDS.1563,group00097
TBepi3207.genome.CDS.1731,group01796
TBepi3207.genome.CDS.1816,group03284
TBepi3207.genome.CDS.1733,group03279
TBepi3207.genome.CDS.1732,group03278
TBepi3207.genome.CDS.1735,group00472
TBepi3207.genome.CDS.1323,group00781
TBepi3207.genome.CDS.1320,group00127
TBepi3207.genome.CDS.1736,group00843
TBepi3207.genome.CDS.1739,group01653
TBepi3207.genome.CDS.1738,group00593
TBepi3207.genome.CDS.1328,group00802
TBepi3207.genome.CDS.1329,group00416
TBepi3207.genome.CDS.2451,group01073
TBepi3207.genome.CDS.1639,group01286
TBepi3207.genome.CDS.2453,group00156
TBepi3207.genome.CDS.2452,group00124
TBepi3207.genome.CDS.2455,group02186
TBepi3207.genome.CDS.2106,group01366
TBepi3207.genome.CDS.2105,group01865
TBepi3207.genome.CDS.2456,group03263
TBepi3207.genome.CDS.2459,group01085
TBepi3207.genome.CDS.2458,group01716
TBepi3207.genome.CDS.1448,group00584
TBepi3207.genome.CDS.2108,group00266
TBepi3207.genome.CDS.1634,group02309
TBepi3207.genome.CDS.1635,group01868
TBepi3207.genome.CDS.1636,group03275
TBepi3207.genome.CDS.1637,group01710
TBepi3207.genome.CDS.2424,group00361
TBepi3207.genome.CDS.2425,group00612
TBepi3207.genome.CDS.2198,group03311
TBepi3207.genome.CDS.2427,group01126
TBepi3207.genome.CDS.2420,group00060
TBepi3207.genome.CDS.2421,group00057
TBepi3207.genome.CDS.2422,group00215
TBepi3207.genome.CDS.2423,group00002
TBepi3207.genome.CDS.2428,group00316
TBepi3207.genome.CDS.2429,group00007
TBepi3207.genome.CDS.1996,group00780
TBepi3207.genome.CDS.2283,group01182
TBepi3207.genome.CDS.1381,group01523
TBepi3207.genome.CDS.2520,group01579
TBepi3207.genome.CDS.2461,group00153
TBepi3207.genome.CDS.2193,group01351
TBepi3207.genome.CDS.1473,group00031
TBepi3207.genome.CDS.2462,group00221
TBepi3207.genome.CDS.2217,group00467
TBepi3207.genome.CDS.1554,group00312
TBepi3207.genome.CDS.1557,group01004
TBepi3207.genome.CDS.1556,group00244
TBepi3207.genome.CDS.1551,group00088
TBepi3207.genome.CDS.1550,group00908
TBepi3207.genome.CDS.2211,group01147
TBepi3207.genome.CDS.1552,group00887
TBepi3207.genome.CDS.1924,group00011
TBepi3207.genome.CDS.2195,group01281
TBepi3207.genome.CDS.1926,group01650
TBepi3207.genome.CDS.1927,group01639
TBepi3207.genome.CDS.1920,group00169
TBepi3207.genome.CDS.1558,group00145
TBepi3207.genome.CDS.2192,group01648
TBepi3207.genome.CDS.1923,group00807
TBepi3207.genome.CDS.2136,group00185
TBepi3207.genome.CDS.2358,group00679
TBepi3207.genome.CDS.2359,group00680
TBepi3207.genome.CDS.2356,group00647
TBepi3207.genome.CDS.2357,group00424
TBepi3207.genome.CDS.2354,group01142
TBepi3207.genome.CDS.2355,group00559
TBepi3207.genome.CDS.2352,group01548
TBepi3207.genome.CDS.2353,group01418
TBepi3207.genome.CDS.2350,group00264
TBepi3207.genome.CDS.2351,group00808
TBepi3207.genome.CDS.2518,group03266
TBepi3207.genome.CDS.2519,group02283
TBepi3207.genome.CDS.2135,group00531
TBepi3207.genome.CDS.2510,group00522
TBepi3207.genome.CDS.2511,group01122
TBepi3207.genome.CDS.2512,group00015
TBepi3207.genome.CDS.2513,group03267
TBepi3207.genome.CDS.2514,group02442
TBepi3207.genome.CDS.2515,group01521
TBepi3207.genome.CDS.2516,group01864
TBepi3207.genome.CDS.1983,group00066
TBepi3207.genome.CDS.2509,group00594
TBepi3207.genome.CDS.2004,group03300
TBepi3207.genome.CDS.2131,group01544
TBepi3207.genome.CDS.2313,group00019
TBepi3207.genome.CDS.1497,group01498
TBepi3207.genome.CDS.1354,group01547
TBepi3207.genome.CDS.2103,group03308
TBepi3207.genome.CDS.2079,group02592
TBepi3207.genome.CDS.2430,group00495
TBepi3207.genome.CDS.1647,group00096
TBepi3207.genome.CDS.1719,group00178
TBepi3207.genome.CDS.2252,group00939
TBepi3207.genome.CDS.2073,group01140
TBepi3207.genome.CDS.2072,group00767
TBepi3207.genome.CDS.2071,group00652
TBepi3207.genome.CDS.1493,group00950
TBepi3207.genome.CDS.2077,group01421
TBepi3207.genome.CDS.2076,group00435
TBepi3207.genome.CDS.2075,group00402
TBepi3207.genome.CDS.2074,group00560
TBepi3207.genome.CDS.1992,group03298
TBepi3207.genome.CDS.1887,group01880
TBepi3207.genome.CDS.1809,group00054
TBepi3207.genome.CDS.1810,group00165
TBepi3207.genome.CDS.2281,group01358
TBepi3207.genome.CDS.2282,group01262
TBepi3207.genome.CDS.1813,group00399
TBepi3207.genome.CDS.2284,group01214
TBepi3207.genome.CDS.1815,group03283
TBepi3207.genome.CDS.2286,group01202
TBepi3207.genome.CDS.1817,group00443
TBepi3207.genome.CDS.1951,group00652
TBepi3207.genome.CDS.1950,group00188
TBepi3207.genome.CDS.1953,group01512
TBepi3207.genome.CDS.1952,group01869
TBepi3207.genome.CDS.1955,group01802
TBepi3207.genome.CDS.1954,group03295
TBepi3207.genome.CDS.1957,group00829
TBepi3207.genome.CDS.1956,group01801
TBepi3207.genome.CDS.2218,group01112
TBepi3207.genome.CDS.1519,group00234
TBepi3207.genome.CDS.1658,group00046
TBepi3207.genome.CDS.1194,group00764
TBepi3207.genome.CDS.1886,group01991
TBepi3207.genome.CDS.1819,group00380
TBepi3207.genome.CDS.1659,group00510
TBepi3207.genome.CDS.2523,group01444
TBepi3207.genome.CDS.1849,group03286
TBepi3207.genome.CDS.1656,group00093
TBepi3207.genome.CDS.1848,group02112
TBepi3207.genome.CDS.2253,group03314
TBepi3207.genome.CDS.1657,group00055
TBepi3207.genome.CDS.516,group03282
TBepi3207.genome.CDS.1306,group00003
TBepi3207.genome.CDS.1853,group00475
TBepi3207.genome.CDS.1609,group00849
TBepi3207.genome.CDS.1655,group00912
TBepi3207.genome.CDS.2469,group00486
TBepi3207.genome.CDS.1300,group00283
TBepi3207.genome.CDS.2315,group01787
TBepi3207.genome.CDS.1378,group00242
TBepi3207.genome.CDS.1653,group01042
TBepi3207.genome.CDS.1646,group00815
TBepi3207.genome.CDS.1843,group00902
TBepi3207.genome.CDS.360,group02610
TBepi3207.genome.CDS.2197,group01256
TBepi3207.genome.CDS.2479,group00176
TBepi3207.genome.CDS.1842,group00154
TBepi3207.genome.CDS.1604,group01443
TBepi3207.genome.CDS.1651,group00478
TBepi3207.genome.CDS.1841,group00303
TBepi3207.genome.CDS.2107,group00857
TBepi3207.genome.CDS.1393,group00444
TBepi3207.genome.CDS.1470,group00499
TBepi3207.genome.CDS.1512,group01000
TBepi3207.genome.CDS.1884,group00752
TBepi3207.genome.CDS.1477,group00200
TBepi3207.genome.CDS.1474,group00261
TBepi3207.genome.CDS.1475,group00599
TBepi3207.genome.CDS.1847,group01992
TBepi3207.genome.CDS.1478,group00235
TBepi3207.genome.CDS.1479,group00414
TBepi3207.genome.CDS.1676,group01546
TBepi3207.genome.CDS.1846,group02600
TBepi3207.genome.CDS.1674,group01200
TBepi3207.genome.CDS.1675,group00036
TBepi3207.genome.CDS.2190,group01121
TBepi3207.genome.CDS.1677,group01500
TBepi3207.genome.CDS.1670,group01154
TBepi3207.genome.CDS.1671,group01237
TBepi3207.genome.CDS.1672,group00236
TBepi3207.genome.CDS.1673,group00980
TBepi3207.genome.CDS.1775,group00754
TBepi3207.genome.CDS.1774,group00315
TBepi3207.genome.CDS.1777,group01319
TBepi3207.genome.CDS.1776,group02222
TBepi3207.genome.CDS.1771,group00420
TBepi3207.genome.CDS.1770,group00233
TBepi3207.genome.CDS.1773,group00359
TBepi3207.genome.CDS.1772,group00758
TBepi3207.genome.CDS.2530,group03269
TBepi3207.genome.CDS.414,group01256
TBepi3207.genome.CDS.700,group02580
TBepi3207.genome.CDS.1394,group00892
TBepi3207.genome.CDS.2172,group00943
TBepi3207.genome.CDS.1070,group00336
TBepi3207.genome.CDS.2191,group01592
TBepi3207.genome.CDS.1598,group00739
TBepi3207.genome.CDS.2081,group03306
TBepi3207.genome.CDS.2206,group01220
TBepi3207.genome.CDS.2497,group00059
TBepi3207.genome.CDS.1399,group00366
TBepi3207.genome.CDS.2531,group03268
TBepi3207.genome.CDS.2486,group00129
TBepi3207.genome.CDS.1600,group01714
TBepi3207.genome.CDS.1603,group03272
TBepi3207.genome.CDS.2485,group00150
TBepi3207.genome.CDS.1605,group01523
TBepi3207.genome.CDS.2483,group03265
TBepi3207.genome.CDS.1607,group01336
TBepi3207.genome.CDS.1358,group00186
TBepi3207.genome.CDS.1357,group00355
TBepi3207.genome.CDS.1608,group00796
TBepi3207.genome.CDS.2173,group02124
TBepi3207.genome.CDS.1769,group00385
TBepi3207.genome.CDS.1353,group01647
TBepi3207.genome.CDS.2189,group01166
TBepi3207.genome.CDS.1351,group01541
TBepi3207.genome.CDS.2489,group00208
TBepi3207.genome.CDS.2521,group01057
TBepi3207.genome.CDS.1590,group02588
TBepi3207.genome.CDS.1593,group00469
TBepi3207.genome.CDS.1592,group00427
TBepi3207.genome.CDS.2257,group01853
TBepi3207.genome.CDS.2256,group01853
TBepi3207.genome.CDS.2255,group01158
TBepi3207.genome.CDS.1596,group00490
TBepi3207.genome.CDS.2150,group00511
TBepi3207.genome.CDS.2151,group00209
TBepi3207.genome.CDS.2152,group00103
TBepi3207.genome.CDS.2153,group00087
TBepi3207.genome.CDS.2536,group00931
TBepi3207.genome.CDS.2155,group00946
TBepi3207.genome.CDS.2156,group00801
TBepi3207.genome.CDS.2227,group00156
TBepi3207.genome.CDS.2554,group01168
TBepi3207.genome.CDS.2280,group02080
TBepi3207.genome.CDS.2556,group00357
TBepi3207.genome.CDS.2557,group01026
TBepi3207.genome.CDS.2550,group03270
TBepi3207.genome.CDS.2418,group00905
TBepi3207.genome.CDS.2552,group00545
TBepi3207.genome.CDS.1811,group00411
TBepi3207.genome.CDS.2415,group00226
TBepi3207.genome.CDS.1284,group01491
TBepi3207.genome.CDS.1287,group01980
TBepi3207.genome.CDS.1286,group01210
TBepi3207.genome.CDS.2558,group00657
TBepi3207.genome.CDS.2559,group00299
TBepi3207.genome.CDS.1283,group01055
TBepi3207.genome.CDS.2412,group00455
TBepi3207.genome.CDS.1528,group00386
TBepi3207.genome.CDS.1588,group00496
TBepi3207.genome.CDS.1812,group00369
TBepi3207.genome.CDS.2419,group00152
TBepi3207.genome.CDS.1932,group01431
TBepi3207.genome.CDS.1814,group01184
TBepi3207.genome.CDS.1851,group00343
TBepi3207.genome.CDS.2181,group00910
TBepi3207.genome.CDS.2327,group01234
TBepi3207.genome.CDS.2326,group01096
TBepi3207.genome.CDS.2325,group01150
TBepi3207.genome.CDS.2229,group00292
TBepi3207.genome.CDS.2323,group01080
TBepi3207.genome.CDS.1859,group00358
TBepi3207.genome.CDS.2321,group00117
TBepi3207.genome.CDS.2320,group00148
TBepi3207.genome.CDS.1854,group00704
TBepi3207.genome.CDS.1855,group00810
TBepi3207.genome.CDS.1856,group00924
TBepi3207.genome.CDS.1857,group00128
TBepi3207.genome.CDS.33,group00597
TBepi3207.genome.CDS.32,group00597
TBepi3207.genome.CDS.2329,group00723
TBepi3207.genome.CDS.2328,group00698
TBepi3207.genome.CDS.2288,group00538
TBepi3207.genome.CDS.1200,group01088
TBepi3207.genome.CDS.2157,group00074
TBepi3207.genome.CDS.1935,group01145
TBepi3207.genome.CDS.2289,group00706
TBepi3207.genome.CDS.1852,group00735
TBepi3207.genome.CDS.462,group02064
TBepi3207.genome.CDS.2184,group00302
TBepi3207.genome.CDS.2577,group01177
TBepi3207.genome.CDS.80,group02064
TBepi3207.genome.CDS.836,group00996
TBepi3207.genome.CDS.1895,group01432
TBepi3207.genome.CDS.2537,group00961
TBepi3207.genome.CDS.2319,group00092
TBepi3207.genome.CDS.1614,group00342
TBepi3207.genome.CDS.1504,group01183
TBepi3207.genome.CDS.1915,group00810
TBepi3207.genome.CDS.1914,group00542
TBepi3207.genome.CDS.1698,group00566
TBepi3207.genome.CDS.1699,group00675
TBepi3207.genome.CDS.1911,group00231
TBepi3207.genome.CDS.1910,group00624
TBepi3207.genome.CDS.1913,group00570
TBepi3207.genome.CDS.1912,group00509
TBepi3207.genome.CDS.1692,group00349
TBepi3207.genome.CDS.1693,group00053
TBepi3207.genome.CDS.1690,group00300
TBepi3207.genome.CDS.1691,group00378
TBepi3207.genome.CDS.1919,group00982
TBepi3207.genome.CDS.1918,group00977
TBepi3207.genome.CDS.1694,group00083
TBepi3207.genome.CDS.1695,group00100
TBepi3207.genome.CDS.2020,group00648
TBepi3207.genome.CDS.1270,group00551
TBepi3207.genome.CDS.2022,group01122
TBepi3207.genome.CDS.2023,group01136
TBepi3207.genome.CDS.2024,group01015
TBepi3207.genome.CDS.2025,group01193
TBepi3207.genome.CDS.2026,group00990
TBepi3207.genome.CDS.2027,group01064
TBepi3207.genome.CDS.2028,group01008
TBepi3207.genome.CDS.2029,group00835
TBepi3207.genome.CDS.2170,group02123
TBepi3207.genome.CDS.1294,group01187
TBepi3207.genome.CDS.2171,group01553
TBepi3207.genome.CDS.2220,group00745
TBepi3207.genome.CDS.1437,group00588
TBepi3207.genome.CDS.1274,group00374
TBepi3207.genome.CDS.1737,group00256
TBepi3207.genome.CDS.2347,group02777
TBepi3207.genome.CDS.2177,group01116
TBepi3207.genome.CDS.1960,group00874
TBepi3207.genome.CDS.1276,group00521
TBepi3207.genome.CDS.1688,group00058
TBepi3207.genome.CDS.2341,group01113
TBepi3207.genome.CDS.1277,group00689
TBepi3207.genome.CDS.1829,group00118
TBepi3207.genome.CDS.1828,group00119
TBepi3207.genome.CDS.2221,group00577
TBepi3207.genome.CDS.1370,group00998
TBepi3207.genome.CDS.1821,group00388
TBepi3207.genome.CDS.1820,group00408
TBepi3207.genome.CDS.1823,group00506
TBepi3207.genome.CDS.1822,group00507
TBepi3207.genome.CDS.1825,group00779
TBepi3207.genome.CDS.1824,group00269
TBepi3207.genome.CDS.1827,group00779
TBepi3207.genome.CDS.1826,group00995
TBepi3207.genome.CDS.2179,group01117
TBepi3207.genome.CDS.1933,group01599
TBepi3207.genome.CDS.2078,group01545
TBepi3207.genome.CDS.2538,group00768
TBepi3207.genome.CDS.1438,group00741
TBepi3207.genome.CDS.1439,group00466
TBepi3207.genome.CDS.1436,group00423
TBepi3207.genome.CDS.1705,group00431
TBepi3207.genome.CDS.1434,group00600
TBepi3207.genome.CDS.1435,group00585
TBepi3207.genome.CDS.1432,group00415
TBepi3207.genome.CDS.1433,group00493
TBepi3207.genome.CDS.1430,group00527
TBepi3207.genome.CDS.1431,group00556
TBepi3207.genome.CDS.2374,group00067
TBepi3207.genome.CDS.1626,group01037
TBepi3207.genome.CDS.1503,group01282
TBepi3207.genome.CDS.584,group00712
TBepi3207.genome.CDS.1998,group03299
TBepi3207.genome.CDS.1579,group01089
TBepi3207.genome.CDS.2484,group00082
TBepi3207.genome.CDS.1767,group00736
TBepi3207.genome.CDS.1578,group00514
TBepi3207.genome.CDS.331,group03273
TBepi3207.genome.CDS.2279,group01877
TBepi3207.genome.CDS.332,group02778
TBepi3207.genome.CDS.2371,group00544
TBepi3207.genome.CDS.1722,group00035
TBepi3207.genome.CDS.1340,group01005
TBepi3207.genome.CDS.1489,group01165
TBepi3207.genome.CDS.1488,group00379
TBepi3207.genome.CDS.1726,group00301
TBepi3207.genome.CDS.1727,group00177
TBepi3207.genome.CDS.1724,group01162
TBepi3207.genome.CDS.1725,group00051
TBepi3207.genome.CDS.1483,group00488
TBepi3207.genome.CDS.1482,group00856
TBepi3207.genome.CDS.1481,group00823
TBepi3207.genome.CDS.1480,group00413
TBepi3207.genome.CDS.1487,group00491
TBepi3207.genome.CDS.1486,group00291
TBepi3207.genome.CDS.1485,group00080
TBepi3207.genome.CDS.583,group03287
TBepi3207.genome.CDS.2114,group01987
TBepi3207.genome.CDS.2115,group00537
TBepi3207.genome.CDS.2440,group01001
TBepi3207.genome.CDS.2441,group00590
TBepi3207.genome.CDS.1649,group00201
TBepi3207.genome.CDS.1648,group01003
TBepi3207.genome.CDS.2444,group00176
TBepi3207.genome.CDS.2445,group00929
TBepi3207.genome.CDS.1645,group01302
TBepi3207.genome.CDS.1312,group00848
TBepi3207.genome.CDS.2448,group00760
TBepi3207.genome.CDS.2449,group01119
TBepi3207.genome.CDS.1317,group00205
TBepi3207.genome.CDS.1640,group00670
TBepi3207.genome.CDS.1315,group00109
TBepi3207.genome.CDS.1642,group01054
TBepi3207.genome.CDS.2276,group01793
TBepi3207.genome.CDS.1295,group00782
TBepi3207.genome.CDS.1577,group00197
TBepi3207.genome.CDS.2549,group00783
TBepi3207.genome.CDS.1347,group03302
TBepi3207.genome.CDS.1888,group01060
TBepi3207.genome.CDS.755,group01435
TBepi3207.genome.CDS.2379,group00120
TBepi3207.genome.CDS.2188,group02109
TBepi3207.genome.CDS.2273,group01873
TBepi3207.genome.CDS.2110,group01847
TBepi3207.genome.CDS.2272,group00635
TBepi3207.genome.CDS.1546,group00468
TBepi3207.genome.CDS.1547,group00030
TBepi3207.genome.CDS.2163,group01552
TBepi3207.genome.CDS.1545,group00470
TBepi3207.genome.CDS.2165,group02118
TBepi3207.genome.CDS.2164,group02117
TBepi3207.genome.CDS.1540,group00535
TBepi3207.genome.CDS.1541,group00534
TBepi3207.genome.CDS.1267,group01606
TBepi3207.genome.CDS.2168,group02121
TBepi3207.genome.CDS.1548,group00243
TBepi3207.genome.CDS.1549,group00321
TBepi3207.genome.CDS.2208,group00009
TBepi3207.genome.CDS.2362,group01143
TBepi3207.genome.CDS.2361,group01324
TBepi3207.genome.CDS.2360,group01353
TBepi3207.genome.CDS.2367,group00401
TBepi3207.genome.CDS.2366,group00368
TBepi3207.genome.CDS.2365,group00230
TBepi3207.genome.CDS.2364,group00365
TBepi3207.genome.CDS.2200,group02399
TBepi3207.genome.CDS.2201,group00537
TBepi3207.genome.CDS.2202,group00829
TBepi3207.genome.CDS.2368,group00639
TBepi3207.genome.CDS.1894,group01254
TBepi3207.genome.CDS.2205,group00934
TBepi3207.genome.CDS.1896,group00613
TBepi3207.genome.CDS.1897,group01135
TBepi3207.genome.CDS.2532,group00384
TBepi3207.genome.CDS.2569,group01326
TBepi3207.genome.CDS.2568,group01285
TBepi3207.genome.CDS.2245,group03317
TBepi3207.genome.CDS.2565,group02327
TBepi3207.genome.CDS.2564,group01999
TBepi3207.genome.CDS.2567,group01603
TBepi3207.genome.CDS.2566,group02326
TBepi3207.genome.CDS.2561,group00104
TBepi3207.genome.CDS.2560,group00106
TBepi3207.genome.CDS.2563,group02328
TBepi3207.genome.CDS.2562,group01408
TBepi3207.genome.CDS.1921,group00638
TBepi3207.genome.CDS.2247,group02776
TBepi3207.genome.CDS.1613,group00289
TBepi3207.genome.CDS.2406,group00525
TBepi3207.genome.CDS.1799,group01072
TBepi3207.genome.CDS.1798,group01013
TBepi3207.genome.CDS.1797,group00846
TBepi3207.genome.CDS.1999,group01071
TBepi3207.genome.CDS.1795,group01425
TBepi3207.genome.CDS.1794,group01459
TBepi3207.genome.CDS.1793,group00014
TBepi3207.genome.CDS.1792,group00747
TBepi3207.genome.CDS.1791,group00939
TBepi3207.genome.CDS.1587,group00793
TBepi3207.genome.CDS.2575,group01160
TBepi3207.genome.CDS.2481,group03264
TBepi3207.genome.CDS.1584,group00371
TBepi3207.genome.CDS.1969,group01502
TBepi3207.genome.CDS.1723,group00552
TBepi3207.genome.CDS.2535,group00930
TBepi3207.genome.CDS.1720,group00400
TBepi3207.genome.CDS.1922,group00340
TBepi3207.genome.CDS.2053,group00308
TBepi3207.genome.CDS.1995,group00433
TBepi3207.genome.CDS.1721,group00582
TBepi3207.genome.CDS.2068,group00367
TBepi3207.genome.CDS.2069,group00288
TBepi3207.genome.CDS.1994,group01988
TBepi3207.genome.CDS.2064,group00775
TBepi3207.genome.CDS.2065,group00732
TBepi3207.genome.CDS.1571,group00783
TBepi3207.genome.CDS.2067,group01593
TBepi3207.genome.CDS.2060,group00782
TBepi3207.genome.CDS.1997,group02111
TBepi3207.genome.CDS.2062,group00623
TBepi3207.genome.CDS.2063,group00845
TBepi3207.genome.CDS.1589,group00001
TBepi3207.genome.CDS.2121,group01872
TBepi3207.genome.CDS.1342,group00505
TBepi3207.genome.CDS.2264,group00622
TBepi3207.genome.CDS.1990,group00450
TBepi3207.genome.CDS.1865,group01454
TBepi3207.genome.CDS.1864,group01859
TBepi3207.genome.CDS.1948,group00084
TBepi3207.genome.CDS.1949,group00086
TBepi3207.genome.CDS.1861,group00656
TBepi3207.genome.CDS.1860,group00187
TBepi3207.genome.CDS.1862,group00207
TBepi3207.genome.CDS.2378,group00110
TBepi3207.genome.CDS.1943,group00731
TBepi3207.genome.CDS.1940,group00037
TBepi3207.genome.CDS.1941,group00337
TBepi3207.genome.CDS.1946,group03294
TBepi3207.genome.CDS.1728,group00512
TBepi3207.genome.CDS.1944,group00890
TBepi3207.genome.CDS.1945,group01023
TBepi3207.genome.CDS.2019,group00809
TBepi3207.genome.CDS.2018,group01092
TBepi3207.genome.CDS.1729,group00383
TBepi3207.genome.CDS.2011,group02102
TBepi3207.genome.CDS.2010,group02313
TBepi3207.genome.CDS.2013,group03301
TBepi3207.genome.CDS.2012,group01460
TBepi3207.genome.CDS.2015,group00443
TBepi3207.genome.CDS.2014,group00272
TBepi3207.genome.CDS.2017,group00403
TBepi3207.genome.CDS.2016,group00212
TBepi3207.genome.CDS.2517,group00941
TBepi3207.genome.CDS.2369,group00116
TBepi3207.genome.CDS.1484,group00364
TBepi3207.genome.CDS.2442,group00730
TBepi3207.genome.CDS.2443,group00784
TBepi3207.genome.CDS.1892,group01031
TBepi3207.genome.CDS.1628,group00418
TBepi3207.genome.CDS.2409,group00114
TBepi3207.genome.CDS.2116,group02595
TBepi3207.genome.CDS.2242,group03318
TBepi3207.genome.CDS.2389,group00101
TBepi3207.genome.CDS.2388,group02407
TBepi3207.genome.CDS.1318,group00642
TBepi3207.genome.CDS.1576,group00664
TBepi3207.genome.CDS.2407,group00255
TBepi3207.genome.CDS.2381,group00125
TBepi3207.genome.CDS.2380,group00335
TBepi3207.genome.CDS.2383,group00041
TBepi3207.genome.CDS.2382,group00166
TBepi3207.genome.CDS.2385,group00019
TBepi3207.genome.CDS.2384,group00085
TBepi3207.genome.CDS.2387,group01062
TBepi3207.genome.CDS.2386,group00077
TBepi3207.genome.CDS.1447,group00422
TBepi3207.genome.CDS.1446,group00304
TBepi3207.genome.CDS.1445,group00344
TBepi3207.genome.CDS.1444,group00446
TBepi3207.genome.CDS.1443,group01169
TBepi3207.genome.CDS.1442,group00008
TBepi3207.genome.CDS.1441,group00465
TBepi3207.genome.CDS.1440,group00447
TBepi3207.genome.CDS.1292,group00091
TBepi3207.genome.CDS.2113,group02110
TBepi3207.genome.CDS.1449,group00519
TBepi3207.genome.CDS.1293,group00069
TBepi3207.genome.CDS.1302,group00033
TBepi3207.genome.CDS.1281,group01211
TBepi3207.genome.CDS.1471,group00989
TBepi3207.genome.CDS.2400,group00476
TBepi3207.genome.CDS.1768,group00889
TBepi3207.genome.CDS.1644,group00973
TBepi3207.genome.CDS.1766,group00798
TBepi3207.genome.CDS.1476,group00719
TBepi3207.genome.CDS.1764,group00409
TBepi3207.genome.CDS.1291,group00175
TBepi3207.genome.CDS.1762,group00438
TBepi3207.genome.CDS.1763,group00216
TBepi3207.genome.CDS.1760,group00863
TBepi3207.genome.CDS.2180,group01428
TBepi3207.genome.CDS.1310,group00626
TBepi3207.genome.CDS.1641,group01641
TBepi3207.genome.CDS.2138,group00726
TBepi3207.genome.CDS.1522,group01645
TBepi3207.genome.CDS.1303,group00546
TBepi3207.genome.CDS.1316,group00084
TBepi3207.genome.CDS.1624,group00522
TBepi3207.genome.CDS.1702,group00717
TBepi3207.genome.CDS.1643,group01986
TBepi3207.genome.CDS.1630,group03276
TBepi3207.genome.CDS.1314,group01034
TBepi3207.genome.CDS.1800,group00951
TBepi3207.genome.CDS.1989,group00329
TBepi3207.genome.CDS.1612,group00006
TBepi3207.genome.CDS.950,group00969
TBepi3207.genome.CDS.1610,group00007
TBepi3207.genome.CDS.1343,group01222
TBepi3207.genome.CDS.1616,group01161
TBepi3207.genome.CDS.1345,group01222
TBepi3207.genome.CDS.1346,group01796
TBepi3207.genome.CDS.1615,group00724
TBepi3207.genome.CDS.1348,group00056
TBepi3207.genome.CDS.1349,group00636
TBepi3207.genome.CDS.1618,group00457
TBepi3207.genome.CDS.1619,group00523
TBepi3207.genome.CDS.1268,group00710
TBepi3207.genome.CDS.1582,group00330
TBepi3207.genome.CDS.1583,group00213
TBepi3207.genome.CDS.1580,group01065
TBepi3207.genome.CDS.1581,group01388
TBepi3207.genome.CDS.2240,group00262
TBepi3207.genome.CDS.2128,group01982
TBepi3207.genome.CDS.2534,group01139
TBepi3207.genome.CDS.1585,group00247
TBepi3207.genome.CDS.2125,group01646
TBepi3207.genome.CDS.2124,group01715
TBepi3207.genome.CDS.2127,group00004
TBepi3207.genome.CDS.2126,group01790
TBepi3207.genome.CDS.1991,group00204
TBepi3207.genome.CDS.2249,group01953
TBepi3207.genome.CDS.2123,group00036
TBepi3207.genome.CDS.2122,group01318
TBepi3207.genome.CDS.2061,group00602
TBepi3207.genome.CDS.1979,group01060
TBepi3207.genome.CDS.2408,group00049
TBepi3207.genome.CDS.1299,group00464
TBepi3207.genome.CDS.1296,group00602
TBepi3207.genome.CDS.1297,group01509
TBepi3207.genome.CDS.7,group03261
TBepi3207.genome.CDS.2405,group01717
TBepi3207.genome.CDS.2402,group00047
TBepi3207.genome.CDS.2403,group02591
TBepi3207.genome.CDS.1290,group02096
TBepi3207.genome.CDS.2401,group00189
TBepi3207.genome.CDS.2092,group01036
TBepi3207.genome.CDS.1632,group01348
TBepi3207.genome.CDS.1453,group00564
