TBepi4208.genome.CDS.926,group00313
TBepi4208.genome.CDS.1695,group00382
TBepi4208.genome.CDS.1696,group00284
TBepi4208.genome.CDS.1697,group00108
TBepi4208.genome.CDS.1269,group01111
TBepi4208.genome.CDS.1101,group00022
TBepi4208.genome.CDS.1478,group01283
TBepi4208.genome.CDS.1103,group00827
TBepi4208.genome.CDS.1104,group00003
TBepi4208.genome.CDS.1105,group00001
TBepi4208.genome.CDS.1107,group00793
TBepi4208.genome.CDS.1108,group00247
TBepi4208.genome.CDS.1109,group00371
TBepi4208.genome.CDS.1263,group01689
TBepi4208.genome.CDS.1262,group02664
TBepi4208.genome.CDS.1265,group01122
TBepi4208.genome.CDS.1264,group02665
TBepi4208.genome.CDS.1267,group00804
TBepi4208.genome.CDS.1266,group00015
TBepi4208.genome.CDS.1214,group02133
TBepi4208.genome.CDS.1069,group04746
TBepi4208.genome.CDS.1068,group00722
TBepi4208.genome.CDS.1215,group01133
TBepi4208.genome.CDS.1063,group00665
TBepi4208.genome.CDS.1062,group00553
TBepi4208.genome.CDS.1061,group00965
TBepi4208.genome.CDS.1060,group00526
TBepi4208.genome.CDS.1067,group00964
TBepi4208.genome.CDS.1216,group00987
TBepi4208.genome.CDS.1065,group00222
TBepi4208.genome.CDS.1064,group00640
TBepi4208.genome.CDS.1520,group00959
TBepi4208.genome.CDS.1192,group00663
TBepi4208.genome.CDS.1746,group00452
TBepi4208.genome.CDS.2010,group02672
TBepi4208.genome.CDS.1747,group00028
TBepi4208.genome.CDS.1631,group01119
TBepi4208.genome.CDS.1199,group00401
TBepi4208.genome.CDS.1745,group00915
TBepi4208.genome.CDS.1486,group00039
TBepi4208.genome.CDS.1140,group00439
TBepi4208.genome.CDS.1191,group00680
TBepi4208.genome.CDS.1283,group00592
TBepi4208.genome.CDS.1282,group00544
TBepi4208.genome.CDS.1408,group01027
TBepi4208.genome.CDS.1931,group00975
TBepi4208.genome.CDS.679,group01380
TBepi4208.genome.CDS.1141,group01009
TBepi4208.genome.CDS.1399,group02024
TBepi4208.genome.CDS.1284,group00116
TBepi4208.genome.CDS.1717,group02071
TBepi4208.genome.CDS.1091,group00020
TBepi4208.genome.CDS.8,group00702
TBepi4208.genome.CDS.1899,group00305
TBepi4208.genome.CDS.1289,group00604
TBepi4208.genome.CDS.1030,group04726
TBepi4208.genome.CDS.1288,group00809
TBepi4208.genome.CDS.1218,group04732
TBepi4208.genome.CDS.1031,group00598
TBepi4208.genome.CDS.1435,group01083
TBepi4208.genome.CDS.1473,group00776
TBepi4208.genome.CDS.1562,group00026
TBepi4208.genome.CDS.1563,group00140
TBepi4208.genome.CDS.1560,group00367
TBepi4208.genome.CDS.1561,group00203
TBepi4208.genome.CDS.1567,group01826
TBepi4208.genome.CDS.1564,group00402
TBepi4208.genome.CDS.1565,group00435
TBepi4208.genome.CDS.1569,group00421
TBepi4208.genome.CDS.1881,group01289
TBepi4208.genome.CDS.1922,group00564
TBepi4208.genome.CDS.1625,group00542
TBepi4208.genome.CDS.1896,group00430
TBepi4208.genome.CDS.1037,group01975
TBepi4208.genome.CDS.1038,group01797
TBepi4208.genome.CDS.1968,group00107
TBepi4208.genome.CDS.1039,group01484
TBepi4208.genome.CDS.1966,group00556
TBepi4208.genome.CDS.1967,group00527
TBepi4208.genome.CDS.1964,group00493
TBepi4208.genome.CDS.1965,group00415
TBepi4208.genome.CDS.1962,group00585
TBepi4208.genome.CDS.1963,group00600
TBepi4208.genome.CDS.1665,group00231
TBepi4208.genome.CDS.1961,group00423
TBepi4208.genome.CDS.1496,group00667
TBepi4208.genome.CDS.1373,group00188
TBepi4208.genome.CDS.1494,group00462
TBepi4208.genome.CDS.1495,group00494
TBepi4208.genome.CDS.1492,group00008
TBepi4208.genome.CDS.1493,group00298
TBepi4208.genome.CDS.1490,group00511
TBepi4208.genome.CDS.1372,group00086
TBepi4208.genome.CDS.1371,group00084
TBepi4208.genome.CDS.1498,group00622
TBepi4208.genome.CDS.1499,group00517
TBepi4208.genome.CDS.1706,group00000
TBepi4208.genome.CDS.1310,group00148
TBepi4208.genome.CDS.1704,group00142
TBepi4208.genome.CDS.1370,group00627
TBepi4208.genome.CDS.1315,group00818
TBepi4208.genome.CDS.1703,group01066
TBepi4208.genome.CDS.1317,group01270
TBepi4208.genome.CDS.1316,group01466
TBepi4208.genome.CDS.1319,group00055
TBepi4208.genome.CDS.1318,group00046
TBepi4208.genome.CDS.1446,group00280
TBepi4208.genome.CDS.1708,group00207
TBepi4208.genome.CDS.1709,group00656
TBepi4208.genome.CDS.1812,group00299
TBepi4208.genome.CDS.1813,group00657
TBepi4208.genome.CDS.1810,group00104
TBepi4208.genome.CDS.1811,group00106
TBepi4208.genome.CDS.1409,group00374
TBepi4208.genome.CDS.1817,group02351
TBepi4208.genome.CDS.1814,group00136
TBepi4208.genome.CDS.1815,group00381
TBepi4208.genome.CDS.1405,group00734
TBepi4208.genome.CDS.1404,group01870
TBepi4208.genome.CDS.1818,group00499
TBepi4208.genome.CDS.864,group04768
TBepi4208.genome.CDS.1368,group04741
TBepi4208.genome.CDS.1369,group00205
TBepi4208.genome.CDS.1403,group00036
TBepi4208.genome.CDS.1402,group01806
TBepi4208.genome.CDS.2008,group00394
TBepi4208.genome.CDS.1809,group02108
TBepi4208.genome.CDS.2009,group00362
TBepi4208.genome.CDS.1026,group01435
TBepi4208.genome.CDS.1798,group00032
TBepi4208.genome.CDS.1471,group00528
TBepi4208.genome.CDS.2000,group04770
TBepi4208.genome.CDS.1794,group00698
TBepi4208.genome.CDS.2002,group00242
TBepi4208.genome.CDS.2003,group00382
TBepi4208.genome.CDS.1791,group00005
TBepi4208.genome.CDS.1790,group00822
TBepi4208.genome.CDS.2006,group00202
TBepi4208.genome.CDS.2007,group00425
TBepi4208.genome.CDS.1225,group02663
TBepi4208.genome.CDS.1224,group02157
TBepi4208.genome.CDS.1388,group01053
TBepi4208.genome.CDS.1389,group00264
TBepi4208.genome.CDS.1221,group04729
TBepi4208.genome.CDS.1430,group00327
TBepi4208.genome.CDS.1223,group01628
TBepi4208.genome.CDS.1222,group02367
TBepi4208.genome.CDS.1382,group00229
TBepi4208.genome.CDS.1383,group00609
TBepi4208.genome.CDS.1381,group00806
TBepi4208.genome.CDS.1386,group00069
TBepi4208.genome.CDS.1228,group01161
TBepi4208.genome.CDS.1384,group00350
TBepi4208.genome.CDS.1385,group00267
TBepi4208.genome.CDS.1638,group00977
TBepi4208.genome.CDS.1148,group01165
TBepi4208.genome.CDS.2019,group04773
TBepi4208.genome.CDS.1144,group00004
TBepi4208.genome.CDS.1145,group00016
TBepi4208.genome.CDS.1630,group00774
TBepi4208.genome.CDS.1147,group00141
TBepi4208.genome.CDS.1636,group00169
TBepi4208.genome.CDS.1637,group00982
TBepi4208.genome.CDS.1142,group00634
TBepi4208.genome.CDS.1635,group00638
TBepi4208.genome.CDS.698,group00749
TBepi4208.genome.CDS.1261,group04734
TBepi4208.genome.CDS.642,group04758
TBepi4208.genome.CDS.1139,group00386
TBepi4208.genome.CDS.1548,group00206
TBepi4208.genome.CDS.1033,group00352
TBepi4208.genome.CDS.1034,group01825
TBepi4208.genome.CDS.1035,group01060
TBepi4208.genome.CDS.1036,group01893
TBepi4208.genome.CDS.1549,group00217
TBepi4208.genome.CDS.1131,group00217
TBepi4208.genome.CDS.1130,group02662
TBepi4208.genome.CDS.1133,group00718
TBepi4208.genome.CDS.1132,group01014
TBepi4208.genome.CDS.1135,group00333
TBepi4208.genome.CDS.1134,group00410
TBepi4208.genome.CDS.1137,group00050
TBepi4208.genome.CDS.1136,group02155
TBepi4208.genome.CDS.1932,group00133
TBepi4208.genome.CDS.1935,group00138
TBepi4208.genome.CDS.1422,group00668
TBepi4208.genome.CDS.2017,group00713
TBepi4208.genome.CDS.1937,group00484
TBepi4208.genome.CDS.1936,group00323
TBepi4208.genome.CDS.1921,group00565
TBepi4208.genome.CDS.1195,group00365
TBepi4208.genome.CDS.1908,group00770
TBepi4208.genome.CDS.1939,group00359
TBepi4208.genome.CDS.1938,group00547
TBepi4208.genome.CDS.1463,group00017
TBepi4208.genome.CDS.280,group00694
TBepi4208.genome.CDS.1573,group00834
TBepi4208.genome.CDS.329,group04737
TBepi4208.genome.CDS.1462,group01869
TBepi4208.genome.CDS.2016,group00661
TBepi4208.genome.CDS.1428,group04747
TBepi4208.genome.CDS.1398,group01432
TBepi4208.genome.CDS.1449,group01017
TBepi4208.genome.CDS.1460,group00687
TBepi4208.genome.CDS.999,group00575
TBepi4208.genome.CDS.998,group01049
TBepi4208.genome.CDS.1431,group00033
TBepi4208.genome.CDS.2015,group00112
TBepi4208.genome.CDS.681,group04759
TBepi4208.genome.CDS.1066,group00769
TBepi4208.genome.CDS.1212,group01846
TBepi4208.genome.CDS.1391,group00578
TBepi4208.genome.CDS.1582,group00076
TBepi4208.genome.CDS.1259,group01957
TBepi4208.genome.CDS.1523,group00477
TBepi4208.genome.CDS.1583,group04752
TBepi4208.genome.CDS.2014,group00524
TBepi4208.genome.CDS.1395,group00815
TBepi4208.genome.CDS.1511,group00010
TBepi4208.genome.CDS.1394,group00750
TBepi4208.genome.CDS.1981,group00332
TBepi4208.genome.CDS.1599,group00908
TBepi4208.genome.CDS.1983,group00593
TBepi4208.genome.CDS.1984,group00256
TBepi4208.genome.CDS.1985,group00256
TBepi4208.genome.CDS.1454,group00801
TBepi4208.genome.CDS.1987,group00472
TBepi4208.genome.CDS.1593,group00221
TBepi4208.genome.CDS.1592,group00228
TBepi4208.genome.CDS.1458,group00539
TBepi4208.genome.CDS.1590,group01140
TBepi4208.genome.CDS.1597,group00243
TBepi4208.genome.CDS.1596,group00030
TBepi4208.genome.CDS.1595,group04754
TBepi4208.genome.CDS.1594,group00153
TBepi4208.genome.CDS.1917,group00584
TBepi4208.genome.CDS.1916,group00752
TBepi4208.genome.CDS.1915,group00870
TBepi4208.genome.CDS.1914,group00691
TBepi4208.genome.CDS.1913,group00311
TBepi4208.genome.CDS.1912,group00671
TBepi4208.genome.CDS.1911,group01223
TBepi4208.genome.CDS.1910,group00891
TBepi4208.genome.CDS.1198,group00368
TBepi4208.genome.CDS.1527,group00218
TBepi4208.genome.CDS.1524,group00655
TBepi4208.genome.CDS.1525,group01093
TBepi4208.genome.CDS.1522,group01195
TBepi4208.genome.CDS.1159,group00294
TBepi4208.genome.CDS.1919,group00720
TBepi4208.genome.CDS.1521,group00318
TBepi4208.genome.CDS.1098,group00283
TBepi4208.genome.CDS.2045,group02673
TBepi4208.genome.CDS.2046,group00249
TBepi4208.genome.CDS.2047,group00699
TBepi4208.genome.CDS.2040,group02142
TBepi4208.genome.CDS.2041,group01625
TBepi4208.genome.CDS.2042,group00049
TBepi4208.genome.CDS.1859,group00078
TBepi4208.genome.CDS.1856,group00075
TBepi4208.genome.CDS.1857,group00164
TBepi4208.genome.CDS.1854,group00983
TBepi4208.genome.CDS.1855,group00182
TBepi4208.genome.CDS.1852,group00748
TBepi4208.genome.CDS.1853,group00510
TBepi4208.genome.CDS.1850,group01448
TBepi4208.genome.CDS.1851,group00954
TBepi4208.genome.CDS.553,group00560
TBepi4208.genome.CDS.883,group00879
TBepi4208.genome.CDS.1095,group04756
TBepi4208.genome.CDS.494,group00607
TBepi4208.genome.CDS.495,group00607
TBepi4208.genome.CDS.1676,group02086
TBepi4208.genome.CDS.1677,group01816
TBepi4208.genome.CDS.1674,group00729
TBepi4208.genome.CDS.1675,group01423
TBepi4208.genome.CDS.1672,group00924
TBepi4208.genome.CDS.1673,group00729
TBepi4208.genome.CDS.1670,group00077
TBepi4208.genome.CDS.1671,group02148
TBepi4208.genome.CDS.1777,group00260
TBepi4208.genome.CDS.1776,group00766
TBepi4208.genome.CDS.1775,group00044
TBepi4208.genome.CDS.1774,group00375
TBepi4208.genome.CDS.1773,group00890
TBepi4208.genome.CDS.1772,group00128
TBepi4208.genome.CDS.1678,group00279
TBepi4208.genome.CDS.1770,group01055
TBepi4208.genome.CDS.1294,group00443
TBepi4208.genome.CDS.1295,group00272
TBepi4208.genome.CDS.1296,group00380
TBepi4208.genome.CDS.1297,group00408
TBepi4208.genome.CDS.2035,group00126
TBepi4208.genome.CDS.1358,group00226
TBepi4208.genome.CDS.1292,group00403
TBepi4208.genome.CDS.2036,group00146
TBepi4208.genome.CDS.2039,group01101
TBepi4208.genome.CDS.2038,group04774
TBepi4208.genome.CDS.1357,group00497
TBepi4208.genome.CDS.1356,group00751
TBepi4208.genome.CDS.1351,group01213
TBepi4208.genome.CDS.1350,group01212
TBepi4208.genome.CDS.1353,group04738
TBepi4208.genome.CDS.1352,group01557
TBepi4208.genome.CDS.1155,group00077
TBepi4208.genome.CDS.1154,group01062
TBepi4208.genome.CDS.2004,group00284
TBepi4208.genome.CDS.1175,group00192
TBepi4208.genome.CDS.1174,group00246
TBepi4208.genome.CDS.1278,group00421
TBepi4208.genome.CDS.1279,group00067
TBepi4208.genome.CDS.1171,group00317
TBepi4208.genome.CDS.1170,group00109
TBepi4208.genome.CDS.1173,group00090
TBepi4208.genome.CDS.1172,group00765
TBepi4208.genome.CDS.1272,group00721
TBepi4208.genome.CDS.1273,group00416
TBepi4208.genome.CDS.674,group02078
TBepi4208.genome.CDS.1271,group00695
TBepi4208.genome.CDS.1179,group01746
TBepi4208.genome.CDS.1178,group04727
TBepi4208.genome.CDS.1274,group01000
TBepi4208.genome.CDS.1275,group01550
TBepi4208.genome.CDS.1779,group01010
TBepi4208.genome.CDS.1078,group01774
TBepi4208.genome.CDS.1079,group01303
TBepi4208.genome.CDS.1375,group00561
TBepi4208.genome.CDS.1074,group00167
TBepi4208.genome.CDS.1075,group01230
TBepi4208.genome.CDS.1076,group02254
TBepi4208.genome.CDS.1077,group02254
TBepi4208.genome.CDS.1070,group00149
TBepi4208.genome.CDS.1071,group00898
TBepi4208.genome.CDS.1072,group00108
TBepi4208.genome.CDS.1073,group00937
TBepi4208.genome.CDS.1188,group00647
TBepi4208.genome.CDS.1189,group00424
TBepi4208.genome.CDS.1903,group01233
TBepi4208.genome.CDS.1611,group00098
TBepi4208.genome.CDS.1180,group01227
TBepi4208.genome.CDS.1181,group02011
TBepi4208.genome.CDS.1182,group01133
TBepi4208.genome.CDS.1183,group01142
TBepi4208.genome.CDS.1184,group01909
TBepi4208.genome.CDS.1185,group00559
TBepi4208.genome.CDS.1186,group01194
TBepi4208.genome.CDS.1187,group01263
TBepi4208.genome.CDS.1530,group00690
TBepi4208.genome.CDS.1208,group01545
TBepi4208.genome.CDS.1374,group00193
TBepi4208.genome.CDS.254,group02162
TBepi4208.genome.CDS.1009,group01112
TBepi4208.genome.CDS.1008,group00467
TBepi4208.genome.CDS.1001,group01147
TBepi4208.genome.CDS.1000,group01118
TBepi4208.genome.CDS.1003,group00018
TBepi4208.genome.CDS.1002,group00923
TBepi4208.genome.CDS.1005,group00017
TBepi4208.genome.CDS.1007,group00042
TBepi4208.genome.CDS.1006,group00747
TBepi4208.genome.CDS.1618,group00840
TBepi4208.genome.CDS.1202,group01499
TBepi4208.genome.CDS.1902,group01288
TBepi4208.genome.CDS.1201,group01408
TBepi4208.genome.CDS.1752,group00855
TBepi4208.genome.CDS.1628,group00011
TBepi4208.genome.CDS.1705,group00191
TBepi4208.genome.CDS.1206,group01060
TBepi4208.genome.CDS.1205,group01285
TBepi4208.genome.CDS.1756,group00102
TBepi4208.genome.CDS.1623,group00509
TBepi4208.genome.CDS.1156,group00019
TBepi4208.genome.CDS.1379,group00814
TBepi4208.genome.CDS.1557,group00073
TBepi4208.genome.CDS.1556,group00626
TBepi4208.genome.CDS.1555,group01033
TBepi4208.genome.CDS.1554,group00848
TBepi4208.genome.CDS.1553,group00974
TBepi4208.genome.CDS.1552,group00000
TBepi4208.genome.CDS.1551,group01034
TBepi4208.genome.CDS.1550,group00762
TBepi4208.genome.CDS.1683,group01590
TBepi4208.genome.CDS.1626,group00056
TBepi4208.genome.CDS.1559,group00288
TBepi4208.genome.CDS.1682,group02358
TBepi4208.genome.CDS.1889,group00345
TBepi4208.genome.CDS.1888,group01373
TBepi4208.genome.CDS.1953,group00446
TBepi4208.genome.CDS.1952,group00344
TBepi4208.genome.CDS.1951,group00378
TBepi4208.genome.CDS.1950,group00300
TBepi4208.genome.CDS.1957,group00447
TBepi4208.genome.CDS.1956,group00465
TBepi4208.genome.CDS.1955,group00008
TBepi4208.genome.CDS.1954,group01169
TBepi4208.genome.CDS.1959,group00741
TBepi4208.genome.CDS.1958,group00466
TBepi4208.genome.CDS.933,group00360
TBepi4208.genome.CDS.107,group00496
