MEint3864.genome.CDS.832,group00589
MEint3864.genome.CDS.977,group00166
MEint3864.genome.CDS.976,group00125
MEint3864.genome.CDS.975,group00335
MEint3864.genome.CDS.974,group00120
MEint3864.genome.CDS.973,group00110
MEint3864.genome.CDS.972,group00040
MEint3864.genome.CDS.971,group00336
MEint3864.genome.CDS.970,group00601
MEint3864.genome.CDS.1090,group00786
MEint3864.genome.CDS.1091,group00816
MEint3864.genome.CDS.1375,group00333
MEint3864.genome.CDS.1374,group00050
MEint3864.genome.CDS.1078,group00108
MEint3864.genome.CDS.1079,group00937
MEint3864.genome.CDS.1371,group00749
MEint3864.genome.CDS.1370,group00996
MEint3864.genome.CDS.1373,group00139
MEint3864.genome.CDS.1372,group00185
MEint3864.genome.CDS.1072,group00539
MEint3864.genome.CDS.1073,group01016
MEint3864.genome.CDS.1070,group00142
MEint3864.genome.CDS.1071,group01066
MEint3864.genome.CDS.1076,group00149
MEint3864.genome.CDS.1378,group00217
MEint3864.genome.CDS.1074,group00253
MEint3864.genome.CDS.1075,group00832
MEint3864.genome.CDS.28,group00144
MEint3864.genome.CDS.877,group01111
MEint3864.genome.CDS.874,group00721
MEint3864.genome.CDS.875,group00695
MEint3864.genome.CDS.872,group01067
MEint3864.genome.CDS.1503,group00512
MEint3864.genome.CDS.1500,group01174
MEint3864.genome.CDS.871,group00802
MEint3864.genome.CDS.1274,group00055
MEint3864.genome.CDS.1275,group00093
MEint3864.genome.CDS.1276,group00092
MEint3864.genome.CDS.1277,group00148
MEint3864.genome.CDS.1270,group00119
MEint3864.genome.CDS.913,group00215
MEint3864.genome.CDS.1272,group00015
MEint3864.genome.CDS.1273,group00046
MEint3864.genome.CDS.1440,group00683
MEint3864.genome.CDS.847,group00195
MEint3864.genome.CDS.915,group00361
MEint3864.genome.CDS.1327,group00551
MEint3864.genome.CDS.1426,group00713
MEint3864.genome.CDS.1419,group00860
MEint3864.genome.CDS.917,group00014
MEint3864.genome.CDS.916,group00612
MEint3864.genome.CDS.1209,group04056
MEint3864.genome.CDS.1208,group01263
MEint3864.genome.CDS.1229,group00649
MEint3864.genome.CDS.1201,group01238
MEint3864.genome.CDS.1200,group00368
MEint3864.genome.CDS.1203,group00365
MEint3864.genome.CDS.1202,group00230
MEint3864.genome.CDS.1205,group00682
MEint3864.genome.CDS.1204,group00105
MEint3864.genome.CDS.1207,group01377
MEint3864.genome.CDS.1206,group00663
MEint3864.genome.CDS.1438,group00071
MEint3864.genome.CDS.1439,group01186
MEint3864.genome.CDS.1432,group00936
MEint3864.genome.CDS.1433,group01147
MEint3864.genome.CDS.1430,group00575
MEint3864.genome.CDS.1431,group01118
MEint3864.genome.CDS.1436,group00702
MEint3864.genome.CDS.1437,group00747
MEint3864.genome.CDS.1434,group00923
MEint3864.genome.CDS.1435,group00018
MEint3864.genome.CDS.942,group00013
MEint3864.genome.CDS.868,group01144
MEint3864.genome.CDS.1539,group01201
MEint3864.genome.CDS.1538,group01244
MEint3864.genome.CDS.889,group00235
MEint3864.genome.CDS.1561,group00107
MEint3864.genome.CDS.1220,group00225
MEint3864.genome.CDS.1161,group01832
MEint3864.genome.CDS.378,group00062
MEint3864.genome.CDS.1411,group00709
MEint3864.genome.CDS.1163,group01543
MEint3864.genome.CDS.1412,group00944
MEint3864.genome.CDS.377,group04054
MEint3864.genome.CDS.1533,group01631
MEint3864.genome.CDS.1413,group00945
MEint3864.genome.CDS.1551,group00232
MEint3864.genome.CDS.1532,group01694
MEint3864.genome.CDS.1414,group01963
MEint3864.genome.CDS.863,group00330
MEint3864.genome.CDS.949,group00621
MEint3864.genome.CDS.1416,group00755
MEint3864.genome.CDS.1168,group00056
MEint3864.genome.CDS.1417,group01488
MEint3864.genome.CDS.864,group00451
MEint3864.genome.CDS.793,group02632
MEint3864.genome.CDS.928,group01437
MEint3864.genome.CDS.791,group01251
MEint3864.genome.CDS.790,group01130
MEint3864.genome.CDS.797,group00344
MEint3864.genome.CDS.796,group00304
MEint3864.genome.CDS.795,group00422
MEint3864.genome.CDS.794,group00530
MEint3864.genome.CDS.798,group00446
MEint3864.genome.CDS.1250,group00404
MEint3864.genome.CDS.1318,group00955
MEint3864.genome.CDS.1102,group01784
MEint3864.genome.CDS.1103,group02865
MEint3864.genome.CDS.1100,group04050
MEint3864.genome.CDS.1101,group01056
MEint3864.genome.CDS.1106,group00086
MEint3864.genome.CDS.1107,group00084
MEint3864.genome.CDS.1104,group00193
MEint3864.genome.CDS.1105,group00188
MEint3864.genome.CDS.1108,group00627
MEint3864.genome.CDS.1109,group00205
