AAA024D14.genome.CDS.1320,group00945
AAA024D14.genome.CDS.1474,group00146
AAA024D14.genome.CDS.1475,group00126
AAA024D14.genome.CDS.1479,group00598
AAA024D14.genome.CDS.1177,group00159
AAA024D14.genome.CDS.1176,group00160
AAA024D14.genome.CDS.1175,group00219
AAA024D14.genome.CDS.1174,group00250
AAA024D14.genome.CDS.1173,group00286
AAA024D14.genome.CDS.1172,group00245
AAA024D14.genome.CDS.1171,group00437
AAA024D14.genome.CDS.1170,group00225
AAA024D14.genome.CDS.1179,group03521
AAA024D14.genome.CDS.1078,group02201
AAA024D14.genome.CDS.1079,group01398
AAA024D14.genome.CDS.1076,group01666
AAA024D14.genome.CDS.1077,group02415
AAA024D14.genome.CDS.1072,group01334
AAA024D14.genome.CDS.1073,group01463
AAA024D14.genome.CDS.1070,group01037
AAA024D14.genome.CDS.1071,group03519
AAA024D14.genome.CDS.1601,group00001
AAA024D14.genome.CDS.1600,group00043
AAA024D14.genome.CDS.1603,group01464
AAA024D14.genome.CDS.1215,group01407
AAA024D14.genome.CDS.1212,group01738
AAA024D14.genome.CDS.1604,group00409
AAA024D14.genome.CDS.1359,group00227
AAA024D14.genome.CDS.1606,group00825
AAA024D14.genome.CDS.1609,group01338
AAA024D14.genome.CDS.1608,group03511
AAA024D14.genome.CDS.1355,group01815
AAA024D14.genome.CDS.1354,group00616
AAA024D14.genome.CDS.1353,group01088
AAA024D14.genome.CDS.1352,group00595
AAA024D14.genome.CDS.1218,group01874
AAA024D14.genome.CDS.1219,group01851
AAA024D14.genome.CDS.1534,group03505
AAA024D14.genome.CDS.1289,group03470
AAA024D14.genome.CDS.1288,group01786
AAA024D14.genome.CDS.1285,group01205
AAA024D14.genome.CDS.1287,group01707
AAA024D14.genome.CDS.1286,group01159
AAA024D14.genome.CDS.1281,group01708
AAA024D14.genome.CDS.1280,group01868
AAA024D14.genome.CDS.1283,group01642
AAA024D14.genome.CDS.1013,group00664
AAA024D14.genome.CDS.1229,group00233
AAA024D14.genome.CDS.1508,group00069
AAA024D14.genome.CDS.1581,group00267
AAA024D14.genome.CDS.1356,group03485
AAA024D14.genome.CDS.1503,group01081
AAA024D14.genome.CDS.1500,group00037
AAA024D14.genome.CDS.1501,group00337
AAA024D14.genome.CDS.1506,group00433
AAA024D14.genome.CDS.1507,group00795
AAA024D14.genome.CDS.1504,group01135
AAA024D14.genome.CDS.1505,group00613
AAA024D14.genome.CDS.1591,group00518
AAA024D14.genome.CDS.1590,group00178
AAA024D14.genome.CDS.1593,group00107
AAA024D14.genome.CDS.1592,group00286
AAA024D14.genome.CDS.1595,group00560
AAA024D14.genome.CDS.1594,group01140
AAA024D14.genome.CDS.1597,group00825
AAA024D14.genome.CDS.1596,group00402
AAA024D14.genome.CDS.1599,group02883
AAA024D14.genome.CDS.1598,group00629
AAA024D14.genome.CDS.926,group00946
AAA024D14.genome.CDS.927,group00039
AAA024D14.genome.CDS.42,group00110
AAA024D14.genome.CDS.1154,group00544
AAA024D14.genome.CDS.1221,group00508
AAA024D14.genome.CDS.1220,group01665
AAA024D14.genome.CDS.524,group00847
AAA024D14.genome.CDS.1269,group00516
AAA024D14.genome.CDS.1268,group01646
AAA024D14.genome.CDS.1210,group01809
AAA024D14.genome.CDS.887,group00119
AAA024D14.genome.CDS.1211,group01916
AAA024D14.genome.CDS.886,group00118
AAA024D14.genome.CDS.1261,group00562
AAA024D14.genome.CDS.849,group00192
AAA024D14.genome.CDS.848,group00246
AAA024D14.genome.CDS.847,group00090
AAA024D14.genome.CDS.846,group00765
AAA024D14.genome.CDS.845,group00317
AAA024D14.genome.CDS.844,group00109
AAA024D14.genome.CDS.843,group00901
AAA024D14.genome.CDS.842,group00772
AAA024D14.genome.CDS.841,group00601
AAA024D14.genome.CDS.840,group00336
AAA024D14.genome.CDS.948,group00794
AAA024D14.genome.CDS.1049,group00654
AAA024D14.genome.CDS.946,group00002
AAA024D14.genome.CDS.947,group00635
AAA024D14.genome.CDS.944,group00003
AAA024D14.genome.CDS.945,group00001
AAA024D14.genome.CDS.942,group00520
AAA024D14.genome.CDS.943,group00549
AAA024D14.genome.CDS.940,group00517
AAA024D14.genome.CDS.941,group00463
AAA024D14.genome.CDS.1216,group01884
AAA024D14.genome.CDS.1260,group00161
AAA024D14.genome.CDS.1217,group01738
AAA024D14.genome.CDS.380,group01124
AAA024D14.genome.CDS.1214,group01478
AAA024D14.genome.CDS.1133,group00081
AAA024D14.genome.CDS.1132,group00254
AAA024D14.genome.CDS.1131,group00094
AAA024D14.genome.CDS.1130,group00503
AAA024D14.genome.CDS.1137,group00539
AAA024D14.genome.CDS.1136,group01066
AAA024D14.genome.CDS.1135,group00142
AAA024D14.genome.CDS.1134,group00191
AAA024D14.genome.CDS.1605,group00280
AAA024D14.genome.CDS.1139,group00253
AAA024D14.genome.CDS.1138,group01016
AAA024D14.genome.CDS.1647,group02633
AAA024D14.genome.CDS.1213,group01497
AAA024D14.genome.CDS.1646,group00773
AAA024D14.genome.CDS.1607,group00045
AAA024D14.genome.CDS.1317,group00558
AAA024D14.genome.CDS.1358,group00297
AAA024D14.genome.CDS.1640,group02958
AAA024D14.genome.CDS.1090,group01311
AAA024D14.genome.CDS.1091,group02265
AAA024D14.genome.CDS.1489,group00699
AAA024D14.genome.CDS.1488,group00249
AAA024D14.genome.CDS.1095,group02265
AAA024D14.genome.CDS.1096,group03517
AAA024D14.genome.CDS.1097,group00609
AAA024D14.genome.CDS.1098,group00229
AAA024D14.genome.CDS.1099,group00123
AAA024D14.genome.CDS.1481,group01431
AAA024D14.genome.CDS.1480,group00079
AAA024D14.genome.CDS.1487,group00407
AAA024D14.genome.CDS.1486,group00218
AAA024D14.genome.CDS.1485,group00607
AAA024D14.genome.CDS.1484,group00471
AAA024D14.genome.CDS.1007,group00651
AAA024D14.genome.CDS.1006,group00589
AAA024D14.genome.CDS.1005,group00391
AAA024D14.genome.CDS.1004,group00797
AAA024D14.genome.CDS.1003,group00850
AAA024D14.genome.CDS.1002,group00711
AAA024D14.genome.CDS.1001,group00760
AAA024D14.genome.CDS.1439,group00617
AAA024D14.genome.CDS.1436,group01574
AAA024D14.genome.CDS.1437,group00710
AAA024D14.genome.CDS.1434,group00658
AAA024D14.genome.CDS.1435,group02200
AAA024D14.genome.CDS.1432,group00346
AAA024D14.genome.CDS.1433,group00347
AAA024D14.genome.CDS.1009,group00210
AAA024D14.genome.CDS.1008,group00783
AAA024D14.genome.CDS.1351,group00594
AAA024D14.genome.CDS.1350,group01788
AAA024D14.genome.CDS.1313,group03474
AAA024D14.genome.CDS.1357,group00412
AAA024D14.genome.CDS.1145,group00365
AAA024D14.genome.CDS.1546,group00165
AAA024D14.genome.CDS.1547,group00054
AAA024D14.genome.CDS.1544,group00822
AAA024D14.genome.CDS.1545,group00005
AAA024D14.genome.CDS.1542,group00859
AAA024D14.genome.CDS.1543,group01207
AAA024D14.genome.CDS.1540,group00296
AAA024D14.genome.CDS.1541,group03507
AAA024D14.genome.CDS.1267,group01600
AAA024D14.genome.CDS.1266,group01318
AAA024D14.genome.CDS.1265,group02145
AAA024D14.genome.CDS.1264,group01527
AAA024D14.genome.CDS.1263,group00102
AAA024D14.genome.CDS.1262,group00102
AAA024D14.genome.CDS.1548,group00070
AAA024D14.genome.CDS.1549,group00310
AAA024D14.genome.CDS.1319,group01742
AAA024D14.genome.CDS.1318,group01241
AAA024D14.genome.CDS.1649,group00557
AAA024D14.genome.CDS.1648,group02880
AAA024D14.genome.CDS.1645,group00263
AAA024D14.genome.CDS.1312,group03475
AAA024D14.genome.CDS.1311,group03476
AAA024D14.genome.CDS.1310,group03477
AAA024D14.genome.CDS.1641,group00557
AAA024D14.genome.CDS.1316,group02952
AAA024D14.genome.CDS.1315,group03472
AAA024D14.genome.CDS.1314,group03473
