AAA023D18.genome.CDS.834,group00573
AAA023D18.genome.CDS.764,group00561
AAA023D18.genome.CDS.1017,group02892
AAA023D18.genome.CDS.1152,group00825
AAA023D18.genome.CDS.1114,group01820
AAA023D18.genome.CDS.898,group03612
AAA023D18.genome.CDS.1115,group01306
AAA023D18.genome.CDS.1116,group01179
AAA023D18.genome.CDS.1441,group00643
AAA023D18.genome.CDS.1110,group02471
AAA023D18.genome.CDS.1447,group01365
AAA023D18.genome.CDS.981,group00307
AAA023D18.genome.CDS.1091,group00604
AAA023D18.genome.CDS.983,group01099
AAA023D18.genome.CDS.982,group01464
AAA023D18.genome.CDS.985,group01400
AAA023D18.genome.CDS.984,group00906
AAA023D18.genome.CDS.987,group03636
AAA023D18.genome.CDS.986,group01226
AAA023D18.genome.CDS.989,group01267
AAA023D18.genome.CDS.1298,group00385
AAA023D18.genome.CDS.891,group02617
AAA023D18.genome.CDS.882,group00782
AAA023D18.genome.CDS.916,group01681
AAA023D18.genome.CDS.917,group00716
AAA023D18.genome.CDS.914,group01326
AAA023D18.genome.CDS.915,group01554
AAA023D18.genome.CDS.912,group01007
AAA023D18.genome.CDS.913,group01119
AAA023D18.genome.CDS.910,group00683
AAA023D18.genome.CDS.911,group00910
AAA023D18.genome.CDS.897,group02054
AAA023D18.genome.CDS.1295,group00758
AAA023D18.genome.CDS.918,group01453
AAA023D18.genome.CDS.1094,group00013
AAA023D18.genome.CDS.1194,group00016
AAA023D18.genome.CDS.1195,group00004
AAA023D18.genome.CDS.1196,group00342
AAA023D18.genome.CDS.1197,group01161
AAA023D18.genome.CDS.1190,group01123
AAA023D18.genome.CDS.1058,group00200
AAA023D18.genome.CDS.859,group03616
AAA023D18.genome.CDS.26,group00670
AAA023D18.genome.CDS.857,group03618
AAA023D18.genome.CDS.856,group00866
AAA023D18.genome.CDS.855,group00181
AAA023D18.genome.CDS.1056,group00599
AAA023D18.genome.CDS.1051,group00499
AAA023D18.genome.CDS.1199,group00457
AAA023D18.genome.CDS.851,group03622
AAA023D18.genome.CDS.850,group03623
AAA023D18.genome.CDS.1415,group00169
AAA023D18.genome.CDS.1414,group00982
AAA023D18.genome.CDS.802,group00549
AAA023D18.genome.CDS.1275,group00656
AAA023D18.genome.CDS.1274,group00207
AAA023D18.genome.CDS.1277,group00061
AAA023D18.genome.CDS.1276,group00187
AAA023D18.genome.CDS.1271,group00709
AAA023D18.genome.CDS.1270,group00944
AAA023D18.genome.CDS.1273,group00356
AAA023D18.genome.CDS.779,group01398
AAA023D18.genome.CDS.1172,group00654
AAA023D18.genome.CDS.804,group00463
AAA023D18.genome.CDS.774,group00748
AAA023D18.genome.CDS.1171,group00578
AAA023D18.genome.CDS.772,group00983
AAA023D18.genome.CDS.1177,group00905
AAA023D18.genome.CDS.770,group00327
AAA023D18.genome.CDS.771,group00224
AAA023D18.genome.CDS.294,group00133
AAA023D18.genome.CDS.806,group00622
AAA023D18.genome.CDS.1479,group00882
AAA023D18.genome.CDS.1478,group00211
AAA023D18.genome.CDS.1477,group00649
AAA023D18.genome.CDS.1476,group00855
AAA023D18.genome.CDS.1475,group00730
AAA023D18.genome.CDS.1474,group00052
AAA023D18.genome.CDS.1473,group00590
AAA023D18.genome.CDS.351,group01499
AAA023D18.genome.CDS.1471,group00181
AAA023D18.genome.CDS.1470,group00915
AAA023D18.genome.CDS.1288,group00348
AAA023D18.genome.CDS.808,group00667
AAA023D18.genome.CDS.1280,group00053
AAA023D18.genome.CDS.1281,group00349
AAA023D18.genome.CDS.1282,group00378
AAA023D18.genome.CDS.1284,group00300
AAA023D18.genome.CDS.1285,group00194
AAA023D18.genome.CDS.1286,group00058
AAA023D18.genome.CDS.1287,group00137
AAA023D18.genome.CDS.1418,group01532
AAA023D18.genome.CDS.1309,group00456
AAA023D18.genome.CDS.1308,group00571
AAA023D18.genome.CDS.886,group00501
AAA023D18.genome.CDS.1301,group00295
AAA023D18.genome.CDS.1300,group00736
AAA023D18.genome.CDS.1303,group00170
AAA023D18.genome.CDS.1302,group00334
AAA023D18.genome.CDS.1305,group00630
AAA023D18.genome.CDS.1304,group00591
AAA023D18.genome.CDS.1307,group00143
AAA023D18.genome.CDS.1306,group00485
AAA023D18.genome.CDS.1378,group00393
AAA023D18.genome.CDS.1379,group00374
AAA023D18.genome.CDS.1374,group00710
AAA023D18.genome.CDS.1375,group00551
AAA023D18.genome.CDS.1376,group00617
AAA023D18.genome.CDS.1377,group00550
AAA023D18.genome.CDS.1370,group00929
AAA023D18.genome.CDS.1371,group01024
AAA023D18.genome.CDS.1372,group00430
AAA023D18.genome.CDS.1373,group01503
AAA023D18.genome.CDS.930,group01723
AAA023D18.genome.CDS.931,group01418
AAA023D18.genome.CDS.1035,group00564
AAA023D18.genome.CDS.908,group00117
AAA023D18.genome.CDS.1034,group00565
AAA023D18.genome.CDS.1450,group00346
AAA023D18.genome.CDS.934,group02026
AAA023D18.genome.CDS.1050,group00547
AAA023D18.genome.CDS.1424,group00366
AAA023D18.genome.CDS.1030,group00584
