MEint2297.genome.CDS.2290,group00702
MEint2297.genome.CDS.2304,group00032
MEint2297.genome.CDS.1810,group00000
MEint2297.genome.CDS.2302,group00581
MEint2297.genome.CDS.2303,group00502
MEint2297.genome.CDS.2300,group00637
MEint2297.genome.CDS.2301,group00841
MEint2297.genome.CDS.2537,group00095
MEint2297.genome.CDS.1970,group00365
MEint2297.genome.CDS.1971,group00230
MEint2297.genome.CDS.1972,group01238
MEint2297.genome.CDS.2204,group00871
MEint2297.genome.CDS.1974,group00401
MEint2297.genome.CDS.2202,group00750
MEint2297.genome.CDS.2201,group01086
MEint2297.genome.CDS.1977,group00116
MEint2297.genome.CDS.1978,group00592
MEint2297.genome.CDS.1979,group00544
MEint2297.genome.CDS.2209,group00662
MEint2297.genome.CDS.2208,group00049
MEint2297.genome.CDS.2599,group00463
MEint2297.genome.CDS.2598,group00520
MEint2297.genome.CDS.2597,group00549
MEint2297.genome.CDS.2596,group00003
MEint2297.genome.CDS.2595,group00001
MEint2297.genome.CDS.2594,group00033
MEint2297.genome.CDS.2593,group00327
MEint2297.genome.CDS.2592,group00966
MEint2297.genome.CDS.2591,group00814
MEint2297.genome.CDS.2590,group00232
MEint2297.genome.CDS.2689,group00060
MEint2297.genome.CDS.2688,group00267
MEint2297.genome.CDS.2683,group00351
MEint2297.genome.CDS.2681,group00828
MEint2297.genome.CDS.2680,group01258
MEint2297.genome.CDS.2687,group00673
MEint2297.genome.CDS.2686,group00902
MEint2297.genome.CDS.2685,group00154
MEint2297.genome.CDS.2684,group00303
MEint2297.genome.CDS.2119,group01221
MEint2297.genome.CDS.2118,group00510
MEint2297.genome.CDS.2449,group00310
MEint2297.genome.CDS.2448,group01447
MEint2297.genome.CDS.2113,group01748
MEint2297.genome.CDS.2112,group01136
MEint2297.genome.CDS.2111,group01015
MEint2297.genome.CDS.2110,group01193
MEint2297.genome.CDS.2117,group01222
MEint2297.genome.CDS.2116,group00015
MEint2297.genome.CDS.2443,group01387
MEint2297.genome.CDS.2114,group01122
MEint2297.genome.CDS.522,group00201
MEint2297.genome.CDS.2069,group01028
MEint2297.genome.CDS.2068,group00135
MEint2297.genome.CDS.2067,group00646
MEint2297.genome.CDS.2066,group00234
MEint2297.genome.CDS.2065,group00305
MEint2297.genome.CDS.2064,group00854
MEint2297.genome.CDS.2063,group00587
MEint2297.genome.CDS.2062,group01279
MEint2297.genome.CDS.2061,group00113
MEint2297.genome.CDS.2060,group00576
MEint2297.genome.CDS.1015,group01617
MEint2297.genome.CDS.142,group01007
MEint2297.genome.CDS.1749,group00735
MEint2297.genome.CDS.1748,group00343
MEint2297.genome.CDS.1747,group00620
MEint2297.genome.CDS.1746,group00798
MEint2297.genome.CDS.1745,group00736
MEint2297.genome.CDS.1744,group00889
MEint2297.genome.CDS.1743,group00385
MEint2297.genome.CDS.1742,group00233
MEint2297.genome.CDS.1741,group00420
MEint2297.genome.CDS.1740,group00758
MEint2297.genome.CDS.1581,group01446
MEint2297.genome.CDS.1580,group01839
MEint2297.genome.CDS.1583,group00205
MEint2297.genome.CDS.1582,group00992
MEint2297.genome.CDS.1585,group00548
MEint2297.genome.CDS.1584,group00627
MEint2297.genome.CDS.1587,group00246
MEint2297.genome.CDS.1586,group00192
MEint2297.genome.CDS.1589,group00765
MEint2297.genome.CDS.1588,group00090
MEint2297.genome.CDS.2324,group00354
MEint2297.genome.CDS.2325,group00785
MEint2297.genome.CDS.2326,group00275
MEint2297.genome.CDS.2327,group00392
MEint2297.genome.CDS.2320,group01525
MEint2297.genome.CDS.2321,group00160
MEint2297.genome.CDS.2322,group00159
MEint2297.genome.CDS.2323,group00134
MEint2297.genome.CDS.2328,group00012
MEint2297.genome.CDS.2329,group00453
MEint2297.genome.CDS.2218,group01569
MEint2297.genome.CDS.2219,group01569
MEint2297.genome.CDS.2210,group00763
MEint2297.genome.CDS.2211,group00615
MEint2297.genome.CDS.2212,group00822
MEint2297.genome.CDS.2213,group00005
MEint2297.genome.CDS.2214,group00644
MEint2297.genome.CDS.2215,group00723
MEint2297.genome.CDS.2216,group00698
MEint2297.genome.CDS.2217,group00953
MEint2297.genome.CDS.2232,group01769
MEint2297.genome.CDS.2545,group00158
MEint2297.genome.CDS.2230,group00988
MEint2297.genome.CDS.1905,group00154
MEint2297.genome.CDS.1904,group00902
MEint2297.genome.CDS.1907,group00351
MEint2297.genome.CDS.1906,group00303
MEint2297.genome.CDS.1901,group00350
MEint2297.genome.CDS.1900,group00609
MEint2297.genome.CDS.1903,group00673
MEint2297.genome.CDS.1902,group00267
MEint2297.genome.CDS.2236,group02459
MEint2297.genome.CDS.1909,group00828
MEint2297.genome.CDS.1908,group00428
MEint2297.genome.CDS.2237,group01318
MEint2297.genome.CDS.2234,group01634
MEint2297.genome.CDS.2235,group01686
MEint2297.genome.CDS.2580,group00542
MEint2297.genome.CDS.2581,group00570
MEint2297.genome.CDS.2582,group00509
MEint2297.genome.CDS.2583,group00231
MEint2297.genome.CDS.2584,group00624
MEint2297.genome.CDS.2585,group00625
MEint2297.genome.CDS.2586,group00341
MEint2297.genome.CDS.2587,group00561
MEint2297.genome.CDS.2588,group00161
MEint2297.genome.CDS.2589,group00562
MEint2297.genome.CDS.2238,group01758
MEint2297.genome.CDS.66,group00741
MEint2297.genome.CDS.65,group03101
MEint2297.genome.CDS.1964,group00424
MEint2297.genome.CDS.2698,group00654
MEint2297.genome.CDS.2699,group03123
MEint2297.genome.CDS.2694,group00226
MEint2297.genome.CDS.2548,group00104
MEint2297.genome.CDS.2696,group00750
MEint2297.genome.CDS.2697,group00455
MEint2297.genome.CDS.2690,group00152
MEint2297.genome.CDS.2691,group03124
MEint2297.genome.CDS.2692,group00751
MEint2297.genome.CDS.2693,group00497
MEint2297.genome.CDS.2108,group00830
MEint2297.genome.CDS.2109,group00133
MEint2297.genome.CDS.2458,group00775
MEint2297.genome.CDS.2459,group00845
MEint2297.genome.CDS.2104,group00484
MEint2297.genome.CDS.2105,group00323
MEint2297.genome.CDS.2454,group01043
MEint2297.genome.CDS.2455,group00790
MEint2297.genome.CDS.2100,group00405
MEint2297.genome.CDS.2453,group00367
MEint2297.genome.CDS.2102,group00499
MEint2297.genome.CDS.2451,group00796
MEint2297.genome.CDS.2070,group00978
MEint2297.genome.CDS.2071,group00817
MEint2297.genome.CDS.2072,group00955
MEint2297.genome.CDS.2073,group00396
MEint2297.genome.CDS.2074,group00929
MEint2297.genome.CDS.2075,group01024
MEint2297.genome.CDS.2076,group00416
MEint2297.genome.CDS.2077,group01067
MEint2297.genome.CDS.2078,group00802
MEint2297.genome.CDS.2079,group00034
MEint2297.genome.CDS.178,group03131
MEint2297.genome.CDS.1750,group00475
MEint2297.genome.CDS.1751,group00704
MEint2297.genome.CDS.1752,group00810
MEint2297.genome.CDS.1753,group00705
MEint2297.genome.CDS.1755,group01900
MEint2297.genome.CDS.1756,group00977
MEint2297.genome.CDS.1757,group00982
MEint2297.genome.CDS.1758,group00169
MEint2297.genome.CDS.1759,group00638
MEint2297.genome.CDS.1592,group00772
MEint2297.genome.CDS.1593,group00601
MEint2297.genome.CDS.1590,group00317
MEint2297.genome.CDS.1591,group00109
MEint2297.genome.CDS.1596,group00110
MEint2297.genome.CDS.1597,group00120
MEint2297.genome.CDS.1594,group00336
MEint2297.genome.CDS.1595,group00040
MEint2297.genome.CDS.1598,group00335
MEint2297.genome.CDS.1599,group00125
MEint2297.genome.CDS.2539,group00208
MEint2297.genome.CDS.2286,group00746
MEint2297.genome.CDS.2695,group01086
MEint2297.genome.CDS.2269,group00013
MEint2297.genome.CDS.2268,group00186
MEint2297.genome.CDS.2265,group01768
MEint2297.genome.CDS.2264,group00010
MEint2297.genome.CDS.2267,group01625
MEint2297.genome.CDS.2266,group01101
MEint2297.genome.CDS.2261,group01849
MEint2297.genome.CDS.2260,group00049
MEint2297.genome.CDS.2263,group00540
MEint2297.genome.CDS.2262,group00541
MEint2297.genome.CDS.1916,group00403
MEint2297.genome.CDS.1917,group00212
MEint2297.genome.CDS.1914,group01092
MEint2297.genome.CDS.1915,group01046
MEint2297.genome.CDS.1912,group00604
MEint2297.genome.CDS.1913,group00603
MEint2297.genome.CDS.1910,group01258
MEint2297.genome.CDS.1911,group00694
MEint2297.genome.CDS.1918,group00949
MEint2297.genome.CDS.1919,group00443
MEint2297.genome.CDS.1938,group00353
MEint2297.genome.CDS.2246,group03104
MEint2297.genome.CDS.2661,group00454
MEint2297.genome.CDS.2660,group00840
MEint2297.genome.CDS.2663,group00017
MEint2297.genome.CDS.2662,group00384
MEint2297.genome.CDS.2665,group00042
MEint2297.genome.CDS.2664,group00747
MEint2297.genome.CDS.2667,group00467
MEint2297.genome.CDS.2666,group01070
MEint2297.genome.CDS.2669,group00745
MEint2297.genome.CDS.2668,group00746
MEint2297.genome.CDS.2463,group01187
MEint2297.genome.CDS.2462,group00782
MEint2297.genome.CDS.2461,group00602
MEint2297.genome.CDS.2460,group00623
MEint2297.genome.CDS.2467,group00684
MEint2297.genome.CDS.2466,group00869
MEint2297.genome.CDS.2465,group00117
MEint2297.genome.CDS.2464,group00069
MEint2297.genome.CDS.2469,group00319
MEint2297.genome.CDS.2468,group00583
MEint2297.genome.CDS.2248,group00000
MEint2297.genome.CDS.2489,group00253
MEint2297.genome.CDS.2488,group00832
MEint2297.genome.CDS.2481,group00597
MEint2297.genome.CDS.2480,group00464
MEint2297.genome.CDS.2483,group00167
MEint2297.genome.CDS.2485,group00108
MEint2297.genome.CDS.2484,group00937
MEint2297.genome.CDS.2487,group00149
MEint2297.genome.CDS.2486,group00898
MEint2297.genome.CDS.2005,group00352
MEint2297.genome.CDS.2004,group01484
MEint2297.genome.CDS.2007,group01173
MEint2297.genome.CDS.2006,group00356
MEint2297.genome.CDS.2001,group01849
MEint2297.genome.CDS.2000,group00541
MEint2297.genome.CDS.2003,group02515
MEint2297.genome.CDS.2002,group00049
MEint2297.genome.CDS.2009,group02066
MEint2297.genome.CDS.2008,group02065
MEint2297.genome.CDS.1296,group00428
MEint2297.genome.CDS.2719,group03127
MEint2297.genome.CDS.2718,group00977
MEint2297.genome.CDS.2711,group00118
MEint2297.genome.CDS.2710,group00015
MEint2297.genome.CDS.2713,group00057
MEint2297.genome.CDS.2712,group03126
MEint2297.genome.CDS.2715,group03128
MEint2297.genome.CDS.2714,group00060
MEint2297.genome.CDS.2717,group00982
MEint2297.genome.CDS.2716,group00169
MEint2297.genome.CDS.1105,group03113
MEint2297.genome.CDS.1101,group00693
MEint2297.genome.CDS.1725,group00053
MEint2297.genome.CDS.1724,group00083
MEint2297.genome.CDS.1727,group00378
MEint2297.genome.CDS.1726,group00349
MEint2297.genome.CDS.1721,group00187
MEint2297.genome.CDS.1720,group00656
MEint2297.genome.CDS.1723,group00265
MEint2297.genome.CDS.1722,group00061
MEint2297.genome.CDS.1729,group00194
MEint2297.genome.CDS.1728,group00300
MEint2297.genome.CDS.1611,group00963
MEint2297.genome.CDS.1610,group00170
MEint2297.genome.CDS.1613,group00084
MEint2297.genome.CDS.1612,group01034
MEint2297.genome.CDS.1615,group00188
MEint2297.genome.CDS.1614,group00086
MEint2297.genome.CDS.1617,group00591
MEint2297.genome.CDS.1616,group00193
MEint2297.genome.CDS.1619,group00485
MEint2297.genome.CDS.1618,group00630
MEint2297.genome.CDS.765,group03102
MEint2297.genome.CDS.1439,group00870
MEint2297.genome.CDS.1438,group00691
MEint2297.genome.CDS.1431,group00493
MEint2297.genome.CDS.1430,group00600
MEint2297.genome.CDS.1433,group00556
MEint2297.genome.CDS.1432,group00415
MEint2297.genome.CDS.1435,group00107
MEint2297.genome.CDS.1434,group00527
MEint2297.genome.CDS.1437,group00311
MEint2297.genome.CDS.1436,group02299
MEint2297.genome.CDS.2345,group00089
MEint2297.genome.CDS.1929,group00703
MEint2297.genome.CDS.1928,group00677
MEint2297.genome.CDS.2278,group00706
MEint2297.genome.CDS.2279,group00199
MEint2297.genome.CDS.1923,group00400
MEint2297.genome.CDS.1922,group01163
MEint2297.genome.CDS.2274,group00293
MEint2297.genome.CDS.2275,group01020
MEint2297.genome.CDS.2272,group01079
MEint2297.genome.CDS.1926,group00970
MEint2297.genome.CDS.1925,group01199
MEint2297.genome.CDS.2271,group00498
MEint2297.genome.CDS.2543,group00121
MEint2297.genome.CDS.2647,group00671
MEint2297.genome.CDS.2646,group00939
MEint2297.genome.CDS.2397,group01303
MEint2297.genome.CDS.2644,group01756
MEint2297.genome.CDS.2391,group00716
MEint2297.genome.CDS.2642,group01223
MEint2297.genome.CDS.2672,group03122
MEint2297.genome.CDS.2673,group00009
MEint2297.genome.CDS.2670,group00952
MEint2297.genome.CDS.2671,group00678
MEint2297.genome.CDS.2676,group00706
MEint2297.genome.CDS.2677,group00023
MEint2297.genome.CDS.2674,group00577
MEint2297.genome.CDS.2675,group00199
MEint2297.genome.CDS.2678,group01271
MEint2297.genome.CDS.2679,group01020
MEint2297.genome.CDS.2474,group00241
MEint2297.genome.CDS.2475,group00554
MEint2297.genome.CDS.2476,group00536
MEint2297.genome.CDS.2477,group00906
MEint2297.genome.CDS.2470,group01475
MEint2297.genome.CDS.2471,group01164
MEint2297.genome.CDS.2472,group01146
MEint2297.genome.CDS.2473,group00223
MEint2297.genome.CDS.2225,group01295
MEint2297.genome.CDS.2479,group00283
MEint2297.genome.CDS.2498,group01019
MEint2297.genome.CDS.2499,group00927
MEint2297.genome.CDS.2224,group03106
MEint2297.genome.CDS.2492,group01066
MEint2297.genome.CDS.2493,group00142
MEint2297.genome.CDS.2490,group01016
MEint2297.genome.CDS.2491,group00539
MEint2297.genome.CDS.2496,group00971
MEint2297.genome.CDS.2497,group00926
MEint2297.genome.CDS.2494,group00967
MEint2297.genome.CDS.2495,group00968
MEint2297.genome.CDS.2016,group00326
MEint2297.genome.CDS.2017,group00445
MEint2297.genome.CDS.2014,group00492
MEint2297.genome.CDS.2015,group00404
MEint2297.genome.CDS.2012,group01632
MEint2297.genome.CDS.2013,group00461
MEint2297.genome.CDS.2010,group02257
MEint2297.genome.CDS.2011,group02680
MEint2297.genome.CDS.2018,group00268
MEint2297.genome.CDS.2019,group00564
MEint2297.genome.CDS.115,group00459
MEint2297.genome.CDS.2566,group03115
MEint2297.genome.CDS.1940,group01063
MEint2297.genome.CDS.1943,group01213
MEint2297.genome.CDS.2708,group00055
MEint2297.genome.CDS.1942,group01212
MEint2297.genome.CDS.2702,group00198
MEint2297.genome.CDS.2703,group00419
MEint2297.genome.CDS.2700,group00175
MEint2297.genome.CDS.2701,group00091
MEint2297.genome.CDS.2706,group03125
MEint2297.genome.CDS.2707,group00093
MEint2297.genome.CDS.2704,group00148
MEint2297.genome.CDS.2563,group03116
MEint2297.genome.CDS.2560,group00284
MEint2297.genome.CDS.2561,group00382
MEint2297.genome.CDS.1736,group00358
MEint2297.genome.CDS.1737,group00754
MEint2297.genome.CDS.1734,group00449
MEint2297.genome.CDS.1735,group00448
MEint2297.genome.CDS.1732,group00348
MEint2297.genome.CDS.1733,group00387
MEint2297.genome.CDS.1730,group00058
MEint2297.genome.CDS.1731,group00137
MEint2297.genome.CDS.1738,group00315
MEint2297.genome.CDS.1739,group00359
MEint2297.genome.CDS.1602,group00041
MEint2297.genome.CDS.1603,group00085
MEint2297.genome.CDS.1600,group00757
MEint2297.genome.CDS.1601,group00166
MEint2297.genome.CDS.1606,group00101
MEint2297.genome.CDS.1607,group00196
MEint2297.genome.CDS.1604,group00019
MEint2297.genome.CDS.1605,group00077
MEint2297.genome.CDS.1608,group00295
MEint2297.genome.CDS.1609,group00334
MEint2297.genome.CDS.592,group00032
MEint2297.genome.CDS.1428,group00423
MEint2297.genome.CDS.1429,group00585
MEint2297.genome.CDS.1422,group00008
MEint2297.genome.CDS.1423,group00465
MEint2297.genome.CDS.1420,group00446
MEint2297.genome.CDS.1421,group01169
MEint2297.genome.CDS.1427,group00588
MEint2297.genome.CDS.1424,group00447
MEint2297.genome.CDS.1425,group00466
MEint2297.genome.CDS.2353,group00100
MEint2297.genome.CDS.2412,group01305
MEint2297.genome.CDS.2413,group02047
MEint2297.genome.CDS.2142,group00538
MEint2297.genome.CDS.2411,group02681
MEint2297.genome.CDS.2144,group00930
MEint2297.genome.CDS.2417,group01411
MEint2297.genome.CDS.2414,group02658
MEint2297.genome.CDS.2415,group00859
MEint2297.genome.CDS.2243,group00537
MEint2297.genome.CDS.2242,group01769
MEint2297.genome.CDS.2241,group01436
MEint2297.genome.CDS.2240,group01569
MEint2297.genome.CDS.2247,group01898
MEint2297.genome.CDS.1939,group00574
MEint2297.genome.CDS.2245,group02825
MEint2297.genome.CDS.1934,group01029
MEint2297.genome.CDS.1935,group00025
MEint2297.genome.CDS.1936,group00888
MEint2297.genome.CDS.1937,group00308
MEint2297.genome.CDS.1930,group00998
MEint2297.genome.CDS.1931,group00355
MEint2297.genome.CDS.1932,group00277
MEint2297.genome.CDS.1933,group00370
MEint2297.genome.CDS.2395,group00866
MEint2297.genome.CDS.2394,group01695
MEint2297.genome.CDS.2645,group00294
MEint2297.genome.CDS.2396,group01774
MEint2297.genome.CDS.2643,group01246
MEint2297.genome.CDS.2390,group03112
MEint2297.genome.CDS.2641,group00891
MEint2297.genome.CDS.2640,group00728
MEint2297.genome.CDS.2399,group01723
MEint2297.genome.CDS.2398,group01609
MEint2297.genome.CDS.2649,group00145
MEint2297.genome.CDS.2648,group01004
MEint2297.genome.CDS.966,group03109
MEint2297.genome.CDS.2029,group01124
MEint2297.genome.CDS.2028,group00838
MEint2297.genome.CDS.2023,group00720
MEint2297.genome.CDS.2022,group00837
MEint2297.genome.CDS.2021,group00565
MEint2297.genome.CDS.2020,group01045
MEint2297.genome.CDS.2027,group00021
MEint2297.genome.CDS.2026,group03097
MEint2297.genome.CDS.2025,group00584
MEint2297.genome.CDS.2024,group00519
MEint2297.genome.CDS.2739,group00140
MEint2297.genome.CDS.2738,group00026
MEint2297.genome.CDS.2737,group00203
MEint2297.genome.CDS.2736,group03129
MEint2297.genome.CDS.2735,group00038
MEint2297.genome.CDS.2734,group00529
MEint2297.genome.CDS.2733,group00605
MEint2297.genome.CDS.2732,group00660
MEint2297.genome.CDS.2731,group00573
MEint2297.genome.CDS.2730,group01006
MEint2297.genome.CDS.1637,group00277
MEint2297.genome.CDS.1636,group00355
MEint2297.genome.CDS.1635,group00998
MEint2297.genome.CDS.1634,group00703
MEint2297.genome.CDS.1633,group00677
MEint2297.genome.CDS.1632,group00276
MEint2297.genome.CDS.1631,group00970
MEint2297.genome.CDS.1630,group01199
MEint2297.genome.CDS.1639,group01569
MEint2297.genome.CDS.1638,group01569
MEint2297.genome.CDS.1387,group00882
MEint2297.genome.CDS.1386,group00444
MEint2297.genome.CDS.1385,group00892
MEint2297.genome.CDS.1384,group00227
MEint2297.genome.CDS.1383,group00297
MEint2297.genome.CDS.1382,group00412
MEint2297.genome.CDS.1381,group00296
MEint2297.genome.CDS.1380,group00366
MEint2297.genome.CDS.1389,group00063
MEint2297.genome.CDS.1388,group00048
MEint2297.genome.CDS.1419,group00633
MEint2297.genome.CDS.1418,group00344
MEint2297.genome.CDS.1417,group00304
MEint2297.genome.CDS.1416,group00422
MEint2297.genome.CDS.1415,group00530
MEint2297.genome.CDS.1414,group01616
MEint2297.genome.CDS.1413,group01473
MEint2297.genome.CDS.1412,group01251
MEint2297.genome.CDS.1411,group01130
MEint2297.genome.CDS.1410,group03096
MEint2297.genome.CDS.1258,group01327
MEint2297.genome.CDS.1709,group03092
MEint2297.genome.CDS.1708,group00016
MEint2297.genome.CDS.1703,group00141
MEint2297.genome.CDS.1702,group01165
MEint2297.genome.CDS.1701,group00379
MEint2297.genome.CDS.1700,group01382
MEint2297.genome.CDS.1707,group00004
MEint2297.genome.CDS.1706,group00516
MEint2297.genome.CDS.1705,group00634
MEint2297.genome.CDS.1704,group00737
MEint2297.genome.CDS.2342,group00389
MEint2297.genome.CDS.2343,group00431
MEint2297.genome.CDS.2340,group00318
MEint2297.genome.CDS.2341,group00426
MEint2297.genome.CDS.2346,group00717
MEint2297.genome.CDS.2611,group00511
MEint2297.genome.CDS.1859,group01461
MEint2297.genome.CDS.2613,group00103
MEint2297.genome.CDS.2348,group00271
MEint2297.genome.CDS.2349,group00675
MEint2297.genome.CDS.1853,group00410
MEint2297.genome.CDS.1852,group00718
MEint2297.genome.CDS.2254,group02065
MEint2297.genome.CDS.2255,group01173
MEint2297.genome.CDS.2256,group00356
MEint2297.genome.CDS.2257,group00352
MEint2297.genome.CDS.2250,group00000
MEint2297.genome.CDS.2251,group02445
MEint2297.genome.CDS.2252,group02257
MEint2297.genome.CDS.2253,group02066
MEint2297.genome.CDS.2258,group01484
MEint2297.genome.CDS.2259,group02515
MEint2297.genome.CDS.2386,group01410
MEint2297.genome.CDS.2387,group00261
MEint2297.genome.CDS.2384,group01586
MEint2297.genome.CDS.2385,group01534
MEint2297.genome.CDS.2382,group01345
MEint2297.genome.CDS.2383,group01022
MEint2297.genome.CDS.2380,group01479
MEint2297.genome.CDS.2381,group01333
MEint2297.genome.CDS.2388,group02140
MEint2297.genome.CDS.2389,group00181
MEint2297.genome.CDS.2658,group00248
MEint2297.genome.CDS.2659,group00398
MEint2297.genome.CDS.2650,group00172
MEint2297.genome.CDS.2651,group00115
MEint2297.genome.CDS.2652,group00122
MEint2297.genome.CDS.2653,group00098
MEint2297.genome.CDS.2654,group00097
MEint2297.genome.CDS.2655,group00062
MEint2297.genome.CDS.2656,group00072
MEint2297.genome.CDS.2657,group00985
MEint2297.genome.CDS.2038,group00511
MEint2297.genome.CDS.2039,group00209
MEint2297.genome.CDS.2034,group00462
MEint2297.genome.CDS.2035,group00298
MEint2297.genome.CDS.2036,group00008
MEint2297.genome.CDS.2037,group00171
MEint2297.genome.CDS.2030,group01605
MEint2297.genome.CDS.2031,group01615
MEint2297.genome.CDS.2032,group01052
MEint2297.genome.CDS.2033,group03098
MEint2297.genome.CDS.139,group03117
MEint2297.genome.CDS.2721,group00705
MEint2297.genome.CDS.2722,group00810
MEint2297.genome.CDS.2723,group00704
MEint2297.genome.CDS.2724,group03130
MEint2297.genome.CDS.2725,group00214
MEint2297.genome.CDS.2726,group00280
MEint2297.genome.CDS.2727,group00409
MEint2297.genome.CDS.2728,group00216
MEint2297.genome.CDS.2729,group00863
MEint2297.genome.CDS.1398,group00309
MEint2297.genome.CDS.1399,group00274
MEint2297.genome.CDS.1390,group00082
MEint2297.genome.CDS.1391,group00150
MEint2297.genome.CDS.1392,group00129
MEint2297.genome.CDS.1393,group00976
MEint2297.genome.CDS.1394,group00095
MEint2297.genome.CDS.1395,group00151
MEint2297.genome.CDS.1396,group00208
MEint2297.genome.CDS.1397,group00273
MEint2297.genome.CDS.1628,group00064
MEint2297.genome.CDS.1629,group01235
MEint2297.genome.CDS.1620,group00143
MEint2297.genome.CDS.1621,group00571
MEint2297.genome.CDS.1622,group00456
MEint2297.genome.CDS.1624,group00189
MEint2297.genome.CDS.1625,group00047
MEint2297.genome.CDS.1626,group00068
MEint2297.genome.CDS.1400,group00121
MEint2297.genome.CDS.1401,group00157
MEint2297.genome.CDS.1402,group00158
MEint2297.genome.CDS.1403,group03085
MEint2297.genome.CDS.1404,group00867
MEint2297.genome.CDS.1405,group00162
MEint2297.genome.CDS.1406,group00858
MEint2297.genome.CDS.1407,group00313
MEint2297.genome.CDS.1408,group00659
MEint2297.genome.CDS.1409,group00314
MEint2297.genome.CDS.1718,group00729
MEint2297.genome.CDS.1719,group00207
MEint2297.genome.CDS.1714,group02358
MEint2297.genome.CDS.1715,group00236
MEint2297.genome.CDS.1716,group00761
MEint2297.genome.CDS.1717,group00933
MEint2297.genome.CDS.1710,group00433
MEint2297.genome.CDS.1711,group01282
MEint2297.genome.CDS.1712,group02161
MEint2297.genome.CDS.1713,group01590
MEint2297.genome.CDS.1808,group00290
MEint2297.genome.CDS.1809,group01139
MEint2297.genome.CDS.2339,group00477
MEint2297.genome.CDS.2338,group00655
MEint2297.genome.CDS.2629,group00646
MEint2297.genome.CDS.2628,group00135
MEint2297.genome.CDS.908,group00009
MEint2297.genome.CDS.2624,group03118
MEint2297.genome.CDS.2627,group01028
MEint2297.genome.CDS.2626,group00978
MEint2297.genome.CDS.2621,group00174
MEint2297.genome.CDS.2620,group00285
MEint2297.genome.CDS.2623,group00281
MEint2297.genome.CDS.2622,group01017
MEint2297.genome.CDS.2531,group00048
MEint2297.genome.CDS.2530,group00753
MEint2297.genome.CDS.2533,group00082
MEint2297.genome.CDS.2532,group00063
MEint2297.genome.CDS.2535,group00129
MEint2297.genome.CDS.2534,group00150
MEint2297.genome.CDS.2289,group00017
MEint2297.genome.CDS.2288,group00747
MEint2297.genome.CDS.2287,group00042
MEint2297.genome.CDS.2538,group00151
MEint2297.genome.CDS.2285,group00745
MEint2297.genome.CDS.2284,group00952
MEint2297.genome.CDS.2283,group00678
MEint2297.genome.CDS.2282,group02132
MEint2297.genome.CDS.2280,group00577
MEint2297.genome.CDS.2751,group01201
MEint2297.genome.CDS.2750,group01244
MEint2297.genome.CDS.2753,group00181
MEint2297.genome.CDS.2752,group01181
MEint2297.genome.CDS.1659,group00568
MEint2297.genome.CDS.1658,group00003
MEint2297.genome.CDS.1655,group02823
MEint2297.genome.CDS.1654,group01414
MEint2297.genome.CDS.1657,group03086
MEint2297.genome.CDS.1656,group03087
MEint2297.genome.CDS.1651,group02377
MEint2297.genome.CDS.1650,group01995
MEint2297.genome.CDS.1653,group03088
MEint2297.genome.CDS.1652,group01580
MEint2297.genome.CDS.1475,group00237
MEint2297.genome.CDS.1474,group00322
MEint2297.genome.CDS.1477,group01232
MEint2297.genome.CDS.1471,group00128
MEint2297.genome.CDS.1470,group00890
MEint2297.genome.CDS.1473,group00279
MEint2297.genome.CDS.1472,group00924
MEint2297.genome.CDS.1479,group00287
MEint2297.genome.CDS.1478,group00220
MEint2297.genome.CDS.1509,group01825
MEint2297.genome.CDS.1508,group01676
MEint2297.genome.CDS.1501,group00631
MEint2297.genome.CDS.1500,group00683
MEint2297.genome.CDS.1502,group00910
MEint2297.genome.CDS.1505,group00536
MEint2297.genome.CDS.1504,group00941
MEint2297.genome.CDS.1507,group01317
MEint2297.genome.CDS.1506,group01807
MEint2297.genome.CDS.1893,group01760
MEint2297.genome.CDS.1892,group00478
MEint2297.genome.CDS.1891,group00572
MEint2297.genome.CDS.1897,group00123
MEint2297.genome.CDS.1896,group00948
MEint2297.genome.CDS.1895,group01042
MEint2297.genome.CDS.1894,group01148
MEint2297.genome.CDS.1899,group00229
MEint2297.genome.CDS.2207,group00114
MEint2297.genome.CDS.2206,group00578
MEint2297.genome.CDS.2205,group00654
MEint2297.genome.CDS.1973,group00368
MEint2297.genome.CDS.2203,group00455
MEint2297.genome.CDS.1975,group00645
MEint2297.genome.CDS.1976,group00639
MEint2297.genome.CDS.2200,group00226
MEint2297.genome.CDS.1871,group01741
MEint2297.genome.CDS.2637,group00576
MEint2297.genome.CDS.1873,group00903
MEint2297.genome.CDS.2635,group01279
MEint2297.genome.CDS.1875,group00972
MEint2297.genome.CDS.2633,group00587
MEint2297.genome.CDS.1879,group01097
MEint2297.genome.CDS.1878,group00430
MEint2297.genome.CDS.1877,group00144
MEint2297.genome.CDS.2638,group01036
MEint2297.genome.CDS.2639,group00770
MEint2297.genome.CDS.2636,group00113
MEint2297.genome.CDS.1870,group01044
MEint2297.genome.CDS.2634,group03121
MEint2297.genome.CDS.1872,group00294
MEint2297.genome.CDS.2632,group00854
MEint2297.genome.CDS.1874,group00877
MEint2297.genome.CDS.2630,group00234
MEint2297.genome.CDS.2631,group00305
