TBepi2057.genome.CDS.1399,group01349
TBepi2057.genome.CDS.1324,group00590
TBepi2057.genome.CDS.1325,group01001
TBepi2057.genome.CDS.1326,group00668
TBepi2057.genome.CDS.1327,group00956
TBepi2057.genome.CDS.1698,group00660
TBepi2057.genome.CDS.1699,group00573
TBepi2057.genome.CDS.1691,group00746
TBepi2057.genome.CDS.1692,group00745
TBepi2057.genome.CDS.1693,group02598
TBepi2057.genome.CDS.1694,group01816
TBepi2057.genome.CDS.1695,group00729
TBepi2057.genome.CDS.1696,group01423
TBepi2057.genome.CDS.1697,group00605
TBepi2057.genome.CDS.1100,group00290
TBepi2057.genome.CDS.1268,group00080
TBepi2057.genome.CDS.1102,group00964
TBepi2057.genome.CDS.1103,group00722
TBepi2057.genome.CDS.1104,group00811
TBepi2057.genome.CDS.1105,group00880
TBepi2057.genome.CDS.1106,group00441
TBepi2057.genome.CDS.1107,group00331
TBepi2057.genome.CDS.1108,group00332
TBepi2057.genome.CDS.1260,group00200
TBepi2057.genome.CDS.1263,group00413
TBepi2057.genome.CDS.1262,group00414
TBepi2057.genome.CDS.1265,group00856
TBepi2057.genome.CDS.1264,group00823
TBepi2057.genome.CDS.1277,group01189
TBepi2057.genome.CDS.787,group00201
TBepi2057.genome.CDS.1069,group00318
TBepi2057.genome.CDS.1068,group01195
TBepi2057.genome.CDS.1722,group00717
TBepi2057.genome.CDS.1063,group00218
TBepi2057.genome.CDS.1926,group00950
TBepi2057.genome.CDS.1061,group00249
TBepi2057.genome.CDS.1060,group00354
TBepi2057.genome.CDS.1067,group00477
TBepi2057.genome.CDS.1066,group00655
TBepi2057.genome.CDS.1065,group01093
TBepi2057.genome.CDS.1538,group00430
TBepi2057.genome.CDS.1924,group00917
TBepi2057.genome.CDS.1633,group00561
TBepi2057.genome.CDS.1433,group00924
TBepi2057.genome.CDS.1537,group01289
TBepi2057.genome.CDS.1206,group00321
TBepi2057.genome.CDS.1536,group01024
TBepi2057.genome.CDS.1661,group00301
TBepi2057.genome.CDS.716,group01930
TBepi2057.genome.CDS.1438,group00565
TBepi2057.genome.CDS.304,group00364
TBepi2057.genome.CDS.305,group02343
TBepi2057.genome.CDS.1226,group01022
TBepi2057.genome.CDS.1667,group00961
TBepi2057.genome.CDS.1386,group00735
TBepi2057.genome.CDS.1748,group00499
TBepi2057.genome.CDS.1387,group00343
TBepi2057.genome.CDS.1562,group00713
TBepi2057.genome.CDS.1563,group00153
TBepi2057.genome.CDS.1560,group00112
TBepi2057.genome.CDS.1561,group00661
TBepi2057.genome.CDS.1566,group00241
TBepi2057.genome.CDS.1567,group00554
TBepi2057.genome.CDS.1564,group03143
TBepi2057.genome.CDS.1565,group00223
TBepi2057.genome.CDS.1568,group00693
TBepi2057.genome.CDS.1569,group00633
TBepi2057.genome.CDS.1662,group00051
TBepi2057.genome.CDS.1593,group00309
TBepi2057.genome.CDS.1169,group00870
TBepi2057.genome.CDS.1749,group00547
TBepi2057.genome.CDS.1922,group00914
TBepi2057.genome.CDS.1968,group00010
TBepi2057.genome.CDS.1969,group03167
TBepi2057.genome.CDS.1966,group03168
TBepi2057.genome.CDS.1967,group00541
TBepi2057.genome.CDS.1964,group01158
TBepi2057.genome.CDS.1965,group00539
TBepi2057.genome.CDS.1962,group01091
TBepi2057.genome.CDS.1963,group00925
TBepi2057.genome.CDS.1960,group00652
TBepi2057.genome.CDS.1961,group00826
TBepi2057.genome.CDS.1496,group00077
TBepi2057.genome.CDS.1497,group00019
TBepi2057.genome.CDS.1494,group00101
TBepi2057.genome.CDS.1495,group01062
TBepi2057.genome.CDS.992,group00434
TBepi2057.genome.CDS.1493,group00234
TBepi2057.genome.CDS.1490,group01645
TBepi2057.genome.CDS.1491,group00854
TBepi2057.genome.CDS.1682,group00507
TBepi2057.genome.CDS.1923,group00017
TBepi2057.genome.CDS.1498,group00085
TBepi2057.genome.CDS.1499,group00041
TBepi2057.genome.CDS.1311,group00076
TBepi2057.genome.CDS.1310,group00185
TBepi2057.genome.CDS.1704,group00122
TBepi2057.genome.CDS.1705,group00098
TBepi2057.genome.CDS.1702,group00216
TBepi2057.genome.CDS.1314,group03136
TBepi2057.genome.CDS.1700,group00863
TBepi2057.genome.CDS.1316,group00251
TBepi2057.genome.CDS.1319,group00753
TBepi2057.genome.CDS.1318,group00442
TBepi2057.genome.CDS.1176,group00263
TBepi2057.genome.CDS.1630,group00624
TBepi2057.genome.CDS.1708,group00072
TBepi2057.genome.CDS.1709,group02714
TBepi2057.genome.CDS.1812,group00145
TBepi2057.genome.CDS.1813,group01004
TBepi2057.genome.CDS.1810,group03156
TBepi2057.genome.CDS.1367,group00202
TBepi2057.genome.CDS.1816,group00312
TBepi2057.genome.CDS.1817,group00458
TBepi2057.genome.CDS.1814,group00244
TBepi2057.genome.CDS.1363,group00999
TBepi2057.genome.CDS.1405,group00224
TBepi2057.genome.CDS.1404,group00983
TBepi2057.genome.CDS.1818,group03157
TBepi2057.genome.CDS.1819,group00299
TBepi2057.genome.CDS.1401,group01448
TBepi2057.genome.CDS.1400,group01789
TBepi2057.genome.CDS.1403,group00748
TBepi2057.genome.CDS.1402,group00954
TBepi2057.genome.CDS.1799,group00136
TBepi2057.genome.CDS.1142,group02406
TBepi2057.genome.CDS.1794,group01003
TBepi2057.genome.CDS.1797,group00257
TBepi2057.genome.CDS.1796,group03153
TBepi2057.genome.CDS.1791,group01302
TBepi2057.genome.CDS.1790,group00973
TBepi2057.genome.CDS.1793,group00096
TBepi2057.genome.CDS.1792,group00815
TBepi2057.genome.CDS.1225,group00236
TBepi2057.genome.CDS.1224,group01237
TBepi2057.genome.CDS.1227,group01892
TBepi2057.genome.CDS.1389,group00798
TBepi2057.genome.CDS.1221,group01014
TBepi2057.genome.CDS.1220,group00217
TBepi2057.genome.CDS.1223,group01154
TBepi2057.genome.CDS.1222,group00718
TBepi2057.genome.CDS.1382,group00608
TBepi2057.genome.CDS.1383,group00810
TBepi2057.genome.CDS.1380,group00551
TBepi2057.genome.CDS.1381,group00710
TBepi2057.genome.CDS.1229,group00707
TBepi2057.genome.CDS.1408,group00814
TBepi2057.genome.CDS.1384,group00704
TBepi2057.genome.CDS.1385,group00475
TBepi2057.genome.CDS.1638,group00563
TBepi2057.genome.CDS.1639,group00324
TBepi2057.genome.CDS.1148,group01353
TBepi2057.genome.CDS.1149,group01324
TBepi2057.genome.CDS.275,group00648
TBepi2057.genome.CDS.1144,group00647
TBepi2057.genome.CDS.1145,group00424
TBepi2057.genome.CDS.1146,group00679
TBepi2057.genome.CDS.1631,group00625
TBepi2057.genome.CDS.1636,group00714
TBepi2057.genome.CDS.1141,group01084
TBepi2057.genome.CDS.1634,group00161
TBepi2057.genome.CDS.1635,group00768
TBepi2057.genome.CDS.975,group00677
TBepi2057.genome.CDS.974,group00276
TBepi2057.genome.CDS.977,group00277
TBepi2057.genome.CDS.976,group00998
TBepi2057.genome.CDS.971,group00189
TBepi2057.genome.CDS.970,group00476
TBepi2057.genome.CDS.973,group00068
TBepi2057.genome.CDS.972,group00047
TBepi2057.genome.CDS.1878,group01429
TBepi2057.genome.CDS.979,group01029
TBepi2057.genome.CDS.978,group00370
TBepi2057.genome.CDS.1879,group01429
TBepi2057.genome.CDS.1666,group00768
TBepi2057.genome.CDS.1548,group01061
TBepi2057.genome.CDS.1218,group00320
TBepi2057.genome.CDS.1660,group00177
TBepi2057.genome.CDS.1030,group00060
TBepi2057.genome.CDS.1031,group00060
TBepi2057.genome.CDS.999,group01136
TBepi2057.genome.CDS.1033,group00905
TBepi2057.genome.CDS.1927,group01253
TBepi2057.genome.CDS.1191,group00423
TBepi2057.genome.CDS.1036,group00226
TBepi2057.genome.CDS.1037,group00750
TBepi2057.genome.CDS.993,group00537
TBepi2057.genome.CDS.1039,group00654
TBepi2057.genome.CDS.991,group00787
TBepi2057.genome.CDS.1132,group03160
TBepi2057.genome.CDS.1135,group00897
TBepi2057.genome.CDS.1134,group00010
TBepi2057.genome.CDS.1137,group00027
TBepi2057.genome.CDS.994,group01261
TBepi2057.genome.CDS.1742,group00258
TBepi2057.genome.CDS.1215,group00535
TBepi2057.genome.CDS.1216,group00184
TBepi2057.genome.CDS.1741,group00338
TBepi2057.genome.CDS.1210,group00470
TBepi2057.genome.CDS.1798,group00381
TBepi2057.genome.CDS.1668,group00931
TBepi2057.genome.CDS.1947,group00857
TBepi2057.genome.CDS.1744,group02011
TBepi2057.genome.CDS.1745,group00147
TBepi2057.genome.CDS.1328,group00751
TBepi2057.genome.CDS.1329,group03137
TBepi2057.genome.CDS.723,group00089
TBepi2057.genome.CDS.1004,group00967
TBepi2057.genome.CDS.1718,group00566
TBepi2057.genome.CDS.998,group00015
TBepi2057.genome.CDS.1628,group00509
TBepi2057.genome.CDS.377,group00628
TBepi2057.genome.CDS.1898,group00282
TBepi2057.genome.CDS.1583,group00995
TBepi2057.genome.CDS.1716,group00288
TBepi2057.genome.CDS.1746,group00111
TBepi2057.genome.CDS.1711,group02063
TBepi2057.genome.CDS.1322,group00784
TBepi2057.genome.CDS.1139,group00036
TBepi2057.genome.CDS.1323,group00730
TBepi2057.genome.CDS.1138,group00829
TBepi2057.genome.CDS.1032,group00152
TBepi2057.genome.CDS.1452,group00124
TBepi2057.genome.CDS.1453,group00156
TBepi2057.genome.CDS.1450,group00168
TBepi2057.genome.CDS.1983,group00267
TBepi2057.genome.CDS.1984,group00673
TBepi2057.genome.CDS.1985,group00902
TBepi2057.genome.CDS.1454,group00373
TBepi2057.genome.CDS.1987,group00227
TBepi2057.genome.CDS.1988,group00297
TBepi2057.genome.CDS.1592,group00274
TBepi2057.genome.CDS.1458,group00027
TBepi2057.genome.CDS.1459,group00240
TBepi2057.genome.CDS.1597,group00095
TBepi2057.genome.CDS.1596,group00151
TBepi2057.genome.CDS.1595,group00208
TBepi2057.genome.CDS.1035,group00497
TBepi2057.genome.CDS.1917,group00014
TBepi2057.genome.CDS.1916,group00676
TBepi2057.genome.CDS.1915,group01008
TBepi2057.genome.CDS.1891,group00039
TBepi2057.genome.CDS.1913,group01083
TBepi2057.genome.CDS.1912,group01021
TBepi2057.genome.CDS.1911,group00913
TBepi2057.genome.CDS.1529,group00234
TBepi2057.genome.CDS.1526,group00763
TBepi2057.genome.CDS.1527,group00662
TBepi2057.genome.CDS.1524,group00644
TBepi2057.genome.CDS.1525,group00615
TBepi2057.genome.CDS.1522,group00698
TBepi2057.genome.CDS.1520,group00906
TBepi2057.genome.CDS.1918,group00612
TBepi2057.genome.CDS.1038,group00455
TBepi2057.genome.CDS.1858,group00317
TBepi2057.genome.CDS.1859,group00109
TBepi2057.genome.CDS.1856,group00246
TBepi2057.genome.CDS.127,group00641
TBepi2057.genome.CDS.1854,group00548
TBepi2057.genome.CDS.1855,group00192
TBepi2057.genome.CDS.1852,group03159
TBepi2057.genome.CDS.1853,group00813
TBepi2057.genome.CDS.1850,group01498
TBepi2057.genome.CDS.1851,group01483
TBepi2057.genome.CDS.1478,group00211
TBepi2057.genome.CDS.990,group02025
TBepi2057.genome.CDS.1479,group00915
TBepi2057.genome.CDS.997,group00568
TBepi2057.genome.CDS.1803,group03155
TBepi2057.genome.CDS.996,group00073
TBepi2057.genome.CDS.1676,group00212
TBepi2057.genome.CDS.1677,group00443
TBepi2057.genome.CDS.1674,group01092
TBepi2057.genome.CDS.1675,group00403
TBepi2057.genome.CDS.1672,group00454
TBepi2057.genome.CDS.1673,group00840
TBepi2057.genome.CDS.1779,group01483
TBepi2057.genome.CDS.824,group00358
TBepi2057.genome.CDS.1777,group00094
TBepi2057.genome.CDS.1377,group00393
TBepi2057.genome.CDS.1775,group00081
TBepi2057.genome.CDS.1774,group00191
TBepi2057.genome.CDS.1773,group00142
TBepi2057.genome.CDS.1772,group03151
TBepi2057.genome.CDS.1678,group00272
TBepi2057.genome.CDS.1804,group01524
TBepi2057.genome.CDS.1294,group00117
TBepi2057.genome.CDS.1295,group00909
TBepi2057.genome.CDS.1296,group01080
TBepi2057.genome.CDS.1297,group00686
TBepi2057.genome.CDS.1359,group01168
TBepi2057.genome.CDS.1291,group00583
TBepi2057.genome.CDS.1292,group00684
TBepi2057.genome.CDS.1293,group00869
TBepi2057.genome.CDS.1355,group01134
TBepi2057.genome.CDS.1354,group01052
TBepi2057.genome.CDS.1357,group00357
TBepi2057.genome.CDS.1356,group03139
TBepi2057.genome.CDS.1298,group00910
TBepi2057.genome.CDS.1350,group00353
TBepi2057.genome.CDS.1353,group01381
TBepi2057.genome.CDS.1352,group01283
TBepi2057.genome.CDS.1470,group00350
TBepi2057.genome.CDS.1034,group00751
TBepi2057.genome.CDS.1471,group00267
TBepi2057.genome.CDS.1451,group00292
TBepi2057.genome.CDS.1379,group00617
TBepi2057.genome.CDS.1175,group01048
TBepi2057.genome.CDS.1174,group00390
TBepi2057.genome.CDS.1278,group00434
TBepi2057.genome.CDS.1279,group01208
TBepi2057.genome.CDS.1171,group01011
TBepi2057.genome.CDS.1170,group00752
TBepi2057.genome.CDS.1173,group00486
TBepi2057.genome.CDS.1172,group00397
TBepi2057.genome.CDS.1272,group01222
TBepi2057.genome.CDS.1273,group01131
TBepi2057.genome.CDS.1270,group00491
TBepi2057.genome.CDS.1271,group00379
TBepi2057.genome.CDS.1276,group01710
TBepi2057.genome.CDS.1178,group01217
TBepi2057.genome.CDS.1274,group01209
TBepi2057.genome.CDS.1275,group01058
TBepi2057.genome.CDS.1078,group00178
TBepi2057.genome.CDS.1079,group00302
TBepi2057.genome.CDS.1074,group00035
TBepi2057.genome.CDS.1076,group00582
TBepi2057.genome.CDS.1077,group00400
TBepi2057.genome.CDS.1070,group00426
TBepi2057.genome.CDS.1071,group00389
TBepi2057.genome.CDS.1072,group00431
TBepi2057.genome.CDS.1073,group00552
TBepi2057.genome.CDS.1188,group00493
TBepi2057.genome.CDS.1189,group00600
TBepi2057.genome.CDS.1180,group00912
TBepi2057.genome.CDS.1181,group00676
TBepi2057.genome.CDS.1182,group00867
TBepi2057.genome.CDS.1183,group00286
TBepi2057.genome.CDS.1184,group00107
TBepi2057.genome.CDS.1185,group00527
TBepi2057.genome.CDS.1186,group00556
TBepi2057.genome.CDS.1187,group00415
TBepi2057.genome.CDS.1261,group00235
TBepi2057.genome.CDS.1109,group00360
TBepi2057.genome.CDS.1009,group00927
TBepi2057.genome.CDS.1008,group01019
TBepi2057.genome.CDS.1549,group01051
TBepi2057.genome.CDS.1001,group01193
TBepi2057.genome.CDS.1000,group01015
TBepi2057.genome.CDS.1003,group01064
TBepi2057.genome.CDS.1002,group00990
TBepi2057.genome.CDS.1005,group00968
TBepi2057.genome.CDS.1933,group00199
TBepi2057.genome.CDS.1007,group00926
TBepi2057.genome.CDS.1006,group00971
TBepi2057.genome.CDS.1747,group03150
TBepi2057.genome.CDS.1932,group00577
TBepi2057.genome.CDS.1620,group00940
TBepi2057.genome.CDS.1935,group01258
TBepi2057.genome.CDS.1599,group00150
TBepi2057.genome.CDS.1266,group00488
TBepi2057.genome.CDS.1934,group00023
TBepi2057.genome.CDS.1425,group01010
TBepi2057.genome.CDS.1424,group00084
TBepi2057.genome.CDS.1540,group00432
TBepi2057.genome.CDS.1623,group00011
TBepi2057.genome.CDS.1414,group00131
TBepi2057.genome.CDS.1938,group00351
TBepi2057.genome.CDS.1588,group00388
TBepi2057.genome.CDS.1542,group01144
TBepi2057.genome.CDS.1589,group00157
