AAA278O22.genome.CDS.1833,group00711
AAA278O22.genome.CDS.1686,group01095
AAA278O22.genome.CDS.1687,group01369
AAA278O22.genome.CDS.1684,group00833
AAA278O22.genome.CDS.1685,group01137
AAA278O22.genome.CDS.510,group01265
AAA278O22.genome.CDS.1688,group02238
AAA278O22.genome.CDS.1689,group00500
AAA278O22.genome.CDS.2241,group00667
AAA278O22.genome.CDS.1923,group01030
AAA278O22.genome.CDS.1746,group04265
AAA278O22.genome.CDS.2240,group00874
AAA278O22.genome.CDS.1932,group01589
AAA278O22.genome.CDS.774,group01326
AAA278O22.genome.CDS.1571,group00070
AAA278O22.genome.CDS.2246,group00171
AAA278O22.genome.CDS.1592,group00254
AAA278O22.genome.CDS.1648,group01842
AAA278O22.genome.CDS.1593,group00094
AAA278O22.genome.CDS.1649,group01841
AAA278O22.genome.CDS.1590,group00191
AAA278O22.genome.CDS.1396,group04239
AAA278O22.genome.CDS.1714,group01447
AAA278O22.genome.CDS.1591,group00081
AAA278O22.genome.CDS.2358,group00763
AAA278O22.genome.CDS.1638,group00417
AAA278O22.genome.CDS.1637,group00739
AAA278O22.genome.CDS.1636,group01023
AAA278O22.genome.CDS.1635,group01108
AAA278O22.genome.CDS.1634,group01319
AAA278O22.genome.CDS.1633,group01512
AAA278O22.genome.CDS.1632,group00537
AAA278O22.genome.CDS.1631,group01084
AAA278O22.genome.CDS.1630,group00490
AAA278O22.genome.CDS.1241,group01363
AAA278O22.genome.CDS.1297,group00755
AAA278O22.genome.CDS.1710,group00849
AAA278O22.genome.CDS.1928,group01282
AAA278O22.genome.CDS.1595,group00759
AAA278O22.genome.CDS.1711,group00796
AAA278O22.genome.CDS.1224,group00027
AAA278O22.genome.CDS.1225,group01317
AAA278O22.genome.CDS.1226,group01577
AAA278O22.genome.CDS.1227,group01484
AAA278O22.genome.CDS.1220,group02127
AAA278O22.genome.CDS.1221,group01303
AAA278O22.genome.CDS.1222,group01587
AAA278O22.genome.CDS.1223,group01609
AAA278O22.genome.CDS.1931,group01210
AAA278O22.genome.CDS.1245,group00960
AAA278O22.genome.CDS.1228,group01797
AAA278O22.genome.CDS.1229,group01975
AAA278O22.genome.CDS.2338,group00016
AAA278O22.genome.CDS.1292,group01382
AAA278O22.genome.CDS.1434,group00602
AAA278O22.genome.CDS.1823,group00680
AAA278O22.genome.CDS.1509,group00781
AAA278O22.genome.CDS.2059,group00151
AAA278O22.genome.CDS.1443,group00927
AAA278O22.genome.CDS.1897,group00872
AAA278O22.genome.CDS.2331,group00274
AAA278O22.genome.CDS.1827,group00032
AAA278O22.genome.CDS.1318,group00374
AAA278O22.genome.CDS.1319,group00658
AAA278O22.genome.CDS.1973,group00404
AAA278O22.genome.CDS.1310,group02349
AAA278O22.genome.CDS.1311,group01574
AAA278O22.genome.CDS.1312,group00598
AAA278O22.genome.CDS.1313,group00710
AAA278O22.genome.CDS.1314,group00551
AAA278O22.genome.CDS.1315,group00617
AAA278O22.genome.CDS.1316,group00550
AAA278O22.genome.CDS.1317,group00393
AAA278O22.genome.CDS.2171,group00324
AAA278O22.genome.CDS.2170,group00701
AAA278O22.genome.CDS.2173,group01215
AAA278O22.genome.CDS.2172,group00563
AAA278O22.genome.CDS.2175,group00768
AAA278O22.genome.CDS.2335,group01082
AAA278O22.genome.CDS.2177,group00931
AAA278O22.genome.CDS.2176,group00961
AAA278O22.genome.CDS.2179,group00538
AAA278O22.genome.CDS.2178,group00727
AAA278O22.genome.CDS.1977,group00564
AAA278O22.genome.CDS.2281,group00562
AAA278O22.genome.CDS.1792,group01272
AAA278O22.genome.CDS.2104,group00353
AAA278O22.genome.CDS.2105,group00957
AAA278O22.genome.CDS.2106,group01214
AAA278O22.genome.CDS.2107,group01182
AAA278O22.genome.CDS.2100,group00406
AAA278O22.genome.CDS.2101,group01111
AAA278O22.genome.CDS.2102,group00481
AAA278O22.genome.CDS.2103,group00804
AAA278O22.genome.CDS.2108,group01202
AAA278O22.genome.CDS.2109,group00678
AAA278O22.genome.CDS.1703,group01185
AAA278O22.genome.CDS.1702,group01163
AAA278O22.genome.CDS.1253,group01107
AAA278O22.genome.CDS.1252,group01378
AAA278O22.genome.CDS.1707,group00690
AAA278O22.genome.CDS.1254,group00803
AAA278O22.genome.CDS.1257,group00648
AAA278O22.genome.CDS.1256,group00473
AAA278O22.genome.CDS.1259,group00604
AAA278O22.genome.CDS.1258,group00809
AAA278O22.genome.CDS.1709,group00007
AAA278O22.genome.CDS.2267,group00340
AAA278O22.genome.CDS.1290,group00434
AAA278O22.genome.CDS.2085,group01525
AAA278O22.genome.CDS.2084,group01368
AAA278O22.genome.CDS.2087,group00969
AAA278O22.genome.CDS.2086,group00451
AAA278O22.genome.CDS.2081,group00555
AAA278O22.genome.CDS.2080,group00018
AAA278O22.genome.CDS.2083,group01321
AAA278O22.genome.CDS.2082,group01367
AAA278O22.genome.CDS.1445,group00926
AAA278O22.genome.CDS.2089,group00586
AAA278O22.genome.CDS.1921,group00037
AAA278O22.genome.CDS.2315,group00839
AAA278O22.genome.CDS.2314,group02221
AAA278O22.genome.CDS.1482,group04249
AAA278O22.genome.CDS.1432,group00845
AAA278O22.genome.CDS.2311,group00026
AAA278O22.genome.CDS.1485,group00246
AAA278O22.genome.CDS.2313,group00794
AAA278O22.genome.CDS.2312,group00203
AAA278O22.genome.CDS.1488,group00317
AAA278O22.genome.CDS.1489,group00109
AAA278O22.genome.CDS.1891,group00844
AAA278O22.genome.CDS.1890,group00820
AAA278O22.genome.CDS.2319,group01165
AAA278O22.genome.CDS.1896,group00819
AAA278O22.genome.CDS.1895,group00895
AAA278O22.genome.CDS.1894,group00896
AAA278O22.genome.CDS.1417,group00435
AAA278O22.genome.CDS.1967,group00233
AAA278O22.genome.CDS.1415,group00560
AAA278O22.genome.CDS.1414,group01140
AAA278O22.genome.CDS.1413,group00767
AAA278O22.genome.CDS.1799,group00126
AAA278O22.genome.CDS.1411,group00805
AAA278O22.genome.CDS.2307,group00307
AAA278O22.genome.CDS.2070,group00788
AAA278O22.genome.CDS.1795,group00102
AAA278O22.genome.CDS.1824,group00679
AAA278O22.genome.CDS.1825,group00424
AAA278O22.genome.CDS.2074,group00650
AAA278O22.genome.CDS.2075,group00996
AAA278O22.genome.CDS.1419,group02049
AAA278O22.genome.CDS.2077,group00185
AAA278O22.genome.CDS.1840,group00177
AAA278O22.genome.CDS.1868,group00016
AAA278O22.genome.CDS.1964,group00359
AAA278O22.genome.CDS.1558,group00513
AAA278O22.genome.CDS.1559,group00168
AAA278O22.genome.CDS.1556,group00124
AAA278O22.genome.CDS.1557,group00292
AAA278O22.genome.CDS.1554,group00373
AAA278O22.genome.CDS.1555,group00156
AAA278O22.genome.CDS.1552,group00450
AAA278O22.genome.CDS.1553,group00204
AAA278O22.genome.CDS.1550,group00027
AAA278O22.genome.CDS.2303,group00468
AAA278O22.genome.CDS.1384,group01818
AAA278O22.genome.CDS.1953,group00300
AAA278O22.genome.CDS.2300,group00439
AAA278O22.genome.CDS.1844,group01007
AAA278O22.genome.CDS.2301,group00386
AAA278O22.genome.CDS.432,group00503
AAA278O22.genome.CDS.1389,group00928
AAA278O22.genome.CDS.1845,group00910
AAA278O22.genome.CDS.2229,group00220
AAA278O22.genome.CDS.2228,group01232
AAA278O22.genome.CDS.1381,group04243
AAA278O22.genome.CDS.1425,group00288
AAA278O22.genome.CDS.2221,group00890
AAA278O22.genome.CDS.2220,group00375
AAA278O22.genome.CDS.2223,group00924
AAA278O22.genome.CDS.2222,group00128
AAA278O22.genome.CDS.2225,group00322
AAA278O22.genome.CDS.2224,group00279
AAA278O22.genome.CDS.2227,group00459
AAA278O22.genome.CDS.2226,group00237
AAA278O22.genome.CDS.1170,group01475
AAA278O22.genome.CDS.1171,group00319
AAA278O22.genome.CDS.1172,group00583
AAA278O22.genome.CDS.1173,group00684
AAA278O22.genome.CDS.2258,group01017
AAA278O22.genome.CDS.1175,group04229
AAA278O22.genome.CDS.1177,group00693
AAA278O22.genome.CDS.2254,group00074
AAA278O22.genome.CDS.1179,group00464
AAA278O22.genome.CDS.2256,group00285
AAA278O22.genome.CDS.2257,group00174
AAA278O22.genome.CDS.2250,group00087
AAA278O22.genome.CDS.2251,group00039
AAA278O22.genome.CDS.2252,group00946
AAA278O22.genome.CDS.2253,group00801
AAA278O22.genome.CDS.1679,group01056
AAA278O22.genome.CDS.1821,group01353
AAA278O22.genome.CDS.1969,group00183
AAA278O22.genome.CDS.1673,group00868
AAA278O22.genome.CDS.1672,group01069
AAA278O22.genome.CDS.1671,group01384
AAA278O22.genome.CDS.1883,group00616
AAA278O22.genome.CDS.1677,group01779
AAA278O22.genome.CDS.1676,group01379
AAA278O22.genome.CDS.1674,group01170
AAA278O22.genome.CDS.1813,group02023
AAA278O22.genome.CDS.1812,group00368
AAA278O22.genome.CDS.1072,group00753
AAA278O22.genome.CDS.1811,group00401
AAA278O22.genome.CDS.1762,group00256
AAA278O22.genome.CDS.1817,group00682
AAA278O22.genome.CDS.2008,group00527
AAA278O22.genome.CDS.1857,group00316
AAA278O22.genome.CDS.1533,group00453
AAA278O22.genome.CDS.1815,group00365
AAA278O22.genome.CDS.2040,group00526
AAA278O22.genome.CDS.1766,group01240
AAA278O22.genome.CDS.1436,group01187
AAA278O22.genome.CDS.1855,group00014
AAA278O22.genome.CDS.1769,group02423
AAA278O22.genome.CDS.721,group01088
AAA278O22.genome.CDS.489,group02914
AAA278O22.genome.CDS.2004,group00600
AAA278O22.genome.CDS.1853,group00117
AAA278O22.genome.CDS.1765,group00543
AAA278O22.genome.CDS.486,group01564
AAA278O22.genome.CDS.2007,group00556
AAA278O22.genome.CDS.2044,group00366
AAA278O22.genome.CDS.1354,group00713
AAA278O22.genome.CDS.1355,group00153
AAA278O22.genome.CDS.1356,group00221
AAA278O22.genome.CDS.1357,group00228
AAA278O22.genome.CDS.1350,group00986
AAA278O22.genome.CDS.1218,group00434
AAA278O22.genome.CDS.1352,group00112
AAA278O22.genome.CDS.1353,group00661
AAA278O22.genome.CDS.1215,group00261
AAA278O22.genome.CDS.1214,group01962
AAA278O22.genome.CDS.1217,group00536
AAA278O22.genome.CDS.1216,group00536
AAA278O22.genome.CDS.1358,group00140
AAA278O22.genome.CDS.2289,group00217
AAA278O22.genome.CDS.1213,group00537
AAA278O22.genome.CDS.1212,group02644
AAA278O22.genome.CDS.2326,group00050
AAA278O22.genome.CDS.1905,group00920
AAA278O22.genome.CDS.2002,group00423
AAA278O22.genome.CDS.1563,group00075
AAA278O22.genome.CDS.1729,group00590
AAA278O22.genome.CDS.1409,group00917
AAA278O22.genome.CDS.1430,group00732
AAA278O22.genome.CDS.2288,group01014
AAA278O22.genome.CDS.2327,group00139
AAA278O22.genome.CDS.2255,group00893
AAA278O22.genome.CDS.1641,group00418
AAA278O22.genome.CDS.1393,group02802
AAA278O22.genome.CDS.1908,group00738
AAA278O22.genome.CDS.1728,group01001
AAA278O22.genome.CDS.949,group00338
AAA278O22.genome.CDS.2041,group00799
AAA278O22.genome.CDS.1856,group01126
AAA278O22.genome.CDS.2043,group00252
AAA278O22.genome.CDS.1854,group00612
AAA278O22.genome.CDS.2045,group00296
AAA278O22.genome.CDS.1852,group00909
AAA278O22.genome.CDS.2047,group00297
AAA278O22.genome.CDS.1850,group01080
AAA278O22.genome.CDS.2049,group00892
AAA278O22.genome.CDS.2048,group00227
AAA278O22.genome.CDS.1402,group01668
AAA278O22.genome.CDS.1859,group00495
AAA278O22.genome.CDS.1858,group00007
AAA278O22.genome.CDS.1286,group00198
AAA278O22.genome.CDS.1287,group00091
AAA278O22.genome.CDS.1284,group00148
AAA278O22.genome.CDS.2037,group00665
AAA278O22.genome.CDS.2030,group00722
AAA278O22.genome.CDS.2032,group00769
AAA278O22.genome.CDS.1280,group00046
AAA278O22.genome.CDS.2033,group00222
AAA278O22.genome.CDS.2135,group00482
AAA278O22.genome.CDS.2134,group01168
AAA278O22.genome.CDS.2137,group01248
AAA278O22.genome.CDS.2136,group00357
AAA278O22.genome.CDS.2038,group00553
AAA278O22.genome.CDS.2130,group00999
AAA278O22.genome.CDS.1288,group00175
AAA278O22.genome.CDS.1289,group01189
AAA278O22.genome.CDS.1758,group00903
AAA278O22.genome.CDS.1759,group00877
AAA278O22.genome.CDS.1323,group01024
AAA278O22.genome.CDS.1450,group01919
AAA278O22.genome.CDS.1325,group00396
AAA278O22.genome.CDS.1456,group01122
AAA278O22.genome.CDS.1455,group01748
AAA278O22.genome.CDS.1454,group01136
AAA278O22.genome.CDS.1329,group01028
AAA278O22.genome.CDS.1751,group01889
AAA278O22.genome.CDS.1752,group01875
AAA278O22.genome.CDS.1458,group00015
AAA278O22.genome.CDS.1754,group01876
AAA278O22.genome.CDS.1755,group00897
AAA278O22.genome.CDS.1756,group01385
AAA278O22.genome.CDS.1757,group02865
AAA278O22.genome.CDS.1343,group00891
AAA278O22.genome.CDS.1601,group00539
AAA278O22.genome.CDS.1269,group00380
AAA278O22.genome.CDS.2131,group00363
AAA278O22.genome.CDS.2039,group00965
AAA278O22.genome.CDS.2265,group04232
AAA278O22.genome.CDS.2264,group00216
AAA278O22.genome.CDS.2348,group04251
AAA278O22.genome.CDS.2266,group04234
AAA278O22.genome.CDS.2261,group00280
AAA278O22.genome.CDS.2260,group00214
AAA278O22.genome.CDS.2263,group01315
AAA278O22.genome.CDS.2262,group00409
AAA278O22.genome.CDS.2342,group00057
AAA278O22.genome.CDS.2343,group00379
AAA278O22.genome.CDS.2340,group00299
AAA278O22.genome.CDS.2341,group00106
AAA278O22.genome.CDS.2269,group00011
AAA278O22.genome.CDS.2268,group00807
AAA278O22.genome.CDS.2344,group04250
AAA278O22.genome.CDS.2345,group00356
AAA278O22.genome.CDS.1527,group01093
AAA278O22.genome.CDS.1526,group00655
AAA278O22.genome.CDS.1525,group00477
AAA278O22.genome.CDS.1524,group00318
AAA278O22.genome.CDS.1523,group00426
AAA278O22.genome.CDS.1522,group00389
AAA278O22.genome.CDS.1918,group00669
AAA278O22.genome.CDS.1919,group00643
AAA278O22.genome.CDS.1916,group00666
AAA278O22.genome.CDS.1917,group00800
AAA278O22.genome.CDS.1914,group00557
AAA278O22.genome.CDS.1915,group00771
AAA278O22.genome.CDS.1912,group01241
AAA278O22.genome.CDS.1913,group00558
AAA278O22.genome.CDS.1529,group00218
AAA278O22.genome.CDS.1528,group00607
AAA278O22.genome.CDS.2298,group00059
AAA278O22.genome.CDS.2299,group01009
AAA278O22.genome.CDS.1322,group00345
AAA278O22.genome.CDS.2036,group00640
AAA278O22.genome.CDS.2290,group00206
AAA278O22.genome.CDS.1457,group01204
AAA278O22.genome.CDS.2292,group01752
AAA278O22.genome.CDS.2293,group00184
AAA278O22.genome.CDS.2294,group00535
AAA278O22.genome.CDS.2295,group00106
AAA278O22.genome.CDS.2296,group00104
AAA278O22.genome.CDS.1324,group00929
AAA278O22.genome.CDS.1348,group01110
AAA278O22.genome.CDS.1327,group00817
AAA278O22.genome.CDS.767,group01057
AAA278O22.genome.CDS.1326,group00955
AAA278O22.genome.CDS.1398,group04237
AAA278O22.genome.CDS.99,group01092
AAA278O22.genome.CDS.1750,group01531
AAA278O22.genome.CDS.1870,group00342
AAA278O22.genome.CDS.1328,group00978
AAA278O22.genome.CDS.1459,group01816
AAA278O22.genome.CDS.1620,group02746
AAA278O22.genome.CDS.1621,group00463
AAA278O22.genome.CDS.1622,group00520
AAA278O22.genome.CDS.1753,group01352
AAA278O22.genome.CDS.1624,group00427
AAA278O22.genome.CDS.1625,group00469
AAA278O22.genome.CDS.1626,group00733
AAA278O22.genome.CDS.1627,group00489
AAA278O22.genome.CDS.1628,group01397
AAA278O22.genome.CDS.1629,group01437
AAA278O22.genome.CDS.2046,group00412
AAA278O22.genome.CDS.1166,group00554
AAA278O22.genome.CDS.348,group00131
AAA278O22.genome.CDS.1210,group02473
AAA278O22.genome.CDS.2031,group00964
AAA278O22.genome.CDS.2006,group00415
AAA278O22.genome.CDS.1501,group00992
AAA278O22.genome.CDS.1293,group00033
AAA278O22.genome.CDS.1480,group00966
AAA278O22.genome.CDS.1581,group00937
AAA278O22.genome.CDS.2233,group00442
AAA278O22.genome.CDS.2230,group00287
AAA278O22.genome.CDS.1251,group01402
AAA278O22.genome.CDS.2231,group00251
AAA278O22.genome.CDS.1250,group00242
AAA278O22.genome.CDS.1585,group00832
AAA278O22.genome.CDS.1701,group00400
AAA278O22.genome.CDS.2237,group00784
AAA278O22.genome.CDS.1720,group01571
AAA278O22.genome.CDS.1700,group00582
AAA278O22.genome.CDS.1255,group00997
AAA278O22.genome.CDS.1586,group00253
AAA278O22.genome.CDS.1706,group00641
AAA278O22.genome.CDS.1369,group00434
AAA278O22.genome.CDS.1368,group01990
AAA278O22.genome.CDS.2208,group00321
AAA278O22.genome.CDS.1364,group02216
AAA278O22.genome.CDS.1367,group02435
AAA278O22.genome.CDS.1366,group01159
AAA278O22.genome.CDS.1361,group00036
AAA278O22.genome.CDS.1360,group01245
AAA278O22.genome.CDS.1363,group01200
AAA278O22.genome.CDS.1362,group01946
AAA278O22.genome.CDS.2162,group00210
AAA278O22.genome.CDS.2163,group00783
AAA278O22.genome.CDS.2160,group00632
AAA278O22.genome.CDS.2161,group00278
AAA278O22.genome.CDS.2166,group00391
AAA278O22.genome.CDS.2167,group00797
AAA278O22.genome.CDS.2164,group00651
AAA278O22.genome.CDS.2165,group00589
AAA278O22.genome.CDS.2168,group00850
AAA278O22.genome.CDS.2169,group00685
AAA278O22.genome.CDS.1708,group00947
AAA278O22.genome.CDS.1391,group00014
AAA278O22.genome.CDS.1939,group00716
AAA278O22.genome.CDS.1483,group00548
AAA278O22.genome.CDS.1834,group00760
AAA278O22.genome.CDS.1741,group00546
AAA278O22.genome.CDS.1242,group01479
AAA278O22.genome.CDS.1301,group00579
AAA278O22.genome.CDS.1716,group00504
AAA278O22.genome.CDS.1717,group00043
AAA278O22.genome.CDS.1246,group00707
AAA278O22.genome.CDS.1247,group01399
AAA278O22.genome.CDS.1712,group01059
AAA278O22.genome.CDS.1713,group00310
AAA278O22.genome.CDS.1705,group01038
AAA278O22.genome.CDS.1248,group00024
AAA278O22.genome.CDS.1249,group01025
AAA278O22.genome.CDS.1718,group00266
AAA278O22.genome.CDS.1719,group00857
AAA278O22.genome.CDS.2096,group00479
AAA278O22.genome.CDS.2097,group00416
AAA278O22.genome.CDS.2094,group00802
AAA278O22.genome.CDS.2095,group01330
AAA278O22.genome.CDS.2092,group00421
AAA278O22.genome.CDS.2093,group00034
AAA278O22.genome.CDS.2090,group01090
AAA278O22.genome.CDS.2091,group01144
AAA278O22.genome.CDS.1551,group00329
AAA278O22.genome.CDS.2098,group00721
AAA278O22.genome.CDS.2099,group00695
AAA278O22.genome.CDS.2306,group00533
AAA278O22.genome.CDS.1966,group00420
AAA278O22.genome.CDS.2304,group00470
AAA278O22.genome.CDS.2305,group00532
AAA278O22.genome.CDS.1963,group00315
AAA278O22.genome.CDS.1889,group00824
AAA278O22.genome.CDS.1961,group00358
AAA278O22.genome.CDS.1960,group00448
AAA278O22.genome.CDS.1884,group00328
AAA278O22.genome.CDS.1885,group00688
AAA278O22.genome.CDS.1886,group00611
AAA278O22.genome.CDS.1887,group00715
AAA278O22.genome.CDS.1880,group00522
AAA278O22.genome.CDS.1881,group00594
AAA278O22.genome.CDS.1882,group00595
AAA278O22.genome.CDS.2309,group00002
AAA278O22.genome.CDS.1761,group00904
AAA278O22.genome.CDS.1760,group00972
AAA278O22.genome.CDS.1763,group00593
AAA278O22.genome.CDS.1810,group00645
AAA278O22.genome.CDS.2009,group00107
AAA278O22.genome.CDS.1816,group00105
AAA278O22.genome.CDS.1767,group01052
AAA278O22.genome.CDS.1814,group00230
AAA278O22.genome.CDS.2005,group00493
AAA278O22.genome.CDS.1768,group01134
AAA278O22.genome.CDS.1819,group01143
AAA278O22.genome.CDS.1818,group00663
AAA278O22.genome.CDS.2001,group00588
AAA278O22.genome.CDS.2000,group00741
AAA278O22.genome.CDS.2003,group00585
AAA278O22.genome.CDS.2347,group00793
AAA278O22.genome.CDS.1408,group00826
AAA278O22.genome.CDS.1562,group00164
AAA278O22.genome.CDS.1561,group00195
AAA278O22.genome.CDS.1560,group00078
AAA278O22.genome.CDS.1567,group00452
AAA278O22.genome.CDS.1566,group00915
AAA278O22.genome.CDS.1565,group00211
AAA278O22.genome.CDS.1564,group00182
AAA278O22.genome.CDS.1400,group00938
AAA278O22.genome.CDS.1401,group01504
AAA278O22.genome.CDS.1569,group00262
AAA278O22.genome.CDS.1568,group00028
AAA278O22.genome.CDS.1404,group01365
AAA278O22.genome.CDS.1405,group00805
AAA278O22.genome.CDS.1406,group01284
AAA278O22.genome.CDS.1407,group01091
AAA278O22.genome.CDS.1486,group00090
AAA278O22.genome.CDS.1802,group00258
AAA278O22.genome.CDS.2088,group00834
AAA278O22.genome.CDS.1589,group00142
AAA278O22.genome.CDS.1588,group01066
AAA278O22.genome.CDS.2238,group04233
AAA278O22.genome.CDS.2239,group00622
AAA278O22.genome.CDS.1451,group00990
AAA278O22.genome.CDS.1665,group00777
AAA278O22.genome.CDS.2232,group00372
AAA278O22.genome.CDS.1580,group00167
AAA278O22.genome.CDS.1583,group00898
AAA278O22.genome.CDS.1582,group00108
AAA278O22.genome.CDS.2236,group00176
AAA278O22.genome.CDS.1584,group00149
AAA278O22.genome.CDS.1587,group01234
AAA278O22.genome.CDS.2235,group00979
AAA278O22.genome.CDS.1952,group00378
AAA278O22.genome.CDS.1448,group00967
AAA278O22.genome.CDS.1521,group00431
AAA278O22.genome.CDS.1481,group00814
AAA278O22.genome.CDS.1520,group00436
AAA278O22.genome.CDS.2317,group00474
AAA278O22.genome.CDS.1661,group01761
AAA278O22.genome.CDS.2316,group00744
AAA278O22.genome.CDS.1668,group01970
AAA278O22.genome.CDS.1669,group01346
AAA278O22.genome.CDS.1664,group04254
AAA278O22.genome.CDS.1484,group00192
AAA278O22.genome.CDS.1666,group04253
AAA278O22.genome.CDS.1667,group01311
AAA278O22.genome.CDS.1660,group04255
AAA278O22.genome.CDS.1781,group00939
AAA278O22.genome.CDS.1662,group01340
AAA278O22.genome.CDS.1663,group02218
