MEint1363.genome.CDS.1680,group01599
MEint1363.genome.CDS.1017,group00114
MEint1363.genome.CDS.1454,group01516
MEint1363.genome.CDS.1390,group00726
MEint1363.genome.CDS.981,group00681
MEint1363.genome.CDS.1708,group00385
MEint1363.genome.CDS.994,group00723
MEint1363.genome.CDS.1393,group00788
MEint1363.genome.CDS.1703,group00315
MEint1363.genome.CDS.1700,group00906
MEint1363.genome.CDS.1640,group00458
MEint1363.genome.CDS.1706,group00420
MEint1363.genome.CDS.1707,group00233
MEint1363.genome.CDS.1704,group00359
MEint1363.genome.CDS.1453,group00653
MEint1363.genome.CDS.1102,group00086
MEint1363.genome.CDS.990,group01833
MEint1363.genome.CDS.1713,group00343
MEint1363.genome.CDS.1333,group00484
MEint1363.genome.CDS.1332,group00323
MEint1363.genome.CDS.1331,group00138
MEint1363.genome.CDS.1330,group00480
MEint1363.genome.CDS.1337,group00405
MEint1363.genome.CDS.1336,group00989
MEint1363.genome.CDS.1335,group00499
MEint1363.genome.CDS.1334,group00547
MEint1363.genome.CDS.1339,group00261
MEint1363.genome.CDS.1338,group00031
MEint1363.genome.CDS.749,group04044
MEint1363.genome.CDS.1834,group00710
MEint1363.genome.CDS.1683,group00013
MEint1363.genome.CDS.1721,group00705
MEint1363.genome.CDS.1818,group00345
MEint1363.genome.CDS.1725,group00498
MEint1363.genome.CDS.1531,group00730
MEint1363.genome.CDS.1681,group01610
MEint1363.genome.CDS.1207,group01142
MEint1363.genome.CDS.1206,group00559
MEint1363.genome.CDS.1205,group01348
MEint1363.genome.CDS.1204,group01348
MEint1363.genome.CDS.1203,group01541
MEint1363.genome.CDS.1221,group00117
MEint1363.genome.CDS.1201,group01647
MEint1363.genome.CDS.1639,group00312
MEint1363.genome.CDS.1636,group01004
MEint1363.genome.CDS.1637,group00244
MEint1363.genome.CDS.1634,group00172
MEint1363.genome.CDS.1635,group00145
MEint1363.genome.CDS.1632,group00122
MEint1363.genome.CDS.1633,group00115
MEint1363.genome.CDS.1209,group00760
MEint1363.genome.CDS.1631,group00098
MEint1363.genome.CDS.1042,group00475
MEint1363.genome.CDS.1349,group00364
MEint1363.genome.CDS.1041,group00735
MEint1363.genome.CDS.1830,group00854
MEint1363.genome.CDS.1841,group00521
MEint1363.genome.CDS.1840,group01027
MEint1363.genome.CDS.1843,group01243
MEint1363.genome.CDS.1842,group00689
MEint1363.genome.CDS.1845,group00432
MEint1363.genome.CDS.1844,group01041
MEint1363.genome.CDS.1847,group00596
MEint1363.genome.CDS.1598,group00324
MEint1363.genome.CDS.1849,group01211
MEint1363.genome.CDS.1848,group00579
MEint1363.genome.CDS.854,group01238
MEint1363.genome.CDS.1594,group00797
MEint1363.genome.CDS.1593,group00391
MEint1363.genome.CDS.1592,group00589
MEint1363.genome.CDS.1591,group00651
MEint1363.genome.CDS.1590,group00783
MEint1363.genome.CDS.1522,group00220
MEint1363.genome.CDS.1835,group00551
MEint1363.genome.CDS.1836,group00617
MEint1363.genome.CDS.1293,group00006
MEint1363.genome.CDS.1526,group00442
MEint1363.genome.CDS.1295,group00495
MEint1363.genome.CDS.1296,group00007
MEint1363.genome.CDS.1040,group00001
MEint1363.genome.CDS.1298,group01126
MEint1363.genome.CDS.1682,group00186
MEint1363.genome.CDS.1528,group00979
MEint1363.genome.CDS.1529,group00176
MEint1363.genome.CDS.1687,group00065
MEint1363.genome.CDS.1686,group00146
MEint1363.genome.CDS.1685,group00126
MEint1363.genome.CDS.1684,group01621
MEint1363.genome.CDS.1223,group00684
MEint1363.genome.CDS.1119,group00677
MEint1363.genome.CDS.1118,group00276
MEint1363.genome.CDS.1449,group01678
MEint1363.genome.CDS.989,group00032
MEint1363.genome.CDS.1113,group00047
MEint1363.genome.CDS.1112,group00189
MEint1363.genome.CDS.1447,group00987
MEint1363.genome.CDS.1446,group01617
MEint1363.genome.CDS.980,group01049
MEint1363.genome.CDS.1116,group00064
MEint1363.genome.CDS.1443,group01514
MEint1363.genome.CDS.983,group00825
MEint1363.genome.CDS.1179,group00438
MEint1363.genome.CDS.1638,group00708
MEint1363.genome.CDS.1071,group00094
MEint1363.genome.CDS.1200,group01547
MEint1363.genome.CDS.219,group04034
MEint1363.genome.CDS.1746,group00376
MEint1363.genome.CDS.1747,group00252
MEint1363.genome.CDS.1744,group00526
MEint1363.genome.CDS.1745,group00799
MEint1363.genome.CDS.1742,group00553
MEint1363.genome.CDS.1743,group00965
MEint1363.genome.CDS.1069,group00081
MEint1363.genome.CDS.1741,group00665
MEint1363.genome.CDS.1067,group00142
MEint1363.genome.CDS.1066,group01066
MEint1363.genome.CDS.1065,group00253
MEint1363.genome.CDS.1077,group00269
MEint1363.genome.CDS.1063,group00149
MEint1363.genome.CDS.1062,group00898
MEint1363.genome.CDS.1061,group00108
MEint1363.genome.CDS.1749,group00296
MEint1363.genome.CDS.1122,group02860
MEint1363.genome.CDS.1078,group04047
MEint1363.genome.CDS.1630,group00097
MEint1363.genome.CDS.1079,group00995
MEint1363.genome.CDS.1208,group00711
MEint1363.genome.CDS.1812,group00230
MEint1363.genome.CDS.1408,group01882
MEint1363.genome.CDS.1445,group01382
MEint1363.genome.CDS.1174,group00450
MEint1363.genome.CDS.1813,group00365
MEint1363.genome.CDS.44,group00936
MEint1363.genome.CDS.1444,group00290
MEint1363.genome.CDS.1532,group00052
MEint1363.genome.CDS.963,group02132
MEint1363.genome.CDS.1107,group00485
MEint1363.genome.CDS.1181,group01119
MEint1363.genome.CDS.1243,group04037
MEint1363.genome.CDS.1369,group00695
MEint1363.genome.CDS.1241,group00071
MEint1363.genome.CDS.1240,group02310
MEint1363.genome.CDS.1247,group00315
MEint1363.genome.CDS.1246,group00359
MEint1363.genome.CDS.1226,group01475
MEint1363.genome.CDS.1244,group00420
MEint1363.genome.CDS.1360,group00634
MEint1363.genome.CDS.1361,group01009
MEint1363.genome.CDS.1249,group00358
MEint1363.genome.CDS.1363,group01497
MEint1363.genome.CDS.1364,group00935
MEint1363.genome.CDS.1365,group00353
MEint1363.genome.CDS.1366,group00481
MEint1363.genome.CDS.1367,group01111
MEint1363.genome.CDS.1289,group01149
MEint1363.genome.CDS.1411,group00888
MEint1363.genome.CDS.1772,group00852
MEint1363.genome.CDS.1144,group00238
MEint1363.genome.CDS.1417,group00864
MEint1363.genome.CDS.1146,group01021
MEint1363.genome.CDS.673,group00454
MEint1363.genome.CDS.1415,group00277
MEint1363.genome.CDS.1148,group00399
MEint1363.genome.CDS.1804,group00544
MEint1363.genome.CDS.522,group01195
MEint1363.genome.CDS.1807,group00116
MEint1363.genome.CDS.1419,group00169
MEint1363.genome.CDS.1599,group01215
MEint1363.genome.CDS.1098,group01055
MEint1363.genome.CDS.1099,group00259
MEint1363.genome.CDS.1096,group00914
MEint1363.genome.CDS.1097,group00755
MEint1363.genome.CDS.1094,group01208
MEint1363.genome.CDS.1095,group01209
MEint1363.genome.CDS.974,group00018
MEint1363.genome.CDS.1093,group00434
MEint1363.genome.CDS.1090,group00091
MEint1363.genome.CDS.1091,group00175
MEint1363.genome.CDS.1597,group00701
MEint1363.genome.CDS.1596,group00685
MEint1363.genome.CDS.1595,group00850
MEint1363.genome.CDS.1395,group00789
MEint1363.genome.CDS.1394,group00883
MEint1363.genome.CDS.1397,group00712
MEint1363.genome.CDS.1396,group00886
MEint1363.genome.CDS.1643,group00352
MEint1363.genome.CDS.1642,group04041
MEint1363.genome.CDS.1641,group00887
MEint1363.genome.CDS.1392,group00911
MEint1363.genome.CDS.1399,group00474
MEint1363.genome.CDS.1398,group01075
MEint1363.genome.CDS.1649,group01145
MEint1363.genome.CDS.1648,group04040
MEint1363.genome.CDS.1781,group00362
MEint1363.genome.CDS.1568,group00307
MEint1363.genome.CDS.1569,group00533
MEint1363.genome.CDS.1566,group00535
MEint1363.genome.CDS.1567,group00534
MEint1363.genome.CDS.1564,group01752
MEint1363.genome.CDS.1565,group00184
MEint1363.genome.CDS.1562,group00206
MEint1363.genome.CDS.1563,group00320
MEint1363.genome.CDS.1560,group01014
MEint1363.genome.CDS.1561,group00217
MEint1363.genome.CDS.1290,group01123
MEint1363.genome.CDS.1523,group00287
MEint1363.genome.CDS.1100,group01034
MEint1363.genome.CDS.1058,group01230
MEint1363.genome.CDS.1579,group00458
MEint1363.genome.CDS.1785,group00306
MEint1363.genome.CDS.1292,group00006
MEint1363.genome.CDS.1161,group00075
MEint1363.genome.CDS.1837,group00550
MEint1363.genome.CDS.968,group00467
MEint1363.genome.CDS.969,group01070
MEint1363.genome.CDS.966,group00745
MEint1363.genome.CDS.967,group00746
MEint1363.genome.CDS.964,group00678
MEint1363.genome.CDS.965,group00952
MEint1363.genome.CDS.962,group00009
MEint1363.genome.CDS.1442,group01067
MEint1363.genome.CDS.960,group00199
MEint1363.genome.CDS.961,group00577
MEint1363.genome.CDS.1412,group00025
MEint1363.genome.CDS.1141,group00855
MEint1363.genome.CDS.1142,group00179
MEint1363.genome.CDS.1143,group00180
MEint1363.genome.CDS.1416,group00355
MEint1363.genome.CDS.1808,group00639
MEint1363.genome.CDS.1414,group00370
MEint1363.genome.CDS.1147,group04035
MEint1363.genome.CDS.1805,group00592
MEint1363.genome.CDS.1149,group00369
MEint1363.genome.CDS.1418,group00998
MEint1363.genome.CDS.1297,group00316
MEint1363.genome.CDS.1801,group00067
MEint1363.genome.CDS.1800,group00111
MEint1363.genome.CDS.1803,group00163
MEint1363.genome.CDS.1802,group00190
MEint1363.genome.CDS.1782,group00394
MEint1363.genome.CDS.1783,group00425
MEint1363.genome.CDS.1780,group00257
MEint1363.genome.CDS.1028,group00060
MEint1363.genome.CDS.1786,group00284
MEint1363.genome.CDS.1787,group00382
MEint1363.genome.CDS.1784,group00202
MEint1363.genome.CDS.1299,group00014
MEint1363.genome.CDS.1023,group01086
MEint1363.genome.CDS.1022,group00750
MEint1363.genome.CDS.1788,group00999
MEint1363.genome.CDS.1789,group00363
MEint1363.genome.CDS.1027,group00152
MEint1363.genome.CDS.1026,group00905
MEint1363.genome.CDS.1025,group00497
MEint1363.genome.CDS.1024,group00226
