MEint4252.genome.CDS.2288,group00265
MEint4252.genome.CDS.1776,group00338
MEint4252.genome.CDS.1771,group00013
MEint4252.genome.CDS.1770,group00186
MEint4252.genome.CDS.1773,group00126
MEint4252.genome.CDS.1772,group01621
MEint4252.genome.CDS.1472,group00033
MEint4252.genome.CDS.1473,group00224
MEint4252.genome.CDS.1470,group00966
MEint4252.genome.CDS.1471,group00327
MEint4252.genome.CDS.1779,group01898
MEint4252.genome.CDS.1477,group00954
MEint4252.genome.CDS.1474,group00983
MEint4252.genome.CDS.1475,group00510
MEint4252.genome.CDS.1678,group01213
MEint4252.genome.CDS.1679,group00474
MEint4252.genome.CDS.1886,group03250
MEint4252.genome.CDS.1674,group00459
MEint4252.genome.CDS.1748,group00182
MEint4252.genome.CDS.1676,group00322
MEint4252.genome.CDS.1677,group00279
MEint4252.genome.CDS.1670,group00063
MEint4252.genome.CDS.1671,group00048
MEint4252.genome.CDS.1672,group00220
MEint4252.genome.CDS.1749,group00075
MEint4252.genome.CDS.2000,group00660
MEint4252.genome.CDS.2169,group00556
MEint4252.genome.CDS.1145,group00363
MEint4252.genome.CDS.2201,group00520
MEint4252.genome.CDS.2285,group00349
MEint4252.genome.CDS.1880,group00552
MEint4252.genome.CDS.2150,group00658
MEint4252.genome.CDS.2098,group00204
MEint4252.genome.CDS.2152,group00347
MEint4252.genome.CDS.2153,group00346
MEint4252.genome.CDS.2154,group00345
MEint4252.genome.CDS.2155,group01373
MEint4252.genome.CDS.2156,group01074
MEint4252.genome.CDS.2157,group01700
MEint4252.genome.CDS.2158,group01047
MEint4252.genome.CDS.1600,group00592
MEint4252.genome.CDS.2093,group00172
MEint4252.genome.CDS.2092,group00145
MEint4252.genome.CDS.2095,group00122
MEint4252.genome.CDS.2094,group00115
MEint4252.genome.CDS.2097,group00097
MEint4252.genome.CDS.1686,group00811
MEint4252.genome.CDS.946,group00228
MEint4252.genome.CDS.2208,group00302
MEint4252.genome.CDS.2259,group00221
MEint4252.genome.CDS.2258,group00153
MEint4252.genome.CDS.1742,group00851
MEint4252.genome.CDS.2209,group00178
MEint4252.genome.CDS.2253,group01411
MEint4252.genome.CDS.2252,group01314
MEint4252.genome.CDS.2251,group00866
MEint4252.genome.CDS.2250,group00993
MEint4252.genome.CDS.2257,group00713
MEint4252.genome.CDS.2256,group00661
MEint4252.genome.CDS.2255,group00112
MEint4252.genome.CDS.2254,group00181
MEint4252.genome.CDS.1218,group01460
MEint4252.genome.CDS.1219,group01200
MEint4252.genome.CDS.1216,group01408
MEint4252.genome.CDS.1217,group01499
MEint4252.genome.CDS.1214,group00461
MEint4252.genome.CDS.1215,group00044
MEint4252.genome.CDS.1212,group00183
MEint4252.genome.CDS.1213,group00606
MEint4252.genome.CDS.1211,group00879
MEint4252.genome.CDS.1951,group01111
MEint4252.genome.CDS.1950,group00406
MEint4252.genome.CDS.1953,group01358
MEint4252.genome.CDS.1952,group00804
MEint4252.genome.CDS.1955,group00010
MEint4252.genome.CDS.1954,group00049
MEint4252.genome.CDS.1957,group00540
MEint4252.genome.CDS.1956,group00541
MEint4252.genome.CDS.1959,group00763
MEint4252.genome.CDS.1958,group00662
MEint4252.genome.CDS.1924,group00998
MEint4252.genome.CDS.1925,group00703
MEint4252.genome.CDS.1926,group00677
MEint4252.genome.CDS.1927,group00276
MEint4252.genome.CDS.1920,group02915
MEint4252.genome.CDS.666,group01021
MEint4252.genome.CDS.1922,group00355
MEint4252.genome.CDS.1923,group00864
MEint4252.genome.CDS.1928,group02444
MEint4252.genome.CDS.1929,group01693
MEint4252.genome.CDS.1357,group01538
MEint4252.genome.CDS.1356,group01326
MEint4252.genome.CDS.1355,group00628
MEint4252.genome.CDS.1354,group01282
MEint4252.genome.CDS.1353,group00613
MEint4252.genome.CDS.1352,group01135
MEint4252.genome.CDS.1351,group01081
MEint4252.genome.CDS.1350,group01030
MEint4252.genome.CDS.1418,group00497
MEint4252.genome.CDS.1359,group01681
MEint4252.genome.CDS.1358,group01554
MEint4252.genome.CDS.2099,group00450
MEint4252.genome.CDS.1608,group00316
MEint4252.genome.CDS.1286,group00155
MEint4252.genome.CDS.1818,group00857
MEint4252.genome.CDS.1819,group00266
MEint4252.genome.CDS.1777,group00258
MEint4252.genome.CDS.1810,group00590
MEint4252.genome.CDS.1811,group01001
MEint4252.genome.CDS.1812,group00668
MEint4252.genome.CDS.1813,group00029
MEint4252.genome.CDS.1814,group00956
MEint4252.genome.CDS.1815,group00786
MEint4252.genome.CDS.1816,group00816
MEint4252.genome.CDS.1817,group02266
MEint4252.genome.CDS.1502,group00893
MEint4252.genome.CDS.2091,group01004
MEint4252.genome.CDS.1500,group00096
MEint4252.genome.CDS.1501,group03232
MEint4252.genome.CDS.1506,group00281
MEint4252.genome.CDS.1412,group00578
MEint4252.genome.CDS.1504,group00174
MEint4252.genome.CDS.2090,group00244
MEint4252.genome.CDS.2112,group00696
MEint4252.genome.CDS.1508,group00280
MEint4252.genome.CDS.1798,group01048
MEint4252.genome.CDS.1603,group00401
MEint4252.genome.CDS.2028,group01677
MEint4252.genome.CDS.2029,group00043
MEint4252.genome.CDS.2181,group00377
MEint4252.genome.CDS.2180,group00144
MEint4252.genome.CDS.2187,group00087
MEint4252.genome.CDS.2186,group00039
MEint4252.genome.CDS.2185,group00946
MEint4252.genome.CDS.2184,group00801
MEint4252.genome.CDS.2020,group01308
MEint4252.genome.CDS.2021,group02375
MEint4252.genome.CDS.2022,group01793
MEint4252.genome.CDS.2188,group00103
MEint4252.genome.CDS.2024,group03254
MEint4252.genome.CDS.2025,group00780
MEint4252.genome.CDS.2026,group02967
MEint4252.genome.CDS.2027,group02488
MEint4252.genome.CDS.2096,group00098
MEint4252.genome.CDS.1436,group00798
MEint4252.genome.CDS.1437,group00620
MEint4252.genome.CDS.1434,group00889
MEint4252.genome.CDS.1435,group00736
MEint4252.genome.CDS.1432,group00233
MEint4252.genome.CDS.1433,group00385
MEint4252.genome.CDS.1430,group00758
MEint4252.genome.CDS.1431,group00420
MEint4252.genome.CDS.1981,group00055
MEint4252.genome.CDS.1609,group01126
MEint4252.genome.CDS.1438,group00343
MEint4252.genome.CDS.1439,group00735
MEint4252.genome.CDS.2106,group01084
MEint4252.genome.CDS.1419,group00194
MEint4252.genome.CDS.1630,group00961
MEint4252.genome.CDS.1738,group00411
MEint4252.genome.CDS.1542,group02091
MEint4252.genome.CDS.1988,group03252
MEint4252.genome.CDS.1604,group00368
MEint4252.genome.CDS.1541,group00608
MEint4252.genome.CDS.2159,group01102
MEint4252.genome.CDS.1645,group01012
MEint4252.genome.CDS.1644,group01149
MEint4252.genome.CDS.1728,group00311
MEint4252.genome.CDS.1646,group00984
MEint4252.genome.CDS.1641,group00006
MEint4252.genome.CDS.1640,group00325
MEint4252.genome.CDS.1643,group01123
MEint4252.genome.CDS.1642,group00289
MEint4252.genome.CDS.1722,group00770
MEint4252.genome.CDS.1723,group00728
MEint4252.genome.CDS.1720,group00576
MEint4252.genome.CDS.1721,group01036
MEint4252.genome.CDS.1726,group00671
MEint4252.genome.CDS.1648,group00004
MEint4252.genome.CDS.1724,group00891
MEint4252.genome.CDS.1725,group01223
MEint4252.genome.CDS.2297,group01263
MEint4252.genome.CDS.2296,group01194
MEint4252.genome.CDS.2295,group02972
MEint4252.genome.CDS.1902,group00646
MEint4252.genome.CDS.2293,group02971
MEint4252.genome.CDS.2292,group02970
MEint4252.genome.CDS.2291,group02775
MEint4252.genome.CDS.2290,group00187
MEint4252.genome.CDS.2114,group00002
MEint4252.genome.CDS.2115,group00001
MEint4252.genome.CDS.1175,group00148
MEint4252.genome.CDS.1174,group03255
MEint4252.genome.CDS.2110,group00469
MEint4252.genome.CDS.2111,group00427
MEint4252.genome.CDS.2299,group00424
MEint4252.genome.CDS.2113,group00635
MEint4252.genome.CDS.1313,group00439
MEint4252.genome.CDS.1312,group01461
MEint4252.genome.CDS.1311,group00016
MEint4252.genome.CDS.1310,group00004
MEint4252.genome.CDS.1317,group00175
MEint4252.genome.CDS.1316,group00050
MEint4252.genome.CDS.1315,group00139
MEint4252.genome.CDS.1314,group00386
MEint4252.genome.CDS.1319,group00785
MEint4252.genome.CDS.1318,group01209
MEint4252.genome.CDS.1860,group01496
MEint4252.genome.CDS.1683,group00568
MEint4252.genome.CDS.2200,group00463
MEint4252.genome.CDS.2168,group00415
MEint4252.genome.CDS.2202,group00549
MEint4252.genome.CDS.2203,group00003
MEint4252.genome.CDS.2204,group00001
MEint4252.genome.CDS.2205,group01347
MEint4252.genome.CDS.2206,group01166
MEint4252.genome.CDS.2207,group00865
MEint4252.genome.CDS.2161,group00339
MEint4252.genome.CDS.2160,group01125
MEint4252.genome.CDS.2163,group03259
MEint4252.genome.CDS.2162,group01289
MEint4252.genome.CDS.2165,group00585
MEint4252.genome.CDS.2164,group00423
MEint4252.genome.CDS.2167,group00493
MEint4252.genome.CDS.2166,group00600
MEint4252.genome.CDS.2198,group00622
MEint4252.genome.CDS.2083,group00321
MEint4252.genome.CDS.1382,group00581
MEint4252.genome.CDS.1986,group01485
MEint4252.genome.CDS.1987,group00013
MEint4252.genome.CDS.1984,group02250
MEint4252.genome.CDS.1985,group00859
MEint4252.genome.CDS.1982,group00046
MEint4252.genome.CDS.1983,group01336
MEint4252.genome.CDS.1980,group00093
MEint4252.genome.CDS.1468,group00232
MEint4252.genome.CDS.1546,group00720
MEint4252.genome.CDS.1547,group00837
MEint4252.genome.CDS.1544,group00584
MEint4252.genome.CDS.1545,group00519
MEint4252.genome.CDS.2139,group00875
MEint4252.genome.CDS.1543,group01501
MEint4252.genome.CDS.1540,group01562
MEint4252.genome.CDS.1989,group00256
MEint4252.genome.CDS.1821,group00504
MEint4252.genome.CDS.1820,group00043
MEint4252.genome.CDS.1823,group00207
MEint4252.genome.CDS.1822,group00356
MEint4252.genome.CDS.1825,group00187
MEint4252.genome.CDS.1824,group00656
MEint4252.genome.CDS.1827,group00270
MEint4252.genome.CDS.1826,group00061
MEint4252.genome.CDS.1829,group00650
MEint4252.genome.CDS.1828,group00726
MEint4252.genome.CDS.1691,group00360
MEint4252.genome.CDS.1851,group01007
MEint4252.genome.CDS.1854,group00537
MEint4252.genome.CDS.1855,group02487
MEint4252.genome.CDS.1856,group00000
MEint4252.genome.CDS.1857,group01928
MEint4252.genome.CDS.1919,group00025
MEint4252.genome.CDS.1918,group00888
MEint4252.genome.CDS.1852,group01697
MEint4252.genome.CDS.1853,group00102
MEint4252.genome.CDS.1915,group00574
MEint4252.genome.CDS.1914,group01063
MEint4252.genome.CDS.1917,group00308
MEint4252.genome.CDS.1916,group00353
MEint4252.genome.CDS.1911,group00664
MEint4252.genome.CDS.1859,group00434
MEint4252.genome.CDS.1913,group00692
MEint4252.genome.CDS.1912,group00672
MEint4252.genome.CDS.1267,group01975
MEint4252.genome.CDS.1266,group01893
MEint4252.genome.CDS.1265,group01676
MEint4252.genome.CDS.1264,group00536
MEint4252.genome.CDS.1388,group00575
MEint4252.genome.CDS.1389,group01118
MEint4252.genome.CDS.1261,group00356
MEint4252.genome.CDS.1260,group01487
MEint4252.genome.CDS.1384,group01016
MEint4252.genome.CDS.1385,group00637
MEint4252.genome.CDS.1386,group00825
MEint4252.genome.CDS.1387,group01049
MEint4252.genome.CDS.1380,group00032
MEint4252.genome.CDS.1381,group00502
MEint4252.genome.CDS.1269,group01484
MEint4252.genome.CDS.1383,group00841
MEint4252.genome.CDS.2064,group00546
MEint4252.genome.CDS.2065,group00022
MEint4252.genome.CDS.2066,group00827
MEint4252.genome.CDS.2067,group00003
MEint4252.genome.CDS.2061,group00464
MEint4252.genome.CDS.2062,group00283
MEint4252.genome.CDS.2063,group00033
MEint4252.genome.CDS.1858,group03249
MEint4252.genome.CDS.2068,group02155
MEint4252.genome.CDS.2069,group00333
MEint4252.genome.CDS.1910,group00197
MEint4252.genome.CDS.1188,group00080
MEint4252.genome.CDS.1189,group00364
MEint4252.genome.CDS.1186,group00491
MEint4252.genome.CDS.172,group01165
MEint4252.genome.CDS.1184,group00168
MEint4252.genome.CDS.1185,group00078
MEint4252.genome.CDS.1182,group00513
MEint4252.genome.CDS.1183,group00900
MEint4252.genome.CDS.1180,group00124
MEint4252.genome.CDS.1181,group00292
MEint4252.genome.CDS.1548,group00565
MEint4252.genome.CDS.1669,group00082
MEint4252.genome.CDS.1778,group03245
MEint4252.genome.CDS.1668,group00150
MEint4252.genome.CDS.1263,group00036
MEint4252.genome.CDS.1262,group00036
MEint4252.genome.CDS.1450,group00711
MEint4252.genome.CDS.1139,group00425
MEint4252.genome.CDS.1138,group00394
MEint4252.genome.CDS.1451,group00760
MEint4252.genome.CDS.1133,group00657
MEint4252.genome.CDS.1132,group00299
MEint4252.genome.CDS.1131,group00106
MEint4252.genome.CDS.1130,group00372
MEint4252.genome.CDS.1137,group00362
MEint4252.genome.CDS.1136,group00257
MEint4252.genome.CDS.1135,group00381
MEint4252.genome.CDS.2199,group00517
MEint4252.genome.CDS.1921,group00277
MEint4252.genome.CDS.1766,group01218
MEint4252.genome.CDS.1767,group01219
MEint4252.genome.CDS.1764,group00192
MEint4252.genome.CDS.1765,group00548
MEint4252.genome.CDS.1762,group00090
MEint4252.genome.CDS.1763,group00246
MEint4252.genome.CDS.1760,group00317
MEint4252.genome.CDS.1448,group00638
MEint4252.genome.CDS.1447,group00169
MEint4252.genome.CDS.1446,group00982
MEint4252.genome.CDS.1445,group00977
MEint4252.genome.CDS.1444,group01141
MEint4252.genome.CDS.1443,group00705
MEint4252.genome.CDS.1442,group00810
MEint4252.genome.CDS.1768,group01937
MEint4252.genome.CDS.1769,group01775
MEint4252.genome.CDS.2011,group01159
MEint4252.genome.CDS.1680,group01075
MEint4252.genome.CDS.2013,group00787
MEint4252.genome.CDS.2012,group01979
MEint4252.genome.CDS.2015,group00010
MEint4252.genome.CDS.1684,group03240
MEint4252.genome.CDS.1687,group00880
MEint4252.genome.CDS.2016,group00027
MEint4252.genome.CDS.1689,group00331
MEint4252.genome.CDS.1688,group00441
MEint4252.genome.CDS.1119,group00218
MEint4252.genome.CDS.1268,group01797
MEint4252.genome.CDS.830,group00863
MEint4252.genome.CDS.2127,group01631
MEint4252.genome.CDS.1606,group00365
MEint4252.genome.CDS.1594,group01062
MEint4252.genome.CDS.880,group03256
MEint4252.genome.CDS.2125,group01776
MEint4252.genome.CDS.2124,group01575
MEint4252.genome.CDS.1618,group00905
MEint4252.genome.CDS.2126,group01694
MEint4252.genome.CDS.2121,group01774
MEint4252.genome.CDS.2120,group02505
MEint4252.genome.CDS.2123,group01775
MEint4252.genome.CDS.2122,group02071
MEint4252.genome.CDS.2082,group00243
MEint4252.genome.CDS.1613,group00002
MEint4252.genome.CDS.2080,group00468
MEint4252.genome.CDS.1611,group00612
MEint4252.genome.CDS.2086,group00887
MEint4252.genome.CDS.2087,group00458
MEint4252.genome.CDS.2084,group00908
MEint4252.genome.CDS.2085,group00088
MEint4252.genome.CDS.2001,group00573
MEint4252.genome.CDS.2248,group00608
MEint4252.genome.CDS.2249,group01955
MEint4252.genome.CDS.2244,group00634
MEint4252.genome.CDS.1696,group00985
MEint4252.genome.CDS.2246,group00004
MEint4252.genome.CDS.2247,group03260
MEint4252.genome.CDS.2240,group01775
MEint4252.genome.CDS.2241,group02071
MEint4252.genome.CDS.2242,group01774
MEint4252.genome.CDS.2243,group02505
MEint4252.genome.CDS.1223,group00000
MEint4252.genome.CDS.1349,group00337
MEint4252.genome.CDS.1221,group01060
MEint4252.genome.CDS.1220,group01285
MEint4252.genome.CDS.1227,group01108
MEint4252.genome.CDS.1226,group01210
MEint4252.genome.CDS.1225,group01542
MEint4252.genome.CDS.1224,group02133
MEint4252.genome.CDS.1340,group00418
MEint4252.genome.CDS.1341,group00776
MEint4252.genome.CDS.1342,group00666
MEint4252.genome.CDS.1228,group02002
MEint4252.genome.CDS.1344,group00800
MEint4252.genome.CDS.1345,group00669
MEint4252.genome.CDS.1346,group00643
MEint4252.genome.CDS.1347,group00792
MEint4252.genome.CDS.1943,group01144
MEint4252.genome.CDS.1940,group00586
MEint4252.genome.CDS.1941,group01090
MEint4252.genome.CDS.1946,group00802
MEint4252.genome.CDS.1947,group00416
MEint4252.genome.CDS.1944,group00421
MEint4252.genome.CDS.1945,group00034
MEint4252.genome.CDS.1948,group00721
MEint4252.genome.CDS.1949,group00695
MEint4252.genome.CDS.2008,group00214
MEint4252.genome.CDS.1229,group03228
MEint4252.genome.CDS.2239,group01934
MEint4252.genome.CDS.2238,group01575
MEint4252.genome.CDS.1699,group00097
MEint4252.genome.CDS.2231,group01305
MEint4252.genome.CDS.2230,group01176
MEint4252.genome.CDS.2233,group00228
MEint4252.genome.CDS.2232,group01632
MEint4252.genome.CDS.2235,group01631
MEint4252.genome.CDS.2234,group01695
MEint4252.genome.CDS.2237,group01776
MEint4252.genome.CDS.2236,group01694
MEint4252.genome.CDS.1458,group00542
MEint4252.genome.CDS.2216,group00096
MEint4252.genome.CDS.2038,group00924
MEint4252.genome.CDS.2128,group01695
MEint4252.genome.CDS.2130,group01632
MEint4252.genome.CDS.2100,group00329
MEint4252.genome.CDS.1118,group00407
MEint4252.genome.CDS.1187,group00291
MEint4252.genome.CDS.1700,group00098
MEint4252.genome.CDS.2210,group00710
MEint4252.genome.CDS.1991,group01590
MEint4252.genome.CDS.1796,group00773
MEint4252.genome.CDS.1869,group01885
MEint4252.genome.CDS.1868,group00000
MEint4252.genome.CDS.1865,group02872
MEint4252.genome.CDS.1864,group02312
MEint4252.genome.CDS.1867,group01849
MEint4252.genome.CDS.1866,group02241
MEint4252.genome.CDS.1861,group01808
MEint4252.genome.CDS.1572,group00836
MEint4252.genome.CDS.1863,group01685
MEint4252.genome.CDS.1862,group00173
MEint4252.genome.CDS.1537,group01099
MEint4252.genome.CDS.1536,group01563
MEint4252.genome.CDS.1535,group02624
MEint4252.genome.CDS.1534,group00761
MEint4252.genome.CDS.1533,group00236
MEint4252.genome.CDS.1532,group01856
MEint4252.genome.CDS.1531,group01811
MEint4252.genome.CDS.1530,group02929
MEint4252.genome.CDS.2109,group00733
MEint4252.genome.CDS.433,group01146
MEint4252.genome.CDS.1602,group00645
MEint4252.genome.CDS.1539,group02961
MEint4252.genome.CDS.1538,group02486
MEint4252.genome.CDS.2194,group00462
MEint4252.genome.CDS.2195,group00494
MEint4252.genome.CDS.2196,group00667
MEint4252.genome.CDS.2197,group00874
MEint4252.genome.CDS.2059,group01453
MEint4252.genome.CDS.2058,group02016
MEint4252.genome.CDS.2192,group00008
MEint4252.genome.CDS.2193,group00298
MEint4252.genome.CDS.2055,group01806
MEint4252.genome.CDS.2054,group00036
MEint4252.genome.CDS.2057,group01870
MEint4252.genome.CDS.2056,group00036
MEint4252.genome.CDS.2051,group00086
MEint4252.genome.CDS.2050,group00188
MEint4252.genome.CDS.2053,group00627
MEint4252.genome.CDS.2052,group00084
MEint4252.genome.CDS.1731,group00752
MEint4252.genome.CDS.1485,group00154
MEint4252.genome.CDS.2118,group00960
MEint4252.genome.CDS.2260,group00560
MEint4252.genome.CDS.1494,group00948
MEint4252.genome.CDS.2105,group00739
MEint4252.genome.CDS.2148,group00366
MEint4252.genome.CDS.1730,group00870
MEint4252.genome.CDS.1409,group00828
MEint4252.genome.CDS.1408,group01258
MEint4252.genome.CDS.1403,group00199
MEint4252.genome.CDS.1402,group00577
MEint4252.genome.CDS.1401,group00952
MEint4252.genome.CDS.1400,group00745
MEint4252.genome.CDS.1407,group01020
MEint4252.genome.CDS.1406,group01271
MEint4252.genome.CDS.1405,group00023
MEint4252.genome.CDS.1404,group00706
