TBhypo3463.genome.CDS.2345,group00488
TBhypo3463.genome.CDS.1497,group00664
TBhypo3463.genome.CDS.1496,group01058
TBhypo3463.genome.CDS.1491,group01336
TBhypo3463.genome.CDS.2162,group00333
TBhypo3463.genome.CDS.1493,group01523
TBhypo3463.genome.CDS.1492,group01767
TBhypo3463.genome.CDS.1557,group00474
TBhypo3463.genome.CDS.2219,group00077
TBhypo3463.genome.CDS.1419,group01027
TBhypo3463.genome.CDS.85,group02129
TBhypo3463.genome.CDS.1418,group00521
TBhypo3463.genome.CDS.1796,group00897
TBhypo3463.genome.CDS.1988,group00194
TBhypo3463.genome.CDS.1794,group00005
TBhypo3463.genome.CDS.1795,group01486
TBhypo3463.genome.CDS.1792,group01547
TBhypo3463.genome.CDS.2481,group00171
TBhypo3463.genome.CDS.1790,group00207
TBhypo3463.genome.CDS.2293,group00150
TBhypo3463.genome.CDS.1450,group00330
TBhypo3463.genome.CDS.2359,group00547
TBhypo3463.genome.CDS.1799,group01651
TBhypo3463.genome.CDS.2270,group00244
TBhypo3463.genome.CDS.1380,group00848
TBhypo3463.genome.CDS.2272,group00145
TBhypo3463.genome.CDS.2358,group00499
TBhypo3463.genome.CDS.1385,group00765
TBhypo3463.genome.CDS.2275,group01261
TBhypo3463.genome.CDS.1387,group00246
TBhypo3463.genome.CDS.2277,group00839
TBhypo3463.genome.CDS.2278,group00692
TBhypo3463.genome.CDS.2279,group01063
TBhypo3463.genome.CDS.1422,group00550
TBhypo3463.genome.CDS.1423,group00617
TBhypo3463.genome.CDS.1424,group00551
TBhypo3463.genome.CDS.1425,group00608
TBhypo3463.genome.CDS.1426,group01124
TBhypo3463.genome.CDS.1427,group00838
TBhypo3463.genome.CDS.1976,group01145
TBhypo3463.genome.CDS.1358,group00250
TBhypo3463.genome.CDS.1974,group01599
TBhypo3463.genome.CDS.1975,group01699
TBhypo3463.genome.CDS.1972,group00079
TBhypo3463.genome.CDS.1973,group01431
TBhypo3463.genome.CDS.1970,group01772
TBhypo3463.genome.CDS.1971,group01464
TBhypo3463.genome.CDS.1771,group00810
TBhypo3463.genome.CDS.2295,group00095
TBhypo3463.genome.CDS.1978,group02593
TBhypo3463.genome.CDS.1979,group01061
TBhypo3463.genome.CDS.2454,group00920
TBhypo3463.genome.CDS.1524,group00310
TBhypo3463.genome.CDS.1527,group01011
TBhypo3463.genome.CDS.1543,group00149
TBhypo3463.genome.CDS.1542,group00898
TBhypo3463.genome.CDS.2470,group00792
TBhypo3463.genome.CDS.1540,group01459
TBhypo3463.genome.CDS.1547,group00081
TBhypo3463.genome.CDS.2477,group00087
TBhypo3463.genome.CDS.2474,group00801
TBhypo3463.genome.CDS.1544,group00253
TBhypo3463.genome.CDS.1983,group00018
TBhypo3463.genome.CDS.1688,group00512
TBhypo3463.genome.CDS.2478,group00103
TBhypo3463.genome.CDS.2479,group00209
TBhypo3463.genome.CDS.1987,group00194
TBhypo3463.genome.CDS.1986,group00058
TBhypo3463.genome.CDS.1985,group00137
TBhypo3463.genome.CDS.1689,group00177
TBhypo3463.genome.CDS.1568,group00016
TBhypo3463.genome.CDS.1629,group00012
TBhypo3463.genome.CDS.1523,group02101
TBhypo3463.genome.CDS.2453,group00919
TBhypo3463.genome.CDS.1438,group01178
TBhypo3463.genome.CDS.2050,group01223
TBhypo3463.genome.CDS.1808,group00428
TBhypo3463.genome.CDS.1809,group00828
TBhypo3463.genome.CDS.2051,group00671
TBhypo3463.genome.CDS.1802,group01596
TBhypo3463.genome.CDS.1803,group01427
TBhypo3463.genome.CDS.1800,group01595
TBhypo3463.genome.CDS.1801,group01462
TBhypo3463.genome.CDS.1806,group00303
TBhypo3463.genome.CDS.1807,group00351
TBhypo3463.genome.CDS.1804,group00058
TBhypo3463.genome.CDS.1805,group00154
TBhypo3463.genome.CDS.1687,group00383
TBhypo3463.genome.CDS.1879,group00162
TBhypo3463.genome.CDS.1878,group00858
TBhypo3463.genome.CDS.1877,group00313
TBhypo3463.genome.CDS.1876,group00659
TBhypo3463.genome.CDS.1875,group00314
TBhypo3463.genome.CDS.1874,group00293
TBhypo3463.genome.CDS.1873,group00144
TBhypo3463.genome.CDS.1872,group00377
TBhypo3463.genome.CDS.1871,group00498
TBhypo3463.genome.CDS.1528,group00013
TBhypo3463.genome.CDS.1338,group01647
TBhypo3463.genome.CDS.1682,group02104
TBhypo3463.genome.CDS.1363,group00354
TBhypo3463.genome.CDS.1870,group00360
TBhypo3463.genome.CDS.1334,group02095
TBhypo3463.genome.CDS.1335,group00010
TBhypo3463.genome.CDS.1336,group00537
TBhypo3463.genome.CDS.1337,group00254
TBhypo3463.genome.CDS.1330,group01978
TBhypo3463.genome.CDS.1331,group01793
TBhypo3463.genome.CDS.1332,group01979
TBhypo3463.genome.CDS.1333,group00787
TBhypo3463.genome.CDS.1259,group00915
TBhypo3463.genome.CDS.1258,group00211
TBhypo3463.genome.CDS.2398,group00971
TBhypo3463.genome.CDS.1253,group01483
TBhypo3463.genome.CDS.1159,group00847
TBhypo3463.genome.CDS.1251,group01282
TBhypo3463.genome.CDS.1250,group01183
TBhypo3463.genome.CDS.1257,group00182
TBhypo3463.genome.CDS.1256,group00075
TBhypo3463.genome.CDS.1255,group01386
TBhypo3463.genome.CDS.1727,group00767
TBhypo3463.genome.CDS.1726,group01140
TBhypo3463.genome.CDS.1725,group00560
TBhypo3463.genome.CDS.1724,group00402
TBhypo3463.genome.CDS.1723,group00435
TBhypo3463.genome.CDS.1720,group00460
TBhypo3463.genome.CDS.1729,group02499
TBhypo3463.genome.CDS.1728,group02499
TBhypo3463.genome.CDS.2353,group00599
TBhypo3463.genome.CDS.2352,group00719
TBhypo3463.genome.CDS.2351,group00200
TBhypo3463.genome.CDS.2350,group00235
TBhypo3463.genome.CDS.2357,group00989
TBhypo3463.genome.CDS.2356,group00405
TBhypo3463.genome.CDS.2355,group00031
TBhypo3463.genome.CDS.2354,group00261
TBhypo3463.genome.CDS.2292,group00082
TBhypo3463.genome.CDS.2190,group00452
TBhypo3463.genome.CDS.2290,group00048
TBhypo3463.genome.CDS.2291,group00063
TBhypo3463.genome.CDS.2261,group00030
TBhypo3463.genome.CDS.2297,group00208
TBhypo3463.genome.CDS.2294,group00129
TBhypo3463.genome.CDS.678,group01435
TBhypo3463.genome.CDS.2191,group00915
TBhypo3463.genome.CDS.2059,group02111
TBhypo3463.genome.CDS.2193,group01993
TBhypo3463.genome.CDS.2192,group01784
TBhypo3463.genome.CDS.2195,group02602
TBhypo3463.genome.CDS.2194,group02601
TBhypo3463.genome.CDS.2197,group01994
TBhypo3463.genome.CDS.2196,group01253
TBhypo3463.genome.CDS.2199,group02113
TBhypo3463.genome.CDS.2198,group01056
TBhypo3463.genome.CDS.2052,group01878
TBhypo3463.genome.CDS.2053,group00311
TBhypo3463.genome.CDS.2054,group00691
TBhypo3463.genome.CDS.2055,group00870
TBhypo3463.genome.CDS.2056,group00752
TBhypo3463.genome.CDS.2057,group02321
TBhypo3463.genome.CDS.1752,group00612
TBhypo3463.genome.CDS.1753,group00014
TBhypo3463.genome.CDS.1750,group00002
TBhypo3463.genome.CDS.1751,group00361
TBhypo3463.genome.CDS.1756,group02105
TBhypo3463.genome.CDS.1757,group02261
TBhypo3463.genome.CDS.1754,group01126
TBhypo3463.genome.CDS.1755,group00316
TBhypo3463.genome.CDS.2255,group00110
TBhypo3463.genome.CDS.1758,group01099
TBhypo3463.genome.CDS.1759,group01639
TBhypo3463.genome.CDS.1283,group00489
TBhypo3463.genome.CDS.1590,group00000
TBhypo3463.genome.CDS.1591,group01245
TBhypo3463.genome.CDS.1592,group02497
TBhypo3463.genome.CDS.1593,group02498
TBhypo3463.genome.CDS.1594,group01499
TBhypo3463.genome.CDS.1595,group00036
TBhypo3463.genome.CDS.1596,group04803
TBhypo3463.genome.CDS.1597,group00451
TBhypo3463.genome.CDS.1613,group00464
TBhypo3463.genome.CDS.1612,group00597
TBhypo3463.genome.CDS.1611,group04805
TBhypo3463.genome.CDS.1610,group01073
TBhypo3463.genome.CDS.1617,group00546
TBhypo3463.genome.CDS.1616,group00033
TBhypo3463.genome.CDS.1615,group02103
TBhypo3463.genome.CDS.1614,group00283
TBhypo3463.genome.CDS.2128,group01432
TBhypo3463.genome.CDS.2094,group00179
TBhypo3463.genome.CDS.2124,group01030
TBhypo3463.genome.CDS.2125,group01081
TBhypo3463.genome.CDS.2126,group01135
TBhypo3463.genome.CDS.2127,group00613
TBhypo3463.genome.CDS.2120,group01991
TBhypo3463.genome.CDS.1619,group00827
TBhypo3463.genome.CDS.2122,group01060
TBhypo3463.genome.CDS.2123,group00337
TBhypo3463.genome.CDS.1618,group00022
TBhypo3463.genome.CDS.1322,group00688
TBhypo3463.genome.CDS.1656,group00962
TBhypo3463.genome.CDS.459,group01421
TBhypo3463.genome.CDS.2438,group00600
TBhypo3463.genome.CDS.2439,group00493
TBhypo3463.genome.CDS.2436,group00423
TBhypo3463.genome.CDS.2437,group00585
TBhypo3463.genome.CDS.2434,group00741
TBhypo3463.genome.CDS.2435,group00588
TBhypo3463.genome.CDS.2432,group00447
TBhypo3463.genome.CDS.1502,group00637
TBhypo3463.genome.CDS.1501,group00825
TBhypo3463.genome.CDS.2431,group00465
TBhypo3463.genome.CDS.1846,group00544
TBhypo3463.genome.CDS.1598,group01385
TBhypo3463.genome.CDS.1321,group00328
TBhypo3463.genome.CDS.1441,group01544
TBhypo3463.genome.CDS.945,group01805
TBhypo3463.genome.CDS.1369,group01588
TBhypo3463.genome.CDS.2145,group00605
TBhypo3463.genome.CDS.2390,group04778
TBhypo3463.genome.CDS.844,group02611
TBhypo3463.genome.CDS.2152,group02599
TBhypo3463.genome.CDS.2257,group00418
TBhypo3463.genome.CDS.2465,group00771
TBhypo3463.genome.CDS.846,group00071
TBhypo3463.genome.CDS.1919,group01032
TBhypo3463.genome.CDS.1378,group00128
TBhypo3463.genome.CDS.1958,group02107
TBhypo3463.genome.CDS.2382,group00185
TBhypo3463.genome.CDS.2228,group00904
TBhypo3463.genome.CDS.2384,group00726
TBhypo3463.genome.CDS.2385,group00270
TBhypo3463.genome.CDS.2386,group00911
TBhypo3463.genome.CDS.2387,group00788
TBhypo3463.genome.CDS.2388,group00883
TBhypo3463.genome.CDS.2222,group01550
TBhypo3463.genome.CDS.1372,group01205
TBhypo3463.genome.CDS.1373,group01491
TBhypo3463.genome.CDS.1374,group01055
TBhypo3463.genome.CDS.1375,group00259
TBhypo3463.genome.CDS.2225,group02114
TBhypo3463.genome.CDS.2224,group01550
TBhypo3463.genome.CDS.1929,group00690
TBhypo3463.genome.CDS.1847,group00163
TBhypo3463.genome.CDS.1844,group00116
TBhypo3463.genome.CDS.1845,group00592
TBhypo3463.genome.CDS.1842,group00401
TBhypo3463.genome.CDS.1843,group00639
TBhypo3463.genome.CDS.1840,group00230
TBhypo3463.genome.CDS.1841,group00368
TBhypo3463.genome.CDS.1921,group01721
TBhypo3463.genome.CDS.1920,group00543
TBhypo3463.genome.CDS.1923,group00479
TBhypo3463.genome.CDS.1922,group00352
TBhypo3463.genome.CDS.1925,group01701
TBhypo3463.genome.CDS.1924,group00950
TBhypo3463.genome.CDS.1848,group00190
TBhypo3463.genome.CDS.1926,group00598
TBhypo3463.genome.CDS.1516,group00178
TBhypo3463.genome.CDS.427,group02064
TBhypo3463.genome.CDS.2506,group01638
TBhypo3463.genome.CDS.1429,group01524
TBhypo3463.genome.CDS.1642,group00713
TBhypo3463.genome.CDS.1533,group00258
TBhypo3463.genome.CDS.1473,group00375
TBhypo3463.genome.CDS.1899,group00909
TBhypo3463.genome.CDS.2099,group01083
TBhypo3463.genome.CDS.1579,group00007
TBhypo3463.genome.CDS.1477,group00429
TBhypo3463.genome.CDS.1476,group00260
TBhypo3463.genome.CDS.1475,group00766
TBhypo3463.genome.CDS.1474,group00044
TBhypo3463.genome.CDS.1572,group00267
TBhypo3463.genome.CDS.1573,group00350
TBhypo3463.genome.CDS.1570,group00902
TBhypo3463.genome.CDS.1571,group00673
TBhypo3463.genome.CDS.1576,group00806
TBhypo3463.genome.CDS.1577,group04802
TBhypo3463.genome.CDS.1574,group00609
TBhypo3463.genome.CDS.1575,group00229
TBhypo3463.genome.CDS.1487,group00287
TBhypo3463.genome.CDS.2507,group02000
TBhypo3463.genome.CDS.2121,group01880
TBhypo3463.genome.CDS.1648,group00308
TBhypo3463.genome.CDS.1247,group00430
TBhypo3463.genome.CDS.2310,group01214
TBhypo3463.genome.CDS.1762,group00011
TBhypo3463.genome.CDS.2201,group02603
TBhypo3463.genome.CDS.1361,group00159
TBhypo3463.genome.CDS.2508,group01383
TBhypo3463.genome.CDS.1357,group00245
TBhypo3463.genome.CDS.1859,group00553
TBhypo3463.genome.CDS.1300,group01444
TBhypo3463.genome.CDS.2509,group04781
TBhypo3463.genome.CDS.2203,group01995
TBhypo3463.genome.CDS.1858,group00965
TBhypo3463.genome.CDS.2082,group00624
TBhypo3463.genome.CDS.2095,group00180
TBhypo3463.genome.CDS.2096,group00238
TBhypo3463.genome.CDS.2097,group00913
TBhypo3463.genome.CDS.2090,group00966
TBhypo3463.genome.CDS.2091,group00327
TBhypo3463.genome.CDS.2092,group01989
TBhypo3463.genome.CDS.2318,group01145
TBhypo3463.genome.CDS.2316,group02115
TBhypo3463.genome.CDS.2315,group00706
TBhypo3463.genome.CDS.2314,group00538
TBhypo3463.genome.CDS.2098,group01021
TBhypo3463.genome.CDS.2504,group01803
TBhypo3463.genome.CDS.2311,group00957
TBhypo3463.genome.CDS.2204,group02604
TBhypo3463.genome.CDS.1564,group01009
TBhypo3463.genome.CDS.2505,group02127
TBhypo3463.genome.CDS.1296,group01871
TBhypo3463.genome.CDS.2207,group01260
TBhypo3463.genome.CDS.1433,group04787
TBhypo3463.genome.CDS.2206,group01858
TBhypo3463.genome.CDS.2471,group00037
TBhypo3463.genome.CDS.1657,group04806
TBhypo3463.genome.CDS.1451,group00213
TBhypo3463.genome.CDS.1655,group00276
TBhypo3463.genome.CDS.1654,group00677
TBhypo3463.genome.CDS.1653,group00998
TBhypo3463.genome.CDS.2269,group00708
TBhypo3463.genome.CDS.1651,group00370
TBhypo3463.genome.CDS.1719,group00440
TBhypo3463.genome.CDS.1716,group01593
TBhypo3463.genome.CDS.2018,group01121
TBhypo3463.genome.CDS.1714,group00732
TBhypo3463.genome.CDS.1430,group00020
TBhypo3463.genome.CDS.1712,group00845
TBhypo3463.genome.CDS.1713,group00775
TBhypo3463.genome.CDS.1710,group00226
TBhypo3463.genome.CDS.1711,group00497
TBhypo3463.genome.CDS.2003,group00442
TBhypo3463.genome.CDS.2002,group00753
TBhypo3463.genome.CDS.2001,group00979
TBhypo3463.genome.CDS.2369,group00461
TBhypo3463.genome.CDS.2007,group00141
TBhypo3463.genome.CDS.1566,group00516
TBhypo3463.genome.CDS.2005,group00251
TBhypo3463.genome.CDS.2004,group00372
TBhypo3463.genome.CDS.2362,group00138
TBhypo3463.genome.CDS.2363,group00480
TBhypo3463.genome.CDS.2009,group00379
TBhypo3463.genome.CDS.2008,group01165
TBhypo3463.genome.CDS.2366,group00879
TBhypo3463.genome.CDS.2367,group00183
TBhypo3463.genome.CDS.2364,group00830
TBhypo3463.genome.CDS.2365,group00133
TBhypo3463.genome.CDS.2168,group01802
TBhypo3463.genome.CDS.1263,group01185
TBhypo3463.genome.CDS.1260,group01305
TBhypo3463.genome.CDS.1261,group01857
TBhypo3463.genome.CDS.1266,group04797
TBhypo3463.genome.CDS.1267,group02309
TBhypo3463.genome.CDS.1264,group01710
TBhypo3463.genome.CDS.1265,group01868
TBhypo3463.genome.CDS.2160,group00718
TBhypo3463.genome.CDS.2161,group00410
TBhypo3463.genome.CDS.1268,group00866
TBhypo3463.genome.CDS.1359,group00219
TBhypo3463.genome.CDS.2165,group01940
TBhypo3463.genome.CDS.2166,group00829
TBhypo3463.genome.CDS.2167,group01801
TBhypo3463.genome.CDS.1622,group00496
TBhypo3463.genome.CDS.1620,group00003
TBhypo3463.genome.CDS.1621,group00001
TBhypo3463.genome.CDS.1626,group01351
TBhypo3463.genome.CDS.1627,group01309
TBhypo3463.genome.CDS.1624,group01592
TBhypo3463.genome.CDS.1625,group01648
TBhypo3463.genome.CDS.2159,group01014
TBhypo3463.genome.CDS.1628,group01281
TBhypo3463.genome.CDS.1962,group00992
TBhypo3463.genome.CDS.2457,group00738
TBhypo3463.genome.CDS.2158,group00217
TBhypo3463.genome.CDS.2500,group01855
TBhypo3463.genome.CDS.1238,group01028
TBhypo3463.genome.CDS.1569,group02314
TBhypo3463.genome.CDS.1509,group00681
TBhypo3463.genome.CDS.1407,group00003
TBhypo3463.genome.CDS.412,group00642
TBhypo3463.genome.CDS.1508,group00629
TBhypo3463.genome.CDS.142,group00579
TBhypo3463.genome.CDS.1785,group00315
TBhypo3463.genome.CDS.1784,group00359
TBhypo3463.genome.CDS.1787,group00358
TBhypo3463.genome.CDS.1786,group00754
TBhypo3463.genome.CDS.1781,group00233
TBhypo3463.genome.CDS.1780,group00385
TBhypo3463.genome.CDS.1783,group00758
TBhypo3463.genome.CDS.1782,group00420
TBhypo3463.genome.CDS.1252,group01498
TBhypo3463.genome.CDS.2501,group02609
TBhypo3463.genome.CDS.2058,group02322
TBhypo3463.genome.CDS.1789,group00656
TBhypo3463.genome.CDS.1788,group00187
TBhypo3463.genome.CDS.2389,group00789
TBhypo3463.genome.CDS.2267,group00458
TBhypo3463.genome.CDS.2266,group00887
TBhypo3463.genome.CDS.2265,group00088
TBhypo3463.genome.CDS.2264,group00908
TBhypo3463.genome.CDS.2263,group00321
TBhypo3463.genome.CDS.2262,group00243
TBhypo3463.genome.CDS.1439,group00690
TBhypo3463.genome.CDS.2260,group00102
TBhypo3463.genome.CDS.1437,group01160
TBhypo3463.genome.CDS.1503,group00841
TBhypo3463.genome.CDS.1435,group01191
TBhypo3463.genome.CDS.1434,group00073
TBhypo3463.genome.CDS.2502,group02331
TBhypo3463.genome.CDS.2503,group00434
TBhypo3463.genome.CDS.1431,group00821
TBhypo3463.genome.CDS.2268,group00312
TBhypo3463.genome.CDS.1965,group01877
TBhypo3463.genome.CDS.2490,group00463
TBhypo3463.genome.CDS.1967,group04815
TBhypo3463.genome.CDS.1966,group02080
TBhypo3463.genome.CDS.1961,group00703
TBhypo3463.genome.CDS.1960,group00029
TBhypo3463.genome.CDS.1963,group01586
TBhypo3463.genome.CDS.1560,group01460
TBhypo3463.genome.CDS.2061,group00433
TBhypo3463.genome.CDS.1775,group00343
TBhypo3463.genome.CDS.2129,group01254
TBhypo3463.genome.CDS.1969,group02108
TBhypo3463.genome.CDS.1968,group01493
TBhypo3463.genome.CDS.2046,group01036
TBhypo3463.genome.CDS.2349,group00414
TBhypo3463.genome.CDS.1562,group00386
TBhypo3463.genome.CDS.2494,group00627
TBhypo3463.genome.CDS.2495,group00084
TBhypo3463.genome.CDS.1536,group00111
TBhypo3463.genome.CDS.1537,group04798
TBhypo3463.genome.CDS.1534,group00066
TBhypo3463.genome.CDS.1535,group00147
TBhypo3463.genome.CDS.1532,group00338
TBhypo3463.genome.CDS.1408,group00001
TBhypo3463.genome.CDS.2467,group00800
TBhypo3463.genome.CDS.1531,group00065
TBhypo3463.genome.CDS.2469,group00643
TBhypo3463.genome.CDS.2468,group00669
TBhypo3463.genome.CDS.2497,group01303
TBhypo3463.genome.CDS.1538,group00716
TBhypo3463.genome.CDS.1539,group01425
TBhypo3463.genome.CDS.2233,group00871
TBhypo3463.genome.CDS.2069,group01879
TBhypo3463.genome.CDS.1457,group00522
TBhypo3463.genome.CDS.966,group00166
TBhypo3463.genome.CDS.965,group00757
TBhypo3463.genome.CDS.2068,group00934
TBhypo3463.genome.CDS.1819,group00042
TBhypo3463.genome.CDS.1818,group00467
TBhypo3463.genome.CDS.1274,group01482
TBhypo3463.genome.CDS.1811,group01020
TBhypo3463.genome.CDS.1810,group01258
TBhypo3463.genome.CDS.1813,group00199
TBhypo3463.genome.CDS.1812,group00023
TBhypo3463.genome.CDS.1815,group00745
TBhypo3463.genome.CDS.1814,group00577
TBhypo3463.genome.CDS.1817,group01112
TBhypo3463.genome.CDS.1816,group00746
TBhypo3463.genome.CDS.1882,group00107
TBhypo3463.genome.CDS.1883,group04812
TBhypo3463.genome.CDS.1880,group00867
TBhypo3463.genome.CDS.1881,group00286
TBhypo3463.genome.CDS.1886,group00662
TBhypo3463.genome.CDS.1887,group00763
TBhypo3463.genome.CDS.1884,group00541
TBhypo3463.genome.CDS.1245,group01289
TBhypo3463.genome.CDS.1888,group00615
TBhypo3463.genome.CDS.1889,group00822
TBhypo3463.genome.CDS.891,group04777
TBhypo3463.genome.CDS.2463,group00558
TBhypo3463.genome.CDS.1365,group00091
TBhypo3463.genome.CDS.1323,group00611
TBhypo3463.genome.CDS.2213,group01222
TBhypo3463.genome.CDS.2210,group01005
TBhypo3463.genome.CDS.1449,group01388
TBhypo3463.genome.CDS.1327,group00820
TBhypo3463.genome.CDS.1326,group00824
TBhypo3463.genome.CDS.1325,group00764
TBhypo3463.genome.CDS.2215,group02605
TBhypo3463.genome.CDS.1442,group00901
TBhypo3463.genome.CDS.1443,group00384
TBhypo3463.genome.CDS.1440,group00108
TBhypo3463.genome.CDS.1328,group00844
TBhypo3463.genome.CDS.1446,group00930
TBhypo3463.genome.CDS.1447,group00931
TBhypo3463.genome.CDS.1444,group01109
TBhypo3463.genome.CDS.1445,group01139
TBhypo3463.genome.CDS.2335,group00943
TBhypo3463.genome.CDS.1530,group00146
TBhypo3463.genome.CDS.1228,group00113
TBhypo3463.genome.CDS.2461,group00755
TBhypo3463.genome.CDS.46,group02610
TBhypo3463.genome.CDS.2466,group00666
TBhypo3463.genome.CDS.2085,group00561
TBhypo3463.genome.CDS.1471,group00509
TBhypo3463.genome.CDS.2274,group02323
TBhypo3463.genome.CDS.2289,group00882
TBhypo3463.genome.CDS.2288,group00444
TBhypo3463.genome.CDS.2324,group01171
TBhypo3463.genome.CDS.766,group00728
TBhypo3463.genome.CDS.2322,group01468
TBhypo3463.genome.CDS.2323,group01128
TBhypo3463.genome.CDS.2320,group01506
TBhypo3463.genome.CDS.2321,group02116
TBhypo3463.genome.CDS.2281,group00353
TBhypo3463.genome.CDS.2280,group00574
TBhypo3463.genome.CDS.2283,group00296
TBhypo3463.genome.CDS.2332,group02122
TBhypo3463.genome.CDS.2285,group00297
TBhypo3463.genome.CDS.2284,group00412
TBhypo3463.genome.CDS.2328,group02118
TBhypo3463.genome.CDS.2286,group00227
TBhypo3463.genome.CDS.2049,group00891
TBhypo3463.genome.CDS.2047,group00770
TBhypo3463.genome.CDS.2182,group00369
TBhypo3463.genome.CDS.2220,group00019
TBhypo3463.genome.CDS.2044,group02320
TBhypo3463.genome.CDS.2043,group01085
TBhypo3463.genome.CDS.665,group02128
TBhypo3463.genome.CDS.2041,group01987
TBhypo3463.genome.CDS.2040,group00537
TBhypo3463.genome.CDS.2218,group01787
TBhypo3463.genome.CDS.1743,group00497
TBhypo3463.genome.CDS.1742,group00768
TBhypo3463.genome.CDS.1745,group00905
TBhypo3463.genome.CDS.1744,group00751
TBhypo3463.genome.CDS.1747,group00060
TBhypo3463.genome.CDS.1746,group00152
TBhypo3463.genome.CDS.1749,group00215
TBhypo3463.genome.CDS.1748,group00057
TBhypo3463.genome.CDS.1031,group02307
TBhypo3463.genome.CDS.1587,group01060
TBhypo3463.genome.CDS.1586,group00282
TBhypo3463.genome.CDS.1585,group01161
TBhypo3463.genome.CDS.1584,group00724
TBhypo3463.genome.CDS.1583,group00342
TBhypo3463.genome.CDS.1582,group00289
TBhypo3463.genome.CDS.1581,group00006
TBhypo3463.genome.CDS.1669,group00127
TBhypo3463.genome.CDS.1666,group00781
TBhypo3463.genome.CDS.1667,group00155
TBhypo3463.genome.CDS.1664,group00100
TBhypo3463.genome.CDS.1665,group00131
TBhypo3463.genome.CDS.1662,group00700
TBhypo3463.genome.CDS.1663,group00099
TBhypo3463.genome.CDS.1660,group00675
TBhypo3463.genome.CDS.1588,group01350
TBhypo3463.genome.CDS.2038,group01722
TBhypo3463.genome.CDS.2039,group02595
TBhypo3463.genome.CDS.2137,group00214
TBhypo3463.genome.CDS.2136,group00281
TBhypo3463.genome.CDS.2135,group01186
TBhypo3463.genome.CDS.2134,group00981
TBhypo3463.genome.CDS.2032,group00307
TBhypo3463.genome.CDS.2033,group00534
TBhypo3463.genome.CDS.2139,group00409
TBhypo3463.genome.CDS.2031,group00533
TBhypo3463.genome.CDS.2036,group04818
TBhypo3463.genome.CDS.2037,group02594
TBhypo3463.genome.CDS.2034,group01798
TBhypo3463.genome.CDS.1490,group00237
TBhypo3463.genome.CDS.2433,group00466
TBhypo3463.genome.CDS.2180,group01184
TBhypo3463.genome.CDS.2226,group01520
TBhypo3463.genome.CDS.2429,group01169
TBhypo3463.genome.CDS.2428,group00446
TBhypo3463.genome.CDS.1599,group00964
TBhypo3463.genome.CDS.2425,group00422
TBhypo3463.genome.CDS.2424,group01026
TBhypo3463.genome.CDS.2427,group00344
TBhypo3463.genome.CDS.2426,group00304
TBhypo3463.genome.CDS.2421,group01168
TBhypo3463.genome.CDS.2420,group00621
TBhypo3463.genome.CDS.2423,group00357
TBhypo3463.genome.CDS.2422,group00482
TBhypo3463.genome.CDS.2430,group00008
TBhypo3463.genome.CDS.1478,group01010
TBhypo3463.genome.CDS.230,group00542
TBhypo3463.genome.CDS.2402,group00501
TBhypo3463.genome.CDS.2186,group00070
TBhypo3463.genome.CDS.2360,group00484
TBhypo3463.genome.CDS.2185,group00054
TBhypo3463.genome.CDS.2397,group00968
TBhypo3463.genome.CDS.2380,group00584
TBhypo3463.genome.CDS.2395,group01064
TBhypo3463.genome.CDS.2394,group00990
TBhypo3463.genome.CDS.2393,group01193
TBhypo3463.genome.CDS.2392,group01015
TBhypo3463.genome.CDS.2391,group01136
TBhypo3463.genome.CDS.1368,group01209
TBhypo3463.genome.CDS.2256,group00040
TBhypo3463.genome.CDS.845,group00631
TBhypo3463.genome.CDS.2254,group00120
TBhypo3463.genome.CDS.1364,group00249
TBhypo3463.genome.CDS.2252,group00125
TBhypo3463.genome.CDS.2253,group00335
TBhypo3463.genome.CDS.2250,group00041
TBhypo3463.genome.CDS.1360,group00160
TBhypo3463.genome.CDS.1855,group00799
TBhypo3463.genome.CDS.1854,group00376
TBhypo3463.genome.CDS.1857,group01503
TBhypo3463.genome.CDS.1856,group00526
TBhypo3463.genome.CDS.1918,group00005
TBhypo3463.genome.CDS.1850,group04810
TBhypo3463.genome.CDS.1853,group00252
TBhypo3463.genome.CDS.1852,group00366
TBhypo3463.genome.CDS.1914,group00843
TBhypo3463.genome.CDS.1915,group00256
TBhypo3463.genome.CDS.1916,group00593
TBhypo3463.genome.CDS.1917,group01653
TBhypo3463.genome.CDS.1910,group00951
TBhypo3463.genome.CDS.1911,group01072
TBhypo3463.genome.CDS.1912,group01013
TBhypo3463.genome.CDS.1913,group00472
TBhypo3463.genome.CDS.2141,group00438
TBhypo3463.genome.CDS.2413,group02326
TBhypo3463.genome.CDS.1507,group04794
TBhypo3463.genome.CDS.1797,group01502
TBhypo3463.genome.CDS.2510,group00924
TBhypo3463.genome.CDS.1773,group00475
TBhypo3463.genome.CDS.2498,group02329
TBhypo3463.genome.CDS.1370,group01980
TBhypo3463.genome.CDS.1404,group00145
TBhypo3463.genome.CDS.1405,group00520
TBhypo3463.genome.CDS.1402,group00115
TBhypo3463.genome.CDS.1403,group00172
TBhypo3463.genome.CDS.1400,group00098
TBhypo3463.genome.CDS.1401,group00122
TBhypo3463.genome.CDS.1561,group04800
TBhypo3463.genome.CDS.2491,group04780
TBhypo3463.genome.CDS.1563,group00439
TBhypo3463.genome.CDS.2493,group00205
