TBhypo2152.genome.CDS.1697,group03609
TBhypo2152.genome.CDS.1219,group00376
TBhypo2152.genome.CDS.1218,group00799
TBhypo2152.genome.CDS.1354,group00150
TBhypo2152.genome.CDS.1211,group02794
TBhypo2152.genome.CDS.1213,group01597
TBhypo2152.genome.CDS.1212,group03572
TBhypo2152.genome.CDS.1215,group00553
TBhypo2152.genome.CDS.1214,group00665
TBhypo2152.genome.CDS.1217,group00526
TBhypo2152.genome.CDS.1216,group00965
TBhypo2152.genome.CDS.1749,group02747
TBhypo2152.genome.CDS.1551,group00037
TBhypo2152.genome.CDS.868,group01530
TBhypo2152.genome.CDS.942,group00472
TBhypo2152.genome.CDS.941,group00555
TBhypo2152.genome.CDS.940,group00018
TBhypo2152.genome.CDS.947,group01963
TBhypo2152.genome.CDS.946,group01964
TBhypo2152.genome.CDS.945,group00593
TBhypo2152.genome.CDS.944,group00256
TBhypo2152.genome.CDS.949,group00543
TBhypo2152.genome.CDS.948,group01032
TBhypo2152.genome.CDS.1575,group00566
TBhypo2152.genome.CDS.292,group01435
TBhypo2152.genome.CDS.1858,group01037
TBhypo2152.genome.CDS.1460,group00573
TBhypo2152.genome.CDS.1842,group00347
TBhypo2152.genome.CDS.1828,group00469
TBhypo2152.genome.CDS.1829,group00733
TBhypo2152.genome.CDS.1826,group00635
TBhypo2152.genome.CDS.1827,group00427
TBhypo2152.genome.CDS.1824,group00001
TBhypo2152.genome.CDS.1825,group00002
TBhypo2152.genome.CDS.1822,group00003
TBhypo2152.genome.CDS.1823,group00001
TBhypo2152.genome.CDS.1820,group00520
TBhypo2152.genome.CDS.1821,group00549
TBhypo2152.genome.CDS.1343,group00117
TBhypo2152.genome.CDS.1584,group00360
TBhypo2152.genome.CDS.1134,group00407
TBhypo2152.genome.CDS.1135,group00218
TBhypo2152.genome.CDS.1136,group00607
TBhypo2152.genome.CDS.1137,group01736
TBhypo2152.genome.CDS.1130,group03567
TBhypo2152.genome.CDS.1131,group00134
TBhypo2152.genome.CDS.1132,group00354
TBhypo2152.genome.CDS.1133,group00249
TBhypo2152.genome.CDS.1138,group03566
TBhypo2152.genome.CDS.1620,group03605
TBhypo2152.genome.CDS.1621,group00349
TBhypo2152.genome.CDS.1622,group00053
TBhypo2152.genome.CDS.1623,group00083
TBhypo2152.genome.CDS.1624,group00265
TBhypo2152.genome.CDS.1625,group00061
TBhypo2152.genome.CDS.1626,group01038
TBhypo2152.genome.CDS.1627,group00641
TBhypo2152.genome.CDS.1628,group00690
TBhypo2152.genome.CDS.1742,group00304
TBhypo2152.genome.CDS.1741,group00264
TBhypo2152.genome.CDS.1740,group01053
TBhypo2152.genome.CDS.678,group01088
TBhypo2152.genome.CDS.1745,group01169
TBhypo2152.genome.CDS.1744,group00446
TBhypo2152.genome.CDS.779,group00008
TBhypo2152.genome.CDS.773,group01635
TBhypo2152.genome.CDS.1413,group00610
TBhypo2152.genome.CDS.1412,group00618
TBhypo2152.genome.CDS.1411,group00619
TBhypo2152.genome.CDS.1559,group00030
TBhypo2152.genome.CDS.1417,group00215
TBhypo2152.genome.CDS.1416,group00057
TBhypo2152.genome.CDS.1414,group00522
TBhypo2152.genome.CDS.1552,group00792
TBhypo2152.genome.CDS.1001,group03607
TBhypo2152.genome.CDS.1002,group02983
TBhypo2152.genome.CDS.1418,group00002
TBhypo2152.genome.CDS.1556,group00800
TBhypo2152.genome.CDS.1005,group00590
TBhypo2152.genome.CDS.1554,group00643
TBhypo2152.genome.CDS.1555,group00669
TBhypo2152.genome.CDS.1484,group01164
TBhypo2152.genome.CDS.1485,group00319
TBhypo2152.genome.CDS.1486,group00319
TBhypo2152.genome.CDS.1487,group00583
TBhypo2152.genome.CDS.1480,group00391
TBhypo2152.genome.CDS.1481,group00241
TBhypo2152.genome.CDS.1482,group00223
TBhypo2152.genome.CDS.1528,group00422
TBhypo2152.genome.CDS.1527,group00304
TBhypo2152.genome.CDS.1526,group03597
TBhypo2152.genome.CDS.1525,group00421
TBhypo2152.genome.CDS.1524,group00034
TBhypo2152.genome.CDS.1523,group00802
TBhypo2152.genome.CDS.1489,group00252
TBhypo2152.genome.CDS.1521,group01313
TBhypo2152.genome.CDS.1520,group00416
TBhypo2152.genome.CDS.335,group00170
TBhypo2152.genome.CDS.1471,group00289
TBhypo2152.genome.CDS.1579,group00717
TBhypo2152.genome.CDS.1255,group00773
TBhypo2152.genome.CDS.1254,group00263
TBhypo2152.genome.CDS.1257,group00047
TBhypo2152.genome.CDS.1256,group00047
TBhypo2152.genome.CDS.1318,group00578
TBhypo2152.genome.CDS.1319,group00000
TBhypo2152.genome.CDS.1253,group01048
TBhypo2152.genome.CDS.1252,group00390
TBhypo2152.genome.CDS.1314,group00750
TBhypo2152.genome.CDS.1315,group03584
TBhypo2152.genome.CDS.1316,group00455
TBhypo2152.genome.CDS.1317,group00654
TBhypo2152.genome.CDS.1259,group00189
TBhypo2152.genome.CDS.1258,group00047
TBhypo2152.genome.CDS.1312,group00226
TBhypo2152.genome.CDS.851,group03553
TBhypo2152.genome.CDS.46,group00653
TBhypo2152.genome.CDS.1431,group00022
TBhypo2152.genome.CDS.1479,group00589
TBhypo2152.genome.CDS.1571,group00439
TBhypo2152.genome.CDS.1041,group00484
TBhypo2152.genome.CDS.875,group02649
TBhypo2152.genome.CDS.1573,group00099
TBhypo2152.genome.CDS.1430,group01018
TBhypo2152.genome.CDS.1096,group00152
TBhypo2152.genome.CDS.1194,group00735
TBhypo2152.genome.CDS.1419,group00361
TBhypo2152.genome.CDS.1433,group00405
TBhypo2152.genome.CDS.1092,group00731
TBhypo2152.genome.CDS.918,group00657
TBhypo2152.genome.CDS.919,group00657
TBhypo2152.genome.CDS.1158,group01120
TBhypo2152.genome.CDS.1549,group01030
TBhypo2152.genome.CDS.1113,group00841
TBhypo2152.genome.CDS.910,group00306
TBhypo2152.genome.CDS.911,group00202
TBhypo2152.genome.CDS.912,group00425
TBhypo2152.genome.CDS.1090,group00222
TBhypo2152.genome.CDS.914,group00362
TBhypo2152.genome.CDS.1507,group00978
TBhypo2152.genome.CDS.916,group00381
TBhypo2152.genome.CDS.917,group00136
TBhypo2152.genome.CDS.1506,group00817
TBhypo2152.genome.CDS.1501,group01289
TBhypo2152.genome.CDS.1432,group00031
TBhypo2152.genome.CDS.1500,group00430
TBhypo2152.genome.CDS.1329,group00710
TBhypo2152.genome.CDS.913,group00394
TBhypo2152.genome.CDS.1548,group01081
TBhypo2152.genome.CDS.1114,group00581
TBhypo2152.genome.CDS.1247,group00752
TBhypo2152.genome.CDS.1115,group00502
TBhypo2152.genome.CDS.1052,group00404
TBhypo2152.genome.CDS.915,group00257
TBhypo2152.genome.CDS.1772,group01254
TBhypo2152.genome.CDS.1773,group03551
TBhypo2152.genome.CDS.1770,group01031
TBhypo2152.genome.CDS.1771,group00628
TBhypo2152.genome.CDS.1776,group01326
TBhypo2152.genome.CDS.1777,group01538
TBhypo2152.genome.CDS.1007,group00784
TBhypo2152.genome.CDS.1775,group00013
TBhypo2152.genome.CDS.1778,group01364
TBhypo2152.genome.CDS.1779,group01554
TBhypo2152.genome.CDS.1871,group01866
TBhypo2152.genome.CDS.1706,group00603
TBhypo2152.genome.CDS.1873,group03557
TBhypo2152.genome.CDS.1704,group00694
TBhypo2152.genome.CDS.1875,group01198
TBhypo2152.genome.CDS.1874,group01220
TBhypo2152.genome.CDS.1701,group03610
TBhypo2152.genome.CDS.1700,group01537
TBhypo2152.genome.CDS.1878,group01465
TBhypo2152.genome.CDS.1709,group00212
TBhypo2152.genome.CDS.1708,group00403
TBhypo2152.genome.CDS.758,group00757
TBhypo2152.genome.CDS.1377,group03589
TBhypo2152.genome.CDS.1686,group00572
TBhypo2152.genome.CDS.1687,group00201
TBhypo2152.genome.CDS.1684,group01148
TBhypo2152.genome.CDS.1685,group00478
TBhypo2152.genome.CDS.1682,group00948
TBhypo2152.genome.CDS.1683,group01042
TBhypo2152.genome.CDS.1680,group00806
TBhypo2152.genome.CDS.1681,group00123
TBhypo2152.genome.CDS.1688,group01003
TBhypo2152.genome.CDS.1689,group00096
TBhypo2152.genome.CDS.1516,group00481
TBhypo2152.genome.CDS.1517,group00406
TBhypo2152.genome.CDS.1514,group00077
TBhypo2152.genome.CDS.1515,group00019
TBhypo2152.genome.CDS.1512,group01062
TBhypo2152.genome.CDS.1513,group02010
TBhypo2152.genome.CDS.1510,group00234
TBhypo2152.genome.CDS.1511,group00305
TBhypo2152.genome.CDS.1249,group00397
TBhypo2152.genome.CDS.1755,group00075
TBhypo2152.genome.CDS.1518,group00695
TBhypo2152.genome.CDS.1519,group00721
TBhypo2152.genome.CDS.1170,group00770
TBhypo2152.genome.CDS.1171,group00728
TBhypo2152.genome.CDS.1679,group00550
TBhypo2152.genome.CDS.1173,group01223
TBhypo2152.genome.CDS.1174,group00671
TBhypo2152.genome.CDS.1175,group01878
TBhypo2152.genome.CDS.1176,group00311
TBhypo2152.genome.CDS.1177,group00691
TBhypo2152.genome.CDS.1673,group01645
TBhypo2152.genome.CDS.1672,group00854
TBhypo2152.genome.CDS.1671,group00305
TBhypo2152.genome.CDS.1670,group00155
TBhypo2152.genome.CDS.1677,group00551
TBhypo2152.genome.CDS.1676,group01607
TBhypo2152.genome.CDS.1675,group00658
TBhypo2152.genome.CDS.1674,group01288
TBhypo2152.genome.CDS.1436,group00547
TBhypo2152.genome.CDS.1053,group00326
TBhypo2152.genome.CDS.1079,group00330
TBhypo2152.genome.CDS.1198,group00705
TBhypo2152.genome.CDS.1050,group00461
TBhypo2152.genome.CDS.1057,group00206
TBhypo2152.genome.CDS.1056,group00320
TBhypo2152.genome.CDS.1055,group00268
TBhypo2152.genome.CDS.1054,group00445
TBhypo2152.genome.CDS.1192,group00620
TBhypo2152.genome.CDS.1193,group00343
TBhypo2152.genome.CDS.1059,group01014
TBhypo2152.genome.CDS.1191,group00798
TBhypo2152.genome.CDS.1196,group00704
TBhypo2152.genome.CDS.1374,group00178
TBhypo2152.genome.CDS.1669,group00132
TBhypo2152.genome.CDS.1358,group00935
TBhypo2152.genome.CDS.1290,group00355
TBhypo2152.genome.CDS.1428,group00003
TBhypo2152.genome.CDS.1292,group00677
TBhypo2152.genome.CDS.1295,group00806
TBhypo2152.genome.CDS.1294,group00229
TBhypo2152.genome.CDS.1297,group00974
TBhypo2152.genome.CDS.1296,group00123
TBhypo2152.genome.CDS.1350,group00208
TBhypo2152.genome.CDS.1298,group00848
TBhypo2152.genome.CDS.1420,group00318
TBhypo2152.genome.CDS.1353,group00129
TBhypo2152.genome.CDS.1426,group00496
TBhypo2152.genome.CDS.1355,group00246
TBhypo2152.genome.CDS.1424,group01093
TBhypo2152.genome.CDS.1425,group00793
TBhypo2152.genome.CDS.1558,group00771
TBhypo2152.genome.CDS.1370,group00122
TBhypo2152.genome.CDS.1459,group00660
TBhypo2152.genome.CDS.1458,group00605
TBhypo2152.genome.CDS.1457,group01009
TBhypo2152.genome.CDS.1456,group00634
TBhypo2152.genome.CDS.1455,group00516
TBhypo2152.genome.CDS.1454,group00004
TBhypo2152.genome.CDS.1453,group00016
TBhypo2152.genome.CDS.1452,group01730
TBhypo2152.genome.CDS.1451,group00737
TBhypo2152.genome.CDS.1450,group00141
TBhypo2152.genome.CDS.1373,group00400
TBhypo2152.genome.CDS.666,group03604
TBhypo2152.genome.CDS.236,group00683
TBhypo2152.genome.CDS.1228,group01212
TBhypo2152.genome.CDS.1229,group00536
TBhypo2152.genome.CDS.1224,group01357
TBhypo2152.genome.CDS.1225,group01213
TBhypo2152.genome.CDS.1226,group01113
TBhypo2152.genome.CDS.1227,group00940
TBhypo2152.genome.CDS.1220,group03570
TBhypo2152.genome.CDS.1221,group00678
TBhypo2152.genome.CDS.1222,group00536
TBhypo2152.genome.CDS.1223,group01325
TBhypo2152.genome.CDS.921,group00106
TBhypo2152.genome.CDS.920,group00299
TBhypo2152.genome.CDS.923,group02324
TBhypo2152.genome.CDS.922,group00104
TBhypo2152.genome.CDS.925,group00059
TBhypo2152.genome.CDS.1378,group00054
TBhypo2152.genome.CDS.927,group03549
TBhypo2152.genome.CDS.926,group00158
TBhypo2152.genome.CDS.929,group00423
TBhypo2152.genome.CDS.928,group00423
TBhypo2152.genome.CDS.1076,group00664
TBhypo2152.genome.CDS.1632,group00849
TBhypo2152.genome.CDS.954,group00078
TBhypo2152.genome.CDS.955,group03586
TBhypo2152.genome.CDS.956,group03592
TBhypo2152.genome.CDS.957,group01274
TBhypo2152.genome.CDS.950,group03580
TBhypo2152.genome.CDS.951,group00124
TBhypo2152.genome.CDS.952,group00292
TBhypo2152.genome.CDS.953,group00168
TBhypo2152.genome.CDS.959,group00021
TBhypo2152.genome.CDS.1783,group01723
TBhypo2152.genome.CDS.287,group03571
TBhypo2152.genome.CDS.280,group00570
TBhypo2152.genome.CDS.1189,group00889
TBhypo2152.genome.CDS.1735,group00434
TBhypo2152.genome.CDS.1774,group00716
TBhypo2152.genome.CDS.1188,group00385
TBhypo2152.genome.CDS.1468,group00495
TBhypo2152.genome.CDS.1278,group00568
TBhypo2152.genome.CDS.1639,group00328
TBhypo2152.genome.CDS.1638,group00688
TBhypo2152.genome.CDS.1839,group00932
TBhypo2152.genome.CDS.1835,group01056
TBhypo2152.genome.CDS.1834,group01138
TBhypo2152.genome.CDS.1837,group03554
TBhypo2152.genome.CDS.1836,group01858
TBhypo2152.genome.CDS.1831,group00490
TBhypo2152.genome.CDS.1830,group00489
TBhypo2152.genome.CDS.1833,group00739
TBhypo2152.genome.CDS.1832,group01084
TBhypo2152.genome.CDS.1707,group01092
TBhypo2152.genome.CDS.1870,group01158
TBhypo2152.genome.CDS.1705,group00604
TBhypo2152.genome.CDS.1545,group01432
TBhypo2152.genome.CDS.1642,group00594
TBhypo2152.genome.CDS.1643,group03608
TBhypo2152.genome.CDS.1640,group00616
TBhypo2152.genome.CDS.1641,group00595
TBhypo2152.genome.CDS.1646,group00272
TBhypo2152.genome.CDS.1647,group00380
TBhypo2152.genome.CDS.1644,group00212
TBhypo2152.genome.CDS.1645,group00443
TBhypo2152.genome.CDS.1703,group00809
TBhypo2152.genome.CDS.1648,group00408
TBhypo2152.genome.CDS.1649,group00388
TBhypo2152.genome.CDS.1637,group00611
TBhypo2152.genome.CDS.1636,group00569
TBhypo2152.genome.CDS.1635,group00310
TBhypo2152.genome.CDS.1634,group01059
TBhypo2152.genome.CDS.1633,group00796
TBhypo2152.genome.CDS.1877,group01737
TBhypo2152.genome.CDS.1631,group00007
TBhypo2152.genome.CDS.1630,group03603
TBhypo2152.genome.CDS.1736,group01208
TBhypo2152.genome.CDS.1737,group01234
TBhypo2152.genome.CDS.1734,group01189
TBhypo2152.genome.CDS.1876,group00009
TBhypo2152.genome.CDS.1732,group00091
TBhypo2152.genome.CDS.1733,group00175
TBhypo2152.genome.CDS.1730,group00040
TBhypo2152.genome.CDS.1731,group00198
TBhypo2152.genome.CDS.780,group00465
TBhypo2152.genome.CDS.783,group00466
TBhypo2152.genome.CDS.1651,group00506
