TBhypo680.genome.CDS.1780,group01145
TBhypo680.genome.CDS.2160,group00016
TBhypo680.genome.CDS.2087,group00489
TBhypo680.genome.CDS.1553,group00757
TBhypo680.genome.CDS.2129,group01584
TBhypo680.genome.CDS.1322,group00751
TBhypo680.genome.CDS.1499,group02973
TBhypo680.genome.CDS.1734,group00783
TBhypo680.genome.CDS.1320,group00152
TBhypo680.genome.CDS.2612,group00544
TBhypo680.genome.CDS.1771,group03677
TBhypo680.genome.CDS.2036,group00753
TBhypo680.genome.CDS.1736,group00589
TBhypo680.genome.CDS.1867,group00862
TBhypo680.genome.CDS.1770,group00432
TBhypo680.genome.CDS.1866,group00383
TBhypo680.genome.CDS.2416,group00385
TBhypo680.genome.CDS.1983,group00700
TBhypo680.genome.CDS.1681,group01867
TBhypo680.genome.CDS.2432,group00340
TBhypo680.genome.CDS.1571,group00090
TBhypo680.genome.CDS.1860,group01801
TBhypo680.genome.CDS.2519,group01555
TBhypo680.genome.CDS.2079,group00055
TBhypo680.genome.CDS.2078,group00046
TBhypo680.genome.CDS.1988,group00155
TBhypo680.genome.CDS.1532,group00487
TBhypo680.genome.CDS.2073,group01637
TBhypo680.genome.CDS.2072,group01377
TBhypo680.genome.CDS.2071,group01451
TBhypo680.genome.CDS.2070,group01854
TBhypo680.genome.CDS.2077,group01253
TBhypo680.genome.CDS.2076,group00510
TBhypo680.genome.CDS.2075,group01313
TBhypo680.genome.CDS.2074,group01703
TBhypo680.genome.CDS.2590,group00170
TBhypo680.genome.CDS.2450,group00327
TBhypo680.genome.CDS.1980,group00271
TBhypo680.genome.CDS.2589,group00963
TBhypo680.genome.CDS.2216,group00063
TBhypo680.genome.CDS.2550,group02111
TBhypo680.genome.CDS.1452,group00279
TBhypo680.genome.CDS.2279,group01428
TBhypo680.genome.CDS.2418,group00736
TBhypo680.genome.CDS.1745,group00714
TBhypo680.genome.CDS.344,group01027
TBhypo680.genome.CDS.2602,group00757
TBhypo680.genome.CDS.1505,group00069
TBhypo680.genome.CDS.1868,group00942
TBhypo680.genome.CDS.1472,group01390
TBhypo680.genome.CDS.1473,group01615
TBhypo680.genome.CDS.1470,group02190
TBhypo680.genome.CDS.1471,group01440
TBhypo680.genome.CDS.1476,group00960
TBhypo680.genome.CDS.1944,group00999
TBhypo680.genome.CDS.1474,group01965
TBhypo680.genome.CDS.1475,group00707
TBhypo680.genome.CDS.1740,group00685
TBhypo680.genome.CDS.1478,group00761
TBhypo680.genome.CDS.1479,group01174
TBhypo680.genome.CDS.1428,group00605
TBhypo680.genome.CDS.1175,group01464
TBhypo680.genome.CDS.1892,group03679
TBhypo680.genome.CDS.2111,group00946
TBhypo680.genome.CDS.2558,group00829
TBhypo680.genome.CDS.1743,group00563
TBhypo680.genome.CDS.2592,group00295
TBhypo680.genome.CDS.2443,group00341
TBhypo680.genome.CDS.2559,group00073
TBhypo680.genome.CDS.1923,group01758
TBhypo680.genome.CDS.1426,group03682
TBhypo680.genome.CDS.2249,group00204
TBhypo680.genome.CDS.1914,group00683
TBhypo680.genome.CDS.1421,group00719
TBhypo680.genome.CDS.2593,group00196
TBhypo680.genome.CDS.1917,group01319
TBhypo680.genome.CDS.1749,group00930
TBhypo680.genome.CDS.2486,group02165
TBhypo680.genome.CDS.1600,group01373
TBhypo680.genome.CDS.1603,group01102
TBhypo680.genome.CDS.1602,group01047
TBhypo680.genome.CDS.1605,group00339
TBhypo680.genome.CDS.1604,group01125
TBhypo680.genome.CDS.1359,group00428
TBhypo680.genome.CDS.1358,group00828
TBhypo680.genome.CDS.1609,group01071
TBhypo680.genome.CDS.1608,group01804
TBhypo680.genome.CDS.1355,group00199
TBhypo680.genome.CDS.1353,group00745
TBhypo680.genome.CDS.1352,group00746
TBhypo680.genome.CDS.1351,group01112
TBhypo680.genome.CDS.1350,group00467
TBhypo680.genome.CDS.1674,group00817
TBhypo680.genome.CDS.1676,group02389
TBhypo680.genome.CDS.1677,group00396
TBhypo680.genome.CDS.1779,group01699
TBhypo680.genome.CDS.1671,group00135
TBhypo680.genome.CDS.1672,group01028
TBhypo680.genome.CDS.1673,group00978
TBhypo680.genome.CDS.1775,group03675
TBhypo680.genome.CDS.1774,group00012
TBhypo680.genome.CDS.1777,group00706
TBhypo680.genome.CDS.1776,group01192
TBhypo680.genome.CDS.1678,group00929
TBhypo680.genome.CDS.1679,group01024
TBhypo680.genome.CDS.1773,group01256
TBhypo680.genome.CDS.1772,group02193
TBhypo680.genome.CDS.2554,group01276
TBhypo680.genome.CDS.2555,group02398
TBhypo680.genome.CDS.2556,group02399
TBhypo680.genome.CDS.2557,group00537
TBhypo680.genome.CDS.2419,group00798
TBhypo680.genome.CDS.2551,group00780
TBhypo680.genome.CDS.2552,group00433
TBhypo680.genome.CDS.2553,group01988
TBhypo680.genome.CDS.2415,group00233
TBhypo680.genome.CDS.2414,group00420
TBhypo680.genome.CDS.2417,group00889
TBhypo680.genome.CDS.822,group00554
TBhypo680.genome.CDS.2411,group00359
TBhypo680.genome.CDS.2410,group00315
TBhypo680.genome.CDS.2412,group00758
TBhypo680.genome.CDS.1915,group00539
TBhypo680.genome.CDS.2208,group00403
TBhypo680.genome.CDS.1698,group00799
TBhypo680.genome.CDS.1699,group00376
TBhypo680.genome.CDS.1911,group00914
TBhypo680.genome.CDS.1910,group02469
TBhypo680.genome.CDS.1913,group00917
TBhypo680.genome.CDS.1912,group00017
TBhypo680.genome.CDS.1692,group01597
TBhypo680.genome.CDS.1693,group00665
TBhypo680.genome.CDS.2453,group00748
TBhypo680.genome.CDS.2423,group00475
TBhypo680.genome.CDS.1696,group01503
TBhypo680.genome.CDS.1918,group03680
TBhypo680.genome.CDS.1694,group00553
TBhypo680.genome.CDS.1697,group00526
TBhypo680.genome.CDS.2327,group01543
TBhypo680.genome.CDS.2326,group01910
TBhypo680.genome.CDS.2325,group02134
TBhypo680.genome.CDS.2324,group01891
TBhypo680.genome.CDS.2323,group01331
TBhypo680.genome.CDS.2322,group00536
TBhypo680.genome.CDS.2321,group01546
TBhypo680.genome.CDS.2320,group01540
TBhypo680.genome.CDS.1502,group01053
TBhypo680.genome.CDS.1855,group00105
TBhypo680.genome.CDS.1500,group00808
TBhypo680.genome.CDS.1501,group00264
TBhypo680.genome.CDS.1850,group00679
TBhypo680.genome.CDS.1851,group00680
TBhypo680.genome.CDS.1852,group01353
TBhypo680.genome.CDS.1853,group01324
TBhypo680.genome.CDS.2253,group00124
TBhypo680.genome.CDS.2159,group00004
TBhypo680.genome.CDS.2523,group01052
TBhypo680.genome.CDS.2250,group02186
TBhypo680.genome.CDS.1595,group00658
TBhypo680.genome.CDS.2524,group00812
TBhypo680.genome.CDS.2255,group00168
TBhypo680.genome.CDS.2526,group01914
TBhypo680.genome.CDS.2150,group00951
TBhypo680.genome.CDS.2151,group00318
TBhypo680.genome.CDS.2152,group00426
TBhypo680.genome.CDS.2258,group00164
TBhypo680.genome.CDS.2154,group00431
TBhypo680.genome.CDS.1508,group00782
TBhypo680.genome.CDS.2156,group00436
TBhypo680.genome.CDS.2157,group00089
TBhypo680.genome.CDS.1201,group02711
TBhypo680.genome.CDS.2200,group00094
TBhypo680.genome.CDS.1509,group00602
TBhypo680.genome.CDS.2533,group01846
TBhypo680.genome.CDS.2541,group02079
TBhypo680.genome.CDS.2201,group00503
TBhypo680.genome.CDS.656,group01596
TBhypo680.genome.CDS.1858,group01940
TBhypo680.genome.CDS.2369,group00532
TBhypo680.genome.CDS.1859,group00829
TBhypo680.genome.CDS.1829,group01831
TBhypo680.genome.CDS.1828,group00952
TBhypo680.genome.CDS.2597,group00019
TBhypo680.genome.CDS.2368,group00533
TBhypo680.genome.CDS.2335,group00524
TBhypo680.genome.CDS.1821,group00337
TBhypo680.genome.CDS.1820,group00037
TBhypo680.genome.CDS.1823,group01081
TBhypo680.genome.CDS.1825,group00613
TBhypo680.genome.CDS.1824,group01135
TBhypo680.genome.CDS.1827,group02192
TBhypo680.genome.CDS.2205,group00272
TBhypo680.genome.CDS.2020,group00091
TBhypo680.genome.CDS.1854,group01143
TBhypo680.genome.CDS.2022,group00419
TBhypo680.genome.CDS.2023,group00148
TBhypo680.genome.CDS.2024,group00092
TBhypo680.genome.CDS.1896,group00435
TBhypo680.genome.CDS.2026,group00029
TBhypo680.genome.CDS.1503,group01635
TBhypo680.genome.CDS.2028,group01247
TBhypo680.genome.CDS.2029,group00668
TBhypo680.genome.CDS.2207,group00212
TBhypo680.genome.CDS.1856,group01872
TBhypo680.genome.CDS.2598,group00085
TBhypo680.genome.CDS.2220,group00095
TBhypo680.genome.CDS.1506,group01782
TBhypo680.genome.CDS.1507,group01187
TBhypo680.genome.CDS.1387,group03668
TBhypo680.genome.CDS.2329,group01450
TBhypo680.genome.CDS.2328,group00795
TBhypo680.genome.CDS.1958,group00834
TBhypo680.genome.CDS.1591,group01516
TBhypo680.genome.CDS.236,group03664
TBhypo680.genome.CDS.2252,group00156
TBhypo680.genome.CDS.2251,group00373
TBhypo680.genome.CDS.2274,group01184
TBhypo680.genome.CDS.2522,group01134
TBhypo680.genome.CDS.2469,group00831
TBhypo680.genome.CDS.2257,group00195
TBhypo680.genome.CDS.2139,group00684
TBhypo680.genome.CDS.2256,group00078
TBhypo680.genome.CDS.2217,group00082
TBhypo680.genome.CDS.1597,group00347
TBhypo680.genome.CDS.1619,group00506
TBhypo680.genome.CDS.1886,group00395
TBhypo680.genome.CDS.1388,group01309
TBhypo680.genome.CDS.2117,group00171
TBhypo680.genome.CDS.1885,group00159
TBhypo680.genome.CDS.1389,group01351
TBhypo680.genome.CDS.1133,group01296
TBhypo680.genome.CDS.1599,group00345
TBhypo680.genome.CDS.2312,group02084
TBhypo680.genome.CDS.2214,group00048
TBhypo680.genome.CDS.1695,group00965
TBhypo680.genome.CDS.1598,group00346
TBhypo680.genome.CDS.2527,group01347
TBhypo680.genome.CDS.1551,group00041
TBhypo680.genome.CDS.2528,group02724
TBhypo680.genome.CDS.1567,group01034
TBhypo680.genome.CDS.2259,group00075
TBhypo680.genome.CDS.2212,group00444
TBhypo680.genome.CDS.2153,group00389
TBhypo680.genome.CDS.1881,group00407
TBhypo680.genome.CDS.1916,group01108
TBhypo680.genome.CDS.2388,group00097
TBhypo680.genome.CDS.1691,group00640
TBhypo680.genome.CDS.2210,group00227
TBhypo680.genome.CDS.2155,group02770
TBhypo680.genome.CDS.1722,group00371
TBhypo680.genome.CDS.1723,group00213
TBhypo680.genome.CDS.1720,group00597
TBhypo680.genome.CDS.1488,group01121
TBhypo680.genome.CDS.1726,group01089
TBhypo680.genome.CDS.1727,group00514
TBhypo680.genome.CDS.1724,group00330
TBhypo680.genome.CDS.1725,group01065
TBhypo680.genome.CDS.1483,group00756
TBhypo680.genome.CDS.1482,group00760
TBhypo680.genome.CDS.1728,group00197
TBhypo680.genome.CDS.1480,group01133
TBhypo680.genome.CDS.1539,group01256
TBhypo680.genome.CDS.1486,group00390
TBhypo680.genome.CDS.1485,group01048
TBhypo680.genome.CDS.1484,group00263
TBhypo680.genome.CDS.2197,group00191
TBhypo680.genome.CDS.1438,group01262
TBhypo680.genome.CDS.1439,group01212
TBhypo680.genome.CDS.1436,group01213
TBhypo680.genome.CDS.2190,group00937
TBhypo680.genome.CDS.1434,group01357
TBhypo680.genome.CDS.1435,group01435
TBhypo680.genome.CDS.1432,group03681
TBhypo680.genome.CDS.1433,group03688
TBhypo680.genome.CDS.1430,group00013
TBhypo680.genome.CDS.1431,group00126
TBhypo680.genome.CDS.1520,group00460
TBhypo680.genome.CDS.1991,group00878
TBhypo680.genome.CDS.311,group03666
TBhypo680.genome.CDS.310,group03667
TBhypo680.genome.CDS.2219,group00129
TBhypo680.genome.CDS.1255,group00476
TBhypo680.genome.CDS.2103,group00214
TBhypo680.genome.CDS.2102,group00280
TBhypo680.genome.CDS.1978,group00717
TBhypo680.genome.CDS.1799,group00111
TBhypo680.genome.CDS.1798,group02269
TBhypo680.genome.CDS.1797,group02268
TBhypo680.genome.CDS.1938,group00482
TBhypo680.genome.CDS.1795,group00222
TBhypo680.genome.CDS.1793,group00429
TBhypo680.genome.CDS.1792,group01325
TBhypo680.genome.CDS.1791,group00785
TBhypo680.genome.CDS.1790,group00678
TBhypo680.genome.CDS.2161,group00984
TBhypo680.genome.CDS.1547,group02010
TBhypo680.genome.CDS.1544,group01648
TBhypo680.genome.CDS.927,group00292
TBhypo680.genome.CDS.2165,group01123
TBhypo680.genome.CDS.2164,group01149
TBhypo680.genome.CDS.2167,group00006
TBhypo680.genome.CDS.1541,group01281
TBhypo680.genome.CDS.2169,group00007
TBhypo680.genome.CDS.2168,group00325
TBhypo680.genome.CDS.32,group01086
TBhypo680.genome.CDS.1548,group00077
TBhypo680.genome.CDS.1260,group00630
TBhypo680.genome.CDS.2114,group00103
TBhypo680.genome.CDS.2115,group00209
TBhypo680.genome.CDS.1319,group00060
TBhypo680.genome.CDS.2441,group00624
TBhypo680.genome.CDS.2110,group00801
TBhypo680.genome.CDS.2447,group00232
TBhypo680.genome.CDS.2112,group00039
TBhypo680.genome.CDS.2445,group00161
TBhypo680.genome.CDS.1313,group00612
TBhypo680.genome.CDS.1644,group00374
TBhypo680.genome.CDS.1311,group01126
TBhypo680.genome.CDS.1310,group00316
TBhypo680.genome.CDS.2118,group00008
TBhypo680.genome.CDS.2145,group00241
TBhypo680.genome.CDS.1315,group00002
TBhypo680.genome.CDS.1642,group00550
TBhypo680.genome.CDS.55,group03663
TBhypo680.genome.CDS.1369,group00806
TBhypo680.genome.CDS.2569,group00025
TBhypo680.genome.CDS.594,group00045
TBhypo680.genome.CDS.2458,group01871
TBhypo680.genome.CDS.2565,group01063
TBhypo680.genome.CDS.2564,group00692
TBhypo680.genome.CDS.2567,group00353
TBhypo680.genome.CDS.2566,group00574
TBhypo680.genome.CDS.2561,group01261
TBhypo680.genome.CDS.2560,group00762
TBhypo680.genome.CDS.2563,group00839
TBhypo680.genome.CDS.2562,group00744
TBhypo680.genome.CDS.1865,group00512
TBhypo680.genome.CDS.1948,group00202
TBhypo680.genome.CDS.2108,group00893
TBhypo680.genome.CDS.1861,group01802
TBhypo680.genome.CDS.2141,group00319
TBhypo680.genome.CDS.1863,group01992
TBhypo680.genome.CDS.1862,group02112
TBhypo680.genome.CDS.1942,group00545
TBhypo680.genome.CDS.1943,group00363
TBhypo680.genome.CDS.1940,group00621
TBhypo680.genome.CDS.1941,group02796
TBhypo680.genome.CDS.1869,group01796
TBhypo680.genome.CDS.1947,group00306
TBhypo680.genome.CDS.1489,group01421
TBhypo680.genome.CDS.1945,group00382
TBhypo680.genome.CDS.1949,group00076
TBhypo680.genome.CDS.961,group02976
TBhypo680.genome.CDS.1815,group01107
TBhypo680.genome.CDS.2204,group00759
TBhypo680.genome.CDS.2363,group01356
TBhypo680.genome.CDS.2362,group00320
TBhypo680.genome.CDS.2361,group00206
TBhypo680.genome.CDS.2360,group00217
TBhypo680.genome.CDS.2367,group00307
TBhypo680.genome.CDS.2366,group00534
TBhypo680.genome.CDS.2365,group00535
TBhypo680.genome.CDS.2364,group00184
TBhypo680.genome.CDS.1890,group00821
TBhypo680.genome.CDS.2499,group00682
TBhypo680.genome.CDS.2202,group02135
TBhypo680.genome.CDS.2203,group02695
TBhypo680.genome.CDS.1894,group00818
TBhypo680.genome.CDS.1895,group01466
TBhypo680.genome.CDS.2206,group00443
TBhypo680.genome.CDS.1897,group00934
TBhypo680.genome.CDS.2149,group00951
TBhypo680.genome.CDS.768,group00417
TBhypo680.genome.CDS.1898,group01879
TBhypo680.genome.CDS.2025,group02029
TBhypo680.genome.CDS.2148,group00633
TBhypo680.genome.CDS.2389,group00062
TBhypo680.genome.CDS.1708,group00793
TBhypo680.genome.CDS.1361,group00303
TBhypo680.genome.CDS.1929,group00416
TBhypo680.genome.CDS.1330,group00114
TBhypo680.genome.CDS.1563,group00626
TBhypo680.genome.CDS.2461,group01442
TBhypo680.genome.CDS.2381,group00244
TBhypo680.genome.CDS.2380,group00708
TBhypo680.genome.CDS.2383,group00145
TBhypo680.genome.CDS.2382,group01004
TBhypo680.genome.CDS.2385,group00115
TBhypo680.genome.CDS.2384,group00172
TBhypo680.genome.CDS.2387,group00098
TBhypo680.genome.CDS.2386,group00122
TBhypo680.genome.CDS.2019,group00175
TBhypo680.genome.CDS.2018,group01189
TBhypo680.genome.CDS.1453,group00948
TBhypo680.genome.CDS.1899,group01601
TBhypo680.genome.CDS.2107,group00285
TBhypo680.genome.CDS.2011,group01481
TBhypo680.genome.CDS.2010,group01942
TBhypo680.genome.CDS.2013,group00259
TBhypo680.genome.CDS.2012,group03686
TBhypo680.genome.CDS.2015,group01209
TBhypo680.genome.CDS.2014,group01055
TBhypo680.genome.CDS.2017,group00434
TBhypo680.genome.CDS.2016,group01208
TBhypo680.genome.CDS.1335,group00032
TBhypo680.genome.CDS.1515,group00959
TBhypo680.genome.CDS.2513,group00138
TBhypo680.genome.CDS.2068,group01419
TBhypo680.genome.CDS.2147,group00554
TBhypo680.genome.CDS.2158,group00342
TBhypo680.genome.CDS.2021,group00198
TBhypo680.genome.CDS.2064,group00516
TBhypo680.genome.CDS.2065,group01780
TBhypo680.genome.CDS.2066,group00674
TBhypo680.genome.CDS.2067,group01252
TBhypo680.genome.CDS.2060,group00141
TBhypo680.genome.CDS.1625,group00118
TBhypo680.genome.CDS.2062,group00016
TBhypo680.genome.CDS.2063,group00004
TBhypo680.genome.CDS.1336,group00502
TBhypo680.genome.CDS.1623,group00779
TBhypo680.genome.CDS.1669,group00234
TBhypo680.genome.CDS.1367,group00609
TBhypo680.genome.CDS.1622,group00995
TBhypo680.genome.CDS.2280,group01830
TBhypo680.genome.CDS.1668,group00305
TBhypo680.genome.CDS.1333,group00525
TBhypo680.genome.CDS.1811,group00010
TBhypo680.genome.CDS.1318,group00057
TBhypo680.genome.CDS.2027,group01114
TBhypo680.genome.CDS.515,group01030
TBhypo680.genome.CDS.2282,group00031
TBhypo680.genome.CDS.2061,group00737
TBhypo680.genome.CDS.1447,group01559
TBhypo680.genome.CDS.1446,group01515
TBhypo680.genome.CDS.1445,group01618
TBhypo680.genome.CDS.1444,group01370
TBhypo680.genome.CDS.1443,group01912
TBhypo680.genome.CDS.1442,group03694
TBhypo680.genome.CDS.1441,group00763
TBhypo680.genome.CDS.1440,group00662
TBhypo680.genome.CDS.2284,group02161
TBhypo680.genome.CDS.548,group02129
TBhypo680.genome.CDS.465,group02737
TBhypo680.genome.CDS.464,group02720
TBhypo680.genome.CDS.1449,group01737
TBhypo680.genome.CDS.1448,group01465
TBhypo680.genome.CDS.1528,group01136
TBhypo680.genome.CDS.2468,group00014
TBhypo680.genome.CDS.2286,group00000
TBhypo680.genome.CDS.2542,group01380
TBhypo680.genome.CDS.1564,group01033
TBhypo680.genome.CDS.1817,group00669
TBhypo680.genome.CDS.1649,group00596
TBhypo680.genome.CDS.1783,group00712
TBhypo680.genome.CDS.2478,group02125
TBhypo680.genome.CDS.1951,group00018
TBhypo680.genome.CDS.2001,group01173
TBhypo680.genome.CDS.2289,group00900
TBhypo680.genome.CDS.2198,group00081
TBhypo680.genome.CDS.1163,group01917
TBhypo680.genome.CDS.1584,group01290
TBhypo680.genome.CDS.1813,group01025
TBhypo680.genome.CDS.1513,group00775
TBhypo680.genome.CDS.2434,group00011
TBhypo680.genome.CDS.2187,group00857
TBhypo680.genome.CDS.1752,group02394
TBhypo680.genome.CDS.2138,group00684
TBhypo680.genome.CDS.2448,group00814
TBhypo680.genome.CDS.2444,group00561
TBhypo680.genome.CDS.1340,group00825
TBhypo680.genome.CDS.1613,group01537
TBhypo680.genome.CDS.1342,group00914
TBhypo680.genome.CDS.1343,group00575
TBhypo680.genome.CDS.1344,group01147
TBhypo680.genome.CDS.1345,group00923
TBhypo680.genome.CDS.1346,group00018
TBhypo680.genome.CDS.1615,group00408
TBhypo680.genome.CDS.1690,group00290
TBhypo680.genome.CDS.1349,group00042
TBhypo680.genome.CDS.1618,group00507
TBhypo680.genome.CDS.1956,group00451
TBhypo680.genome.CDS.2484,group01633
TBhypo680.genome.CDS.2462,group01470
TBhypo680.genome.CDS.2548,group02322
TBhypo680.genome.CDS.284,group01057
TBhypo680.genome.CDS.1768,group02390
TBhypo680.genome.CDS.1769,group03674
TBhypo680.genome.CDS.1766,group00809
TBhypo680.genome.CDS.1767,group00430
TBhypo680.genome.CDS.1764,group00603
TBhypo680.genome.CDS.1765,group00604
TBhypo680.genome.CDS.1762,group00487
TBhypo680.genome.CDS.1763,group03673
TBhypo680.genome.CDS.1760,group01402
TBhypo680.genome.CDS.1761,group00275
TBhypo680.genome.CDS.2621,group00549
TBhypo680.genome.CDS.2133,group00686
TBhypo680.genome.CDS.1298,group00378
TBhypo680.genome.CDS.2409,group00754
TBhypo680.genome.CDS.2406,group01270
TBhypo680.genome.CDS.2407,group01679
TBhypo680.genome.CDS.1294,group00137
TBhypo680.genome.CDS.2405,group01150
TBhypo680.genome.CDS.2402,group00698
TBhypo680.genome.CDS.2100,group00216
TBhypo680.genome.CDS.2400,group00644
TBhypo680.genome.CDS.2401,group00723
TBhypo680.genome.CDS.1729,group00664
TBhypo680.genome.CDS.1960,group01090
TBhypo680.genome.CDS.1904,group01201
TBhypo680.genome.CDS.1758,group00840
TBhypo680.genome.CDS.1902,group00398
TBhypo680.genome.CDS.1903,group01181
TBhypo680.genome.CDS.1900,group00829
TBhypo680.genome.CDS.1901,group00248
TBhypo680.genome.CDS.1404,group01878
TBhypo680.genome.CDS.1908,group00871
TBhypo680.genome.CDS.1909,group01240
TBhypo680.genome.CDS.2231,group00852
TBhypo680.genome.CDS.2230,group00059
TBhypo680.genome.CDS.2233,group00106
TBhypo680.genome.CDS.2232,group00104
TBhypo680.genome.CDS.2622,group00003
TBhypo680.genome.CDS.2623,group00001
TBhypo680.genome.CDS.2237,group00381
TBhypo680.genome.CDS.1538,group01649
TBhypo680.genome.CDS.1537,group01111
TBhypo680.genome.CDS.1536,group00448
TBhypo680.genome.CDS.1535,group00449
TBhypo680.genome.CDS.2584,group00143
TBhypo680.genome.CDS.2583,group00571
TBhypo680.genome.CDS.2582,group00456
TBhypo680.genome.CDS.1531,group01082
TBhypo680.genome.CDS.2580,group00189
TBhypo680.genome.CDS.2244,group00225
TBhypo680.genome.CDS.2245,group00240
TBhypo680.genome.CDS.2530,group03699
TBhypo680.genome.CDS.2531,group01692
TBhypo680.genome.CDS.1999,group00021
TBhypo680.genome.CDS.1998,group00020
TBhypo680.genome.CDS.2242,group00245
TBhypo680.genome.CDS.1585,group01359
TBhypo680.genome.CDS.2125,group01142
TBhypo680.genome.CDS.1994,group03685
TBhypo680.genome.CDS.2538,group01890
TBhypo680.genome.CDS.2126,group01548
TBhypo680.genome.CDS.2121,group00494
TBhypo680.genome.CDS.1990,group00127
TBhypo680.genome.CDS.1993,group01731
TBhypo680.genome.CDS.2122,group00667
TBhypo680.genome.CDS.2497,group01561
TBhypo680.genome.CDS.2194,group00253
TBhypo680.genome.CDS.1492,group01166
TBhypo680.genome.CDS.1680,group01289
TBhypo680.genome.CDS.2106,group00174
TBhypo680.genome.CDS.1487,group00486
TBhypo680.genome.CDS.1718,group00283
TBhypo680.genome.CDS.2436,group00056
TBhypo680.genome.CDS.1533,group00348
TBhypo680.genome.CDS.1838,group01790
TBhypo680.genome.CDS.1839,group03678
TBhypo680.genome.CDS.1891,group00778
TBhypo680.genome.CDS.1832,group00471
TBhypo680.genome.CDS.1833,group01872
TBhypo680.genome.CDS.1830,group00614
TBhypo680.genome.CDS.1831,group00699
TBhypo680.genome.CDS.1836,group01715
TBhypo680.genome.CDS.1837,group01646
TBhypo680.genome.CDS.1834,group01318
TBhypo680.genome.CDS.1835,group00036
TBhypo680.genome.CDS.2055,group01502
TBhypo680.genome.CDS.2054,group00897
TBhypo680.genome.CDS.2057,group01651
TBhypo680.genome.CDS.2056,group01655
TBhypo680.genome.CDS.2051,group01352
TBhypo680.genome.CDS.2050,group01547
TBhypo680.genome.CDS.2053,group01486
TBhypo680.genome.CDS.2052,group00005
TBhypo680.genome.CDS.1686,group00880
TBhypo680.genome.CDS.2059,group00141
TBhypo680.genome.CDS.2338,group00713
TBhypo680.genome.CDS.2339,group00153
TBhypo680.genome.CDS.2438,group00570
TBhypo680.genome.CDS.1405,group00311
TBhypo680.genome.CDS.1379,group01010
TBhypo680.genome.CDS.1194,group03698
TBhypo680.genome.CDS.2330,group01818
TBhypo680.genome.CDS.2331,group00181
TBhypo680.genome.CDS.2332,group01110
TBhypo680.genome.CDS.2333,group01389
TBhypo680.genome.CDS.2334,group00986
TBhypo680.genome.CDS.2310,group03696
TBhypo680.genome.CDS.2336,group00112
TBhypo680.genome.CDS.2337,group00661
TBhypo680.genome.CDS.1826,group02395
TBhypo680.genome.CDS.2356,group00333
TBhypo680.genome.CDS.1848,group00647
TBhypo680.genome.CDS.2104,group00281
TBhypo680.genome.CDS.2536,group02018
TBhypo680.genome.CDS.1753,group02722
TBhypo680.genome.CDS.2224,group00309
TBhypo680.genome.CDS.2354,group00050
TBhypo680.genome.CDS.2317,group01444
TBhypo680.genome.CDS.252,group00166
TBhypo680.genome.CDS.1893,group01115
TBhypo680.genome.CDS.2105,group01017
TBhypo680.genome.CDS.2355,group02155
TBhypo680.genome.CDS.2218,group00150
TBhypo680.genome.CDS.2352,group00386
TBhypo680.genome.CDS.2353,group00139
TBhypo680.genome.CDS.1578,group01297
TBhypo680.genome.CDS.2537,group01928
TBhypo680.genome.CDS.2128,group02393
TBhypo680.genome.CDS.2351,group00439
TBhypo680.genome.CDS.1884,group00134
TBhypo680.genome.CDS.2318,group01457
TBhypo680.genome.CDS.1512,group00845
TBhypo680.genome.CDS.1982,group00566
TBhypo680.genome.CDS.2620,group00520
TBhypo680.genome.CDS.1514,group00732
TBhypo680.genome.CDS.1304,group01038
TBhypo680.genome.CDS.1517,group00367
TBhypo680.genome.CDS.1244,group01029
TBhypo680.genome.CDS.1883,group00354
TBhypo680.genome.CDS.1640,group00551
TBhypo680.genome.CDS.2191,group00108
TBhypo680.genome.CDS.2585,group00485
TBhypo680.genome.CDS.2109,group00074
TBhypo680.genome.CDS.1717,group00033
TBhypo680.genome.CDS.1716,group00546
TBhypo680.genome.CDS.1715,group00022
TBhypo680.genome.CDS.1714,group01206
TBhypo680.genome.CDS.1713,group00827
TBhypo680.genome.CDS.1712,group00003
TBhypo680.genome.CDS.1711,group00697
TBhypo680.genome.CDS.1710,group00001
TBhypo680.genome.CDS.1494,group01438
TBhypo680.genome.CDS.1495,group00865
TBhypo680.genome.CDS.1496,group00302
TBhypo680.genome.CDS.1497,group00178
TBhypo680.genome.CDS.1490,group02005
TBhypo680.genome.CDS.1491,group01388
TBhypo680.genome.CDS.1719,group00464
TBhypo680.genome.CDS.1493,group01166
TBhypo680.genome.CDS.1403,group00076
TBhypo680.genome.CDS.1402,group00185
TBhypo680.genome.CDS.1401,group00996
TBhypo680.genome.CDS.1400,group00726
TBhypo680.genome.CDS.1407,group00870
TBhypo680.genome.CDS.1406,group00691
TBhypo680.genome.CDS.2192,group00149
TBhypo680.genome.CDS.2223,group00273
TBhypo680.genome.CDS.1409,group01011
TBhypo680.genome.CDS.1408,group00752
TBhypo680.genome.CDS.1939,group01168
TBhypo680.genome.CDS.1393,group01494
TBhypo680.genome.CDS.1392,group02277
TBhypo680.genome.CDS.1391,group00785
TBhypo680.genome.CDS.1390,group02276
TBhypo680.genome.CDS.1397,group00788
TBhypo680.genome.CDS.1396,group00883
TBhypo680.genome.CDS.1395,group00789
TBhypo680.genome.CDS.1394,group02004
TBhypo680.genome.CDS.2594,group00101
TBhypo680.genome.CDS.1399,group00270
TBhypo680.genome.CDS.1398,group00911
