,Count,RPKM
AAA027J17.genome.CDS.1605,286.0,237.1737906707441
AAA027J17.genome.CDS.1606,153.0,106.62158421761721
AAA027J17.genome.CDS.1607,12.0,11.471294363470825
AAA027J17.genome.CDS.1608,26.0,17.31827606212078
AAA027J17.genome.CDS.1609,35.0,33.076654806351655
AAA027J17.genome.CDS.1610,18.0,16.225023685289578
AAA027J17.genome.CDS.1611,21.0,24.614641350592436
AAA027J17.genome.CDS.1612,21.0,37.05289096924287
AAA027J17.genome.CDS.1613,29.0,40.24952412120185
AAA027J17.genome.CDS.1614,108.0,129.80018948231663
AAA027J17.genome.CDS.1615,189.0,230.49077764690784
AAA027J17.genome.CDS.1617,10.0,8.505425521633283
AAA027J17.genome.CDS.1619,35.0,21.905482711376283
AAA027J17.genome.CDS.1620,36.0,32.987893459594275
AAA027J17.genome.CDS.1621,13.0,12.463152426208307
AAA027J17.genome.CDS.1622,41.0,25.564239490773716
AAA027J17.genome.CDS.1623,86.0,82.68752811466096
AAA027J17.genome.CDS.1624,15.0,27.041706142149295
AAA027J17.genome.CDS.1625,50.0,28.645215487365974
AAA027J17.genome.CDS.1626,35.0,20.58493942735715
AAA027J17.genome.CDS.1627,24.0,15.954064705909323
AAA027J17.genome.CDS.1632,25.0,16.519501760144323
AAA027J17.genome.CDS.1633,10.0,10.464088181189213
AAA027J17.genome.CDS.1634,86.0,226.40632698061927
AAA027J17.genome.CDS.1635,79.0,181.98066688994544
AAA027J17.genome.CDS.1636,24.0,32.89701772003617
AAA027J17.genome.CDS.1637,98.0,201.9114058613814
AAA027J17.genome.CDS.1638,57.0,122.77636970513498
AAA027J17.genome.CDS.1640,130.0,206.32778657741983
AAA027J17.genome.CDS.1641,309.0,303.2511330213097
AAA027J17.genome.CDS.1642,83.0,203.94120306316248
AAA027J17.genome.CDS.1646,124.0,95.21351347828369
AAA027J17.genome.CDS.1647,66.0,148.93173668492565
AAA027J17.genome.CDS.1648,22.0,119.63369012395667
AAA027J17.genome.CDS.1649,88.0,140.33952110694918
AAA027J17.genome.CDS.1650,51.0,134.26421716292538
AAA027J17.genome.CDS.1651,98.0,180.59853524268001
AAA027J17.genome.CDS.1652,69.0,154.64932485618354
AAA027J17.genome.CDS.1653,17.0,90.95317936843334
AAA027J17.genome.CDS.1654,56.0,99.87015773788757
AAA027J17.genome.CDS.1655,39.0,122.04483224909644
AAA027J17.genome.CDS.1656,39.0,105.17684730409937
AAA027J17.genome.CDS.1657,52.0,181.56845218812947
AAA027J17.genome.CDS.1658,27.0,124.39184825388675
AAA027J17.genome.CDS.1659,60.0,144.2224327581296
AAA027J17.genome.CDS.1660,127.0,158.97121739113075
AAA027J17.genome.CDS.1661,61.0,104.84148868375948
AAA027J17.genome.CDS.1662,35.0,122.2095351266256
AAA027J17.genome.CDS.1663,122.0,145.57127565442863
AAA027J17.genome.CDS.1664,21.0,71.08105614507815
AAA027J17.genome.CDS.1665,144.0,211.35606074996687
AAA027J17.genome.CDS.1666,87.0,124.39184825388676
AAA027J17.genome.CDS.1667,102.0,328.491094418031
AAA027J17.genome.CDS.1668,1224.0,1020.1381726147898
AAA027J17.genome.CDS.1669,528.0,390.94580879792977
AAA027J17.genome.CDS.1670,44.0,92.96375920460328
AAA027J17.genome.CDS.1671,106.0,281.2914328514559
AAA027J17.genome.CDS.1674,629.0,163.64438703622434
AAA027J17.genome.CDS.1675,418.0,120.46520143672093
AAA027J17.genome.CDS.1676,150.0,388.7245257933961
AAA027J17.genome.CDS.1677,180.0,282.9767164069462
AAA027J17.genome.CDS.1678,67.0,93.7750079663619
AAA027J17.genome.CDS.1680,27.0,42.64863368704688
AAA027J17.genome.CDS.1683,16.0,10.765487881337053
AAA027J17.genome.CDS.1684,31.0,120.97717006652516
AAA027J17.genome.CDS.1685,53.0,169.04533224246148
AAA027J17.genome.CDS.1686,137.0,65.57646257155358
AAA027J17.genome.CDS.1687,24.0,20.840519079185217
AAA027J17.genome.CDS.1688,25.0,11.72954721865976
AAA027J17.genome.CDS.1690,22.0,24.084670288981375
AAA027J17.genome.CDS.1691,80.0,76.47529575647216
AAA027J17.genome.CDS.1692,28.0,66.3423190687396
AAA027J17.genome.CDS.1694,10.0,7.371368785415511
AAA027J17.genome.CDS.1695,34.0,13.023318985780293
AAA027J17.genome.CDS.1696,27.0,20.6840948597687
AAA027J17.genome.CDS.1697,41.0,63.85058877507803
AAA027J17.genome.CDS.1698,58.0,87.45123877242948
AAA027J17.genome.CDS.1699,24.0,18.55729204719989
AAA027J17.genome.CDS.1701,12.0,22.616699682524864
AAA027J17.genome.CDS.1702,14609.0,11375.527456281889
AAA027J17.genome.CDS.1703,100.0,109.11565636305856
AAA027J17.genome.CDS.1704,47.0,50.9491666050778
AAA027J17.genome.CDS.1706,18.0,21.63336491371944
AAA027J17.genome.CDS.1709,35.0,45.88895587758668
AAA027J17.genome.CDS.1710,40.0,52.44452100295621
AAA027J17.genome.CDS.1713,17.0,28.480288489105387
AAA027J17.genome.CDS.1714,44.0,214.63691463415756
AAA027J17.genome.CDS.1715,14.0,27.642632945308165
AAA027J17.genome.CDS.1716,42.0,56.17696372756176
AAA027J17.genome.CDS.1717,43.0,52.8281429621445
AAA027J17.genome.CDS.1718,44.0,46.33431807975465
AAA027J17.genome.CDS.1719,13.0,11.171634040072732
AAA027J17.genome.CDS.1720,14.0,12.828625234286664
AAA027J17.genome.CDS.1721,12.0,5.888371514976888
AAA027J17.genome.CDS.1726,11.0,11.732564465532727
AAA027J17.genome.CDS.1728,34.0,27.242015076535587
AAA027J17.genome.CDS.1729,12.0,12.799161235126611
AAA027J17.genome.CDS.1732,11.0,15.933744754500777
AAA027J17.genome.CDS.1733,11.0,10.700374043345098
AAA027J17.genome.CDS.1737,18.0,11.870395062001123
AAA027J17.genome.CDS.1738,13.0,8.590140915275049
AAA027J17.genome.CDS.1739,33.0,17.375369279907993
AAA027J17.genome.CDS.1741,17.0,21.605736095183396
AAA027J17.genome.CDS.1743,27.0,21.95150263303884
AAA027J17.genome.CDS.1744,33.0,13.998059650053753
AAA027J17.genome.CDS.1745,14.0,10.675775482325914
AAA027J17.genome.CDS.1750,29.0,25.65236337324598
AAA027J17.genome.CDS.1752,39.0,28.00162817836412
AAA027J17.genome.CDS.1753,23.0,21.798190551157298
AAA027J17.genome.CDS.1754,36.0,26.77492697841509
AAA027J17.genome.CDS.1761,110.0,29.14399000623545
AAA027J17.genome.CDS.1763,60.0,146.3433508869256
AAA027J17.genome.CDS.1766,15.0,20.994404768588485
AAA027J17.genome.CDS.1767,14.0,10.554459851844937
AAA027J17.genome.CDS.1769,14.0,12.450301165715208
AAA027J17.genome.CDS.1778,136.0,252.0266869650443
AAA027J17.genome.CDS.1779,13.0,26.134852966473176
AAA027J17.genome.CDS.1782,31.0,47.169997503002925
AAA027J17.genome.CDS.1791,11.0,14.653925898717583
AAA027J17.genome.CDS.1794,29.0,31.95892446832971
AAA027J17.genome.CDS.1795,20.0,19.803677333952123
AAA027J17.genome.CDS.1796,14.0,9.53585695033218
AAA027J17.genome.CDS.1799,32.0,22.160273592898402
AAA027J17.genome.CDS.1800,18.0,36.63072832016297
AAA027J17.genome.CDS.1801,484.0,414.8537781559428
AAA027J17.genome.CDS.1803,18.0,32.987893459594275
AAA027J17.genome.CDS.1804,67.0,233.94396724239758
AAA027J17.genome.CDS.1807,27.0,19.015314382759758
AAA027J17.genome.CDS.1808,38.0,51.44914540024704
AAA027J17.genome.CDS.1809,51.0,21.772575756150065
AAA027J17.genome.CDS.1810,16.0,11.103316998952236
AAA027J17.genome.CDS.1812,12.0,15.428446295055721
AAA027J17.genome.CDS.1813,34.0,22.601591666704874
AAA027J17.genome.CDS.1815,169.0,67.2173376655695
AAA027J17.genome.CDS.1817,24.0,17.42030260010668
AAA027J17.genome.CDS.1818,13.0,15.025263900585625
AAA027J17.genome.CDS.1820,14.0,11.382260624538658
AAA027J17.genome.CDS.1822,52.0,22.17095495870475
AAA027J17.genome.CDS.1824,13.0,7.854737230360791
AAA027J17.genome.CDS.1825,16.0,14.908386307581932
AAA027J17.genome.CDS.1826,21.0,9.529334476357946
AAA027J17.genome.CDS.1830,15.0,14.941963754220632
AAA027J17.genome.CDS.1832,30.0,23.035527454423473
AAA027J17.genome.CDS.1833,22.0,27.64263294530817
AAA027J17.genome.CDS.1834,24.0,16.313685016903182
AAA027J17.genome.CDS.1835,18.0,24.775139901189068
AAA027J17.genome.CDS.1836,59.0,41.997820011326574
AAA027J17.genome.CDS.1838,1448.0,3557.91400042722
AAA027J17.genome.CDS.1839,24.0,30.502215663788323
AAA027J17.genome.CDS.1840,13.0,12.949701920324548
AAA027J17.genome.CDS.1841,12.0,11.438330873920622
AAA027J17.genome.CDS.1844,16.0,67.18209525948315
AAA027J17.genome.CDS.1845,18.0,41.17799114611424
AAA027J17.genome.CDS.1846,12.0,34.31499262176187
AAA027J17.genome.CDS.1851,52.0,38.24612629239977
AAA027J17.genome.CDS.1852,142.0,235.5152326940256
AAA027J17.genome.CDS.1853,39.0,23.436145323196058
AAA027J17.genome.CDS.1854,23.0,23.693685381692717
AAA027J17.genome.CDS.1856,21.0,18.235454194287065
AAA027J17.genome.CDS.1857,17.0,15.751667935315268
AAA027J17.genome.CDS.1858,38.0,19.913176339748066
AAA027J17.genome.CDS.1859,22.0,7.1196635098159575
AAA027J17.genome.CDS.1863,11.0,16.971290924561295
AAA027J17.genome.CDS.1866,22.0,15.79579025446181
AAA027J17.genome.CDS.1868,22.0,23.167159039877326
AAA027J17.genome.CDS.1869,10.0,15.216128226775139
AAA027J17.genome.CDS.1870,16.0,17.869984934340636
AAA027J17.genome.CDS.1871,23.0,19.66331621882746
AAA027J17.genome.CDS.1873,19.0,20.869272554735968
AAA027J17.genome.CDS.1876,18.0,25.087431580615817
AAA027J17.genome.CDS.1877,19.0,18.26817481602975
AAA027J17.genome.CDS.1880,11.0,12.082210426426085
AAA027J17.genome.CDS.1882,12.0,15.858721689738552
AAA027J17.genome.CDS.1885,21.0,12.899895374477143
AAA027J17.genome.CDS.1886,15.0,13.484211192833254
AAA027J17.genome.CDS.1888,25.0,13.752553704133417
AAA027J17.genome.CDS.1889,14.0,11.190270686293427
AAA027J17.genome.CDS.1891,70.0,105.0670211495876
AAA027J17.genome.CDS.1892,14.0,16.64502628964793
AAA027J17.genome.CDS.1893,97.0,31.05793894627288
AAA027J17.genome.CDS.1896,22.0,125.82163961312685
AAA027J17.genome.CDS.1898,29.0,60.5008570123726
AAA027J17.genome.CDS.1899,10.0,20.603204679732798
AAA027J17.genome.CDS.1901,17.0,7.73538699704097
AAA027J17.genome.CDS.1902,10.0,53.50187021672549
AAA027J17.genome.CDS.1904,193.0,363.75191989394153
AAA027J17.genome.CDS.1905,16.0,34.91701003617874
AAA027J17.genome.CDS.1907,62.0,24.28113212669336
AAA027J17.genome.CDS.1909,23.0,43.596381102314595
AAA027J17.genome.CDS.1910,15.0,26.466350692316336
AAA027J17.genome.CDS.1912,16.0,13.040259276410733
AAA027J17.genome.CDS.1913,34.0,20.067961284138313
AAA027J17.genome.CDS.1915,23.0,14.422243275812956
AAA027J17.genome.CDS.1917,22.0,137.69160561436522
AAA027J17.genome.CDS.1918,53.0,112.69688816164098
AAA027J17.genome.CDS.1921,10.0,10.84024821384634
AAA027J17.genome.CDS.1923,12.0,3.727096576895483
AAA027J17.genome.CDS.1925,101.0,372.2541236634833
AAA027J17.genome.CDS.1926,380.0,173.1461624046775
AAA027J17.genome.CDS.1927,13.0,10.170402687424703
AAA027J17.genome.CDS.1928,39.0,52.164323461307355
AAA027J17.genome.CDS.1929,10.0,39.48947563615452
AAA027J17.genome.CDS.1931,18.0,27.017234009893954
AAA027J17.genome.CDS.1932,26.0,35.93542282890062
AAA027J17.genome.CDS.1933,30.0,33.50622175188869
AAA027J17.genome.CDS.1938,31.0,17.977376670724894
AAA027J17.genome.CDS.1939,47.0,40.600117138421375
AAA027J17.genome.CDS.1942,23.0,35.485426478628156
AAA027J17.genome.CDS.1943,493.0,395.96565739574606
AAA027J17.genome.CDS.1944,1752.0,1326.8463813747921
AAA027J17.genome.CDS.1945,56.0,56.290452543173
AAA027J17.genome.CDS.1948,27.0,33.79703046898055
AAA027J17.genome.CDS.1949,29.0,27.406371125262805
AAA027J17.genome.CDS.1952,88.0,41.64139855955125
AAA027J17.genome.CDS.1955,12.0,12.882003702667884
AAA027J17.genome.CDS.1957,15.0,18.49692910838465
AAA027J17.genome.CDS.1966,28.0,16.856487603672495
AAA027J17.genome.CDS.1970,10.0,13.594737514085985
AAA027J17.genome.CDS.1972,14.0,14.557875657717155
AAA027J17.genome.CDS.1980,60.0,221.14106356246535
AAA027J17.genome.CDS.1991,19.0,23.08615498729034
AAA027J17.genome.CDS.1995,48.0,139.66804014471495
AAA027J17.genome.CDS.1996,10.0,43.64626254522342
AAA027J17.genome.CDS.1998,11.0,24.488775495172334
AAA027J17.genome.CDS.2001,72.0,82.35598229222848
AAA027J17.genome.CDS.2002,15.0,17.644233794877554
AAA027J17.genome.CDS.2007,42.0,77.39937224686287
AAA027J17.genome.CDS.2008,34.0,168.33125733859302
AAA027J17.genome.CDS.2009,10.0,15.79579025446181
AAA027J17.genome.CDS.2023,126.0,394.2986888047731
AAA027J17.genome.CDS.2024,12.0,17.382267004909938
AAA027J17.genome.CDS.2034,19.0,31.35582244542419
AAA027J17.genome.CDS.2035,13.0,22.114106356246538
AAA027J17.genome.CDS.2036,18.0,30.777364516425592
AAA027J17.genome.CDS.2038,345.0,621.9592412694337
AAA027J17.genome.CDS.2048,302.0,599.8616873880048
AAA027J17.genome.CDS.320,20.0,14.742737570831022
AAA027J17.genome.CDS.893,18.0,30.777364516425592
AAA027J17.genome.CDS.915,25.0,125.64833156958258
AAA027J17.genome.CDS.941,189.0,71.97875030994136
AAA027J17.genome.CDS.994,863.0,829.7597298017723
AAA027J17.genome.CDS.995,24.0,15.986100980419181
AAA027J17.genome.CDS.996,23.0,19.462670134961872
AAA027J17.genome.CDS.999,23.0,17.66057104839133
AAA027L06.genome.CDS.1243,12.0,9.343988601230931
AAA027L06.genome.CDS.1263,10.0,7.042709030651763
AAA027L06.genome.CDS.1269,265.0,252.59647346574707
AAA027L06.genome.CDS.1270,11.0,10.82738145038777
AAA027L06.genome.CDS.1292,50.0,34.62542748890375
AAA027L06.genome.CDS.1325,14.0,7.61305300788815
AAA027L06.genome.CDS.1331,14.0,6.175481828207145
AAA027L06.genome.CDS.1407,11.0,5.280502964950331
AAA027L06.genome.CDS.1412,10.0,9.55941196955902
AAA027L06.genome.CDS.1426,10.0,18.847249735437387
AAA027L06.genome.CDS.1442,78.0,65.66879298682346
AAA027L06.genome.CDS.1450,15.0,7.538899894174955
AAA027L06.genome.CDS.1453,18.0,17.306691930975553
AAA027L06.genome.CDS.1454,26.0,25.441007312496012
AAA027L06.genome.CDS.1455,20.0,22.262523177429397
AAA027L06.genome.CDS.1456,13.0,13.067426483236588
AAA027L06.genome.CDS.1457,13.0,31.023386614878234
AAA027L06.genome.CDS.1464,11.0,14.033952110694916
AAA027L06.genome.CDS.1465,34.0,28.480288489105387
AAA027L06.genome.CDS.1466,52.0,49.14245856943675
AAA027L06.genome.CDS.1503,11.0,30.15559957669982
AAA027L06.genome.CDS.1505,32.0,52.80980622387232
AAA027L06.genome.CDS.1506,129.0,102.1260042943605
AAA027L06.genome.CDS.1525,10.0,9.163303738776188
AAA027L06.genome.CDS.1526,25.0,17.606772576629407
AAA027L06.genome.CDS.1545,29.0,10.943841029541801
AAA027L06.genome.CDS.1549,21.0,77.39937224686287
AAA027L06.genome.CDS.1550,38.0,17.196508353425003
AAA027L06.genome.CDS.1566,21.0,15.445551002699906
AAA027L06.genome.CDS.1571,21.0,18.526445484621433
AAA027L06.genome.CDS.1572,92.0,76.29366692905054
AAA027L06.genome.CDS.1573,13.0,9.059350293000156
AAA027L06.genome.CDS.1582,17.0,20.731974708981127
AAA027L06.genome.CDS.1600,60.0,115.71334721291791
AAA027L06.genome.CDS.1675,186.0,907.3287754989387
AAA027L06.genome.CDS.1678,617.0,527.4898307398497
AAA027L06.genome.CDS.1702,43.0,46.46123322403588
AAA027L06.genome.CDS.1703,10.0,25.714077158426203
AAA027L06.genome.CDS.1707,10.0,5.729043097473195
AAA027L06.genome.CDS.1716,177.0,1030.0517960672728
AAA027L06.genome.CDS.1718,18.0,22.616699682524864
AAA027L06.genome.CDS.1722,23.0,62.027371487032966
AAA027L06.genome.CDS.1729,13.0,20.731974708981127
AAA027L06.genome.CDS.1732,15.0,11.491163810982611
AAA027L06.genome.CDS.1738,11.0,17.45850501808937
AAA027L06.genome.CDS.1739,35.0,34.34883383736518
AAA027L06.genome.CDS.1743,10.0,20.603204679732798
AAA027L06.genome.CDS.1752,140.0,105.0670211495876
AAA027L06.genome.CDS.1753,134.0,94.17235969503292
AAA027L06.genome.CDS.1761,15.0,12.07687847125114
AAA027L06.genome.CDS.1762,10.0,13.111130250739052
AAA027L06.genome.CDS.1763,368.0,349.7703927979395
AAA027L06.genome.CDS.1771,12.0,26.016595713231215
AAA027L06.genome.CDS.1772,13.0,15.18398147700026
AAA027L06.genome.CDS.1774,112.0,207.55138926533058
AAA027L06.genome.CDS.1776,17.0,45.84631805563306
AAA027L06.genome.CDS.1781,55.0,26.025874099719527
AAA027L06.genome.CDS.1800,144.0,138.8560166555015
AAA027L06.genome.CDS.1851,58.0,139.4150183328586
AAA027L06.genome.CDS.1872,11.0,7.966872377250389
AAA027L06.genome.CDS.1880,129.0,45.7166621787789
AAA027L06.genome.CDS.1881,35.0,69.93919178933392
AAA027L06.genome.CDS.1903,14.0,18.140477870358485
AAA027L06.genome.CDS.1915,467.0,320.7232195145072
AAA027L06.genome.CDS.1924,17.0,12.672128361444644
AAA027L06.genome.CDS.1945,12.0,3.794603569232008
AAA027L06.genome.CDS.1947,11.0,24.16442085285217
AAA027L06.genome.CDS.1950,10.0,8.729252509044686
AAA027L06.genome.CDS.1982,658.0,641.9594992239803
AAA027L06.genome.CDS.1983,15.0,19.360598950021284
AAA027L06.genome.CDS.1984,39.0,38.61717080120664
AAA027L06.genome.CDS.1987,12.0,15.733356300886863
AAA027L06.genome.CDS.2007,20.0,30.714036605897967
AAA027L06.genome.CDS.2010,17.0,44.055446256584894
AAA027L06.genome.CDS.2012,25.0,8.720073484324343
AAA027L06.genome.CDS.2013,21.0,18.37979815888564
AAA027L06.genome.CDS.2014,10.0,14.742737570831022
AAA027L06.genome.CDS.2015,72.0,30.54122105466273
AAA027L06.genome.CDS.2018,12.0,31.84431315299501
AAA027L06.genome.CDS.2020,76.0,35.96302602870335
AAA027L06.genome.CDS.2021,480.0,400.05418533913326
AAA027L06.genome.CDS.2024,11.0,16.14525464062247
AAA027L06.genome.CDS.2026,13.0,15.511693307439117
AAA027L06.genome.CDS.2028,12.0,20.624555150903504
AAA027L06.genome.CDS.2037,27.0,15.052458948369491
AAA027L06.genome.CDS.2047,11.0,13.464308298083685
AAA027L06.genome.CDS.2048,11.0,9.076685444728056
AAA027L06.genome.CDS.2074,20.0,17.833956738908494
AAA027L06.genome.CDS.2091,10.0,7.103032020207666
AAA027L06.genome.CDS.2094,15.0,29.973939338285966
AAA027L06.genome.CDS.2109,2047.0,1644.1008127567793
AAA027L06.genome.CDS.2132,26.0,18.195150799443354
AAA027L06.genome.CDS.2133,12.0,13.137092884898932
AAA027L06.genome.CDS.2134,23.0,13.973199071254678
AAA027L06.genome.CDS.2136,17.0,31.32831733801592
AAA027L06.genome.CDS.2155,53.0,69.48899032891697
AAA027L06.genome.CDS.2159,837.0,1076.1341290801365
AAA027L06.genome.CDS.2169,10.0,14.742737570831022
AAA027L06.genome.CDS.2183,13.0,31.023386614878234
AAA027L06.genome.CDS.2198,461.0,265.9461660059909
AAA027L06.genome.CDS.2221,13.0,5.923421345423178
AAA027L06.genome.CDS.2226,18.0,12.517418692215019
AAA027L06.genome.CDS.2244,27.0,25.960037896463326
AAA027L06.genome.CDS.2246,32.0,42.80149617338039
AAA027L06.genome.CDS.2272,13.0,3.444289728009644
AAA027L06.genome.CDS.2277,39.0,61.603581992401054
AAA027L06.genome.CDS.2301,18.0,6.130193753784973
AAA027L06.genome.CDS.2320,13.0,21.45398377844813
AAA027L06.genome.CDS.2332,29.0,37.43049130337448
AAA027L06.genome.CDS.2373,11.0,6.871614969455138
AAA027L06.genome.CDS.2382,13.0,9.394881785333494
AAA027L06.genome.CDS.2392,10.0,3.360806437119534
AAA027L06.genome.CDS.2412,15.0,16.80970922349821
AAA027M14.genome.CDS.1002,33.0,30.322666610365747
AAA027M14.genome.CDS.1005,257.0,220.28392765718448
AAA027M14.genome.CDS.1006,11.0,7.297655097561356
AAA027M14.genome.CDS.1008,12.0,9.343988601230931
AAA027M14.genome.CDS.1083,57.0,100.57213263080207
AAA027M14.genome.CDS.1091,13.0,18.91338043626348
AAA027M14.genome.CDS.1102,32.0,27.714806921666675
AAA027M14.genome.CDS.1116,18.0,6.678756953228819
AAA027M14.genome.CDS.1122,11.0,8.368870524726326
AAA027M14.genome.CDS.1135,34.0,23.843962455995204
AAA027M14.genome.CDS.1136,26.0,28.370070654395224
AAA027M14.genome.CDS.1137,66.0,40.39292489425105
AAA027M14.genome.CDS.1160,193.0,252.0485744146997
AAA027M14.genome.CDS.1165,11.0,12.495984756098213
AAA027M14.genome.CDS.1201,15.0,15.745803576441363
AAA027M14.genome.CDS.1203,11.0,9.80867620639967
AAA027M14.genome.CDS.1208,19.0,8.827059259846306
AAA027M14.genome.CDS.1234,14.0,22.4346006512646
AAA027M14.genome.CDS.1249,46.0,62.535792564795535
AAA027M14.genome.CDS.1274,11.0,3.652480028809488
AAA027M14.genome.CDS.1297,12.0,25.516276564899844
AAA027M14.genome.CDS.1300,22.0,19.357175325096435
AAA027M14.genome.CDS.1337,54.0,127.0384833231184
AAA027M14.genome.CDS.1354,10.0,4.353170542568215
AAA027M14.genome.CDS.1358,239.0,177.75576521781127
AAA027M14.genome.CDS.1390,30.0,104.75103010853623
AAA027M14.genome.CDS.1391,27.0,53.95309080891474
AAA027M14.genome.CDS.1392,20.0,69.10658236327042
AAA027M14.genome.CDS.1393,10.0,22.262523177429397
AAA027M14.genome.CDS.1396,17.0,9.259601183650027
AAA027M14.genome.CDS.1406,11.0,12.32712009723202
AAA027M14.genome.CDS.1413,12.0,11.372968983212502
AAA027M14.genome.CDS.1415,12.0,9.067287344246871
AAA027M14.genome.CDS.1420,16.0,5.94998377298113
AAA027M14.genome.CDS.1436,11.0,3.3506221751888687
AAA027M14.genome.CDS.1454,93.0,64.40329512936098
AAA027M14.genome.CDS.1472,31.0,26.77880066576729
AAA027M14.genome.CDS.1473,45.0,38.07913722057758
AAA027M14.genome.CDS.1477,13.0,3.261914326375245
AAA027M14.genome.CDS.1485,18.0,22.3625794613729
AAA027M14.genome.CDS.1490,10.0,6.246922699504671
AAA027M14.genome.CDS.1491,10.0,9.587040327852543
AAA027M14.genome.CDS.1504,12.0,5.551658499476118
AAA027M14.genome.CDS.1527,180.0,87.80601053215536
AAA027M14.genome.CDS.1528,43.0,31.83838973164958
AAA027M14.genome.CDS.1569,82.0,79.30131433872666
AAA027M14.genome.CDS.1597,78.0,36.90942145051133
AAA027M14.genome.CDS.1598,45.0,73.8961474775565
AAA027M14.genome.CDS.1599,18.0,33.35647327478527
AAA027M14.genome.CDS.1600,35.0,100.95570293069072
AAA027M14.genome.CDS.1602,57.0,54.17639236272432
AAA027M14.genome.CDS.1603,11.0,13.615028167092083
AAA027M14.genome.CDS.1635,32.0,23.432165675493017
AAA027M14.genome.CDS.846,11.0,7.78001609548119
AAA027M14.genome.CDS.899,11.0,12.002722199936441
AAA027M14.genome.CDS.900,711.0,537.2367751466271
AAA027M14.genome.CDS.929,25.0,9.955329992307863
AAA027M14.genome.CDS.975,25.0,15.216128226775139
AAA027M14.genome.CDS.983,20.0,23.52564505983674
AAA027M14.genome.CDS.984,12.0,6.910658236327042
AAA027M14.genome.CDS.997,10.0,11.804683108316656
AAA028A23.genome.CDS.1019,39.0,37.60683784419832
AAA028A23.genome.CDS.1021,10.0,7.608064113387569
AAA028A23.genome.CDS.1039,141.0,87.58676955704385
AAA028A23.genome.CDS.1040,61.0,45.77920207232031
AAA028A23.genome.CDS.1053,13.0,12.758138282449924
AAA028A23.genome.CDS.1054,16.0,25.394189117220904
AAA028A23.genome.CDS.1055,11.0,25.33908019986582
AAA028A23.genome.CDS.1061,10.0,22.56541464923116
AAA028A23.genome.CDS.1063,18.0,28.705811135512327
AAA028A23.genome.CDS.1087,11.0,18.153370889456113
AAA028A23.genome.CDS.1099,25.0,32.26766491670214
AAA028A23.genome.CDS.1127,17.0,12.285614642359185
AAA028A23.genome.CDS.1159,38.0,69.258464961871
AAA028A23.genome.CDS.1161,2400.0,1927.6218615614412
AAA028A23.genome.CDS.1184,29.0,20.294591276302203
AAA028A23.genome.CDS.1185,20.0,21.895154808164886
AAA028A23.genome.CDS.1186,16.0,9.720486310438037
AAA028A23.genome.CDS.1188,23.0,42.38537051613919
AAA028A23.genome.CDS.1199,13.0,7.970888612695147
AAA028A23.genome.CDS.1216,31.0,27.642632945308165
AAA028A23.genome.CDS.1223,11.0,12.122350660400924
AAA028A23.genome.CDS.1245,81.0,194.70028422347494
AAA028A23.genome.CDS.1256,19.0,22.670936372411017
AAA028A23.genome.CDS.1264,393.0,335.9862293043127
AAA028A23.genome.CDS.1265,61.0,28.865060365143478
AAA028A23.genome.CDS.1267,13.0,34.49800591574459
AAA028A23.genome.CDS.1270,67.0,17.004343449141366
AAA028A23.genome.CDS.1271,28.0,8.06943933068944
AAA028A23.genome.CDS.1272,21.0,54.42143361107545
AAA028A23.genome.CDS.1273,11.0,16.89272013324388
AAA028A23.genome.CDS.1303,12.0,9.73236954553637
AAA028A23.genome.CDS.1316,14.0,8.568196189689617
AAA028A23.genome.CDS.1327,14.0,25.943923658166323
AAA028A23.genome.CDS.1340,70.0,58.93353216766209
AAA028A23.genome.CDS.1354,17.0,32.040324550243554
AAA028A23.genome.CDS.1362,12.0,4.596465524393045
AAA028A23.genome.CDS.1366,10.0,9.55941196955902
AAA028A23.genome.CDS.1385,15.0,11.18128973068645
AAA028A23.genome.CDS.1463,14.0,18.725654575853923
AAA028A23.genome.CDS.1484,13.0,5.734375983335206
AAA028A23.genome.CDS.1490,18.0,9.788211010141907
AAA028A23.genome.CDS.1564,18.0,17.306691930975553
AAA028A23.genome.CDS.1566,11.0,6.301947407220514
AAA028A23.genome.CDS.1596,23.0,15.994479440052524
AAA028A23.genome.CDS.1612,30.0,25.321495827763208
AAA028A23.genome.CDS.1618,14.0,5.574984795692404
AAA028A23.genome.CDS.1652,12.0,6.689981754830884
AAA028A23.genome.CDS.1658,11.0,8.368870524726326
AAA028A23.genome.CDS.1665,13.0,45.39211304703237
AAA028A23.genome.CDS.884,54.0,37.395461688016056
AAA028A23.genome.CDS.910,10.0,3.4953803513561432
AAA028A23.genome.CDS.935,55.0,112.61813422162588
AAA028A23.genome.CDS.940,12.0,14.015982901846394
AAA028A23.genome.CDS.941,124.0,268.83815570338925
AAA028A23.genome.CDS.942,19.0,21.008401038434208
AAA028A23.genome.CDS.950,351.0,333.6125213915129
AAA028A23.genome.CDS.952,11.0,8.85637754558417
AAA028A23.genome.CDS.974,11.0,10.82738145038777
AAA028A23.genome.CDS.975,198.0,188.73245941969026
AAA028A23.genome.CDS.981,12.0,8.451250836782116
AAA028A23.genome.CDS.998,11.0,4.11367254653966
AAA028E20.genome.CDS.1001,10.0,12.709256526578468
AAA028E20.genome.CDS.1002,1627.0,3800.667363550681
AAA028E20.genome.CDS.1006,41.0,23.448578291537274
