id	name	formula	charge	aliases
cpd00019	S-Adenosyl-homocysteine	C14H20N6O5S	0	
cpd03211	15-cis-Phytoene	C40H64	0	
cpd00283	Geranyldiphosphate	C10H18O7P2	-2	
cpd03487	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C94H153N8O26P2	-3	
cpd03488	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine	C94H155N9O25P2	-2	
cpd03114	3-Oxopalmitoyl-CoA	C37H61N7O18P3S	-3	
cpd15661	Prenol-45n teichoic acid	C206H386N2O242P47	-47	
cpd15667	glycerol teichoic acid (n=45), linked, unsubstituted	C191H359N10O259P46R	-48	
cpd00133	Nicotinamide	C6H6N2O	0	
cpd02016	N-Ribosylnicotinamide	C11H15N2O5	1	
cpd00305	Thiamin	C12H17N4OS	1	
cpd04122	Aminoacetaldehyde	C2H6NO	1	
cpd11588	gly-pro-L	C7H12N2O3	0	
cpd00129	L-Proline	C5H8NO2	-1	
cpd11583	Ala-Leu	C9H18N2O3	0	
cpd02862	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	C40H62N9O26P2	-3	
cpd00760	2-Methylbutyryl-CoA	C26H41N7O17P3S	-3	
cpd14703	S-(2-Methylbutanoyl)-dihydrolipoamide-E	C13H25NO2S2	0	
cpd02465	tetrahydrodipicolinate	C7H7NO4	-2	
cpd02724	N-Succinyl-L-2-amino-6-oxopimelate	C11H12NO8	-3	
cpd03123	3-Oxohexanoyl-CoA	C27H41N7O18P3S	-3	
cpd12225	Dihydrolipolprotein	CH3RS2	0	
cpd15294	Tetradecenoyl-ACP	C25H45N2O8PRS	-1	
cpd15330	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H32O7P	-1	
cpd15543	Phosphatidylglycerophosphate ditetradecanoyl	C34H66O13P2	-2	
cpd00241	dGTP	C10H13N5O13P3	-3	
cpd11591	Gly-Met	C7H14N2O3S	0	
cpd02691	2-methyl-3-hydroxy-butyryl-CoA	C26H41N7O18P3S	-3	
cpd02125	Tiglyl-CoA	C26H39N7O17P3S	-3	
cpd15753	Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted	C117H228O135P24	-24	
cpd15771	Anteisopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine	C309H540N24O255P24	-24	
cpd15352	2-Demethylmenaquinone 8	C50H70O2	0	
cpd15353	2-Demethylmenaquinol 8	C50H72O2	0	
cpd00296	dGMP	C10H13N5O7P	-1	
cpd00295	dGDP	C10H13N5O10P2	-2	
cpd03126	(2E)-Hexadecenoyl-CoA	C37H61N7O17P3S	-3	
cpd03113	(S)-3-Hydroxyhexadecanoyl-CoA	C37H63N7O18P3S	-3	
cpd15673	1-isotetradecanoyl-sn-glycerol 3-phosphate	C17H34O7P	-1	
cpd11435	fa1coa	C35H59N7O17P3S	-3	
cpd00793	Thiamine phosphate	C12H17N4O4PS	0	
cpd00483	3-Hydroxyanthranilate	C7H6NO3	-1	
cpd02065	3-Hydroxy-L-kynurenine	C10H12N2O4	0	
cpd02197	5-Formyltetrahydrofolate	C20H21N7O7	-2	
cpd00873	Nicotinate ribonucleotide	C11H13NO9P	-1	
cpd03128	Decanoyl-CoA	C31H51N7O17P3S	-3	
cpd03117	3-Oxododecanoyl-CoA	C33H53N7O18P3S	-3	
cpd15719	Diisopentadecanoylphosphatidylglycerophosphate	C36H70O13P2	-2	
cpd00223	Glycerate	C3H5O4	-1	
cpd00064	Ornithine	C5H13N2O2	1	
cpd02851	AICAR	C9H14N4O8P	-1	
cpd02642	N-5-phosphoribosyl-anthranilate	C12H14NO9P	-2	
cpd00946	Undecaprenyl diphospho N-acetyl-glucosamine	C63H103NO12P2	-2	
cpd11466	Myristoyl-ACP	C25H47N2O8PRS	-1	
cpd02083	CoproporphyrinogenIII	C36H40N4O8	-4	
cpd00791	ProtoporphyrinogenIX	C34H38N4O4	-2	
cpd15717	Dianteisoheptadecanoylphosphatidylglycerophosphate	C40H78O13P2	-2	
cpd00485	D-Mannose1-phosphate	C6H12O9P	-1	
cpd00073	Urea	CH4N2O	0	
cpd00202	DMAPP	C5H10O7P2	-2	
cpd15668	glycerol teichoic acid (n=45), linked, D-ala substituted	C326H584N55O304P46R	-48	
cpd15663	Prenol-45n teichoic acid-alanine substituted	C341H611N47O287P47	-47	
cpd00169	3-Phosphoglycerate	C3H5O7P	-2	
cpd00118	Putrescine	C4H14N2	2	
cpd00330	Dihydrofolate	C19H19N7O6	-2	
cpd03120	(S)-Hydroxyoctanoyl-CoA	C29H47N7O18P3S	-3	
cpd03130	(2E)-Octenoyl-CoA	C29H45N7O17P3S	-3	
cpd00279	Acetoacetyl-CoA	C25H37N7O18P3S	-3	
cpd00830	4-Hydroxy-2-oxoglutarate	C5H4O6	-2	
cpd01974	4-Hydroxy-L-glutamate	C5H8NO5	-1	
cpd02700	S-(2-Methylpropionyl)-dihydrolipoamide	C12H23NO2S2	0	
cpd01092	Allantoin	C4H6N4O3	0	
cpd02820	UDP-N-acetylglucosamine enolpyruvate	C20H26N3O19P2	-3	
cpd00327	strcoa	C39H67N7O17P3S	-3	
cpd00738	phosphoserine	C3H7NO6P	-1	
cpd15770	Isopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine	C309H540N24O255P24	-24	
cpd15752	Isopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted	C117H228O135P24	-24	
cpd14507	Peptide-L-methionine (R)-S-oxide	C6H10N2O3R2S	0	
cpd12237	Peptide-L-methionine	C6H10N2O2R2S	0	
cpd02295	1-4-Dihydroxy-2-naphthoate	C11H7O4	-1	
cpd03524	10-Formyl-THF-L-glutamate	C25H27N8O10	-3	
cpd00731	Ala-Ala	C6H12N2O3	0	
cpd00860	S-Succinyldihydrolipoamide	C12H20NO4S2	-1	
cpd03119	3-Oxodecanoyl-CoA	C31H49N7O18P3S	-3	
cpd01335	Octanoyl-CoA	C29H47N7O17P3S	-3	
cpd00254	Mg	Mg	2	
cpd10516	fe3	Fe	3	
cpd08625	5-Hydroxyisourate	C5H4N4O4	0	
cpd01567	(R)-Allantoin	C4H6N4O3	0	
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	
cpd04539	2-Amino-3-oxo-4-phosphonooxybutyrate	C4H7NO7P	-1	
cpd08449	3-Amino-2-oxopropyl phosphate	C3H8NO5P	0	
cpd02414	L-2-Amino-6-oxopimelate	C7H10NO5	-1	
cpd01101	Carbamate	CH2NO2	-1	
cpd02211	L-2-Amino-acetoacetate	C4H7NO3	0	
cpd01298	Aminoacetone	C3H8NO	1	
cpd09027	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	C5H5N4O5	-1	
cpd02522	2-Aminoadipate 6-semialdehyde	C6H11NO3	0	
cpd00352	delta1-Piperideine-6-L-carboxylate	C6H8NO2	-1	
cpd00922	delta1-Piperideine-2-carboxylate	C6H8NO2	-1	
cpd02074	2-Oxo-6-aminocaproate	C6H11NO3	0	
cpd15723	Dianteisoheptadecanoylphosphatidylglycerol	C40H78O10P	-1	
cpd15695	Diisoheptadecanoylphosphatidylethanolamine	C39H78NO8P	0	
cpd15722	Diisoheptadecanoylphosphatidylglycerol	C40H78O10P	-1	
cpd00034	Zn2+	Zn	2	
cpd15432	core oligosaccharide lipid A	C176H307N2O100P4	-7	
cpd15696	Dianteisoheptadecanoylphosphatidylethanolamine	C39H78NO8P	0	
cpd01997	Dimethylbenzimidazole	C9H10N2	0	
cpd00557	Siroheme	C42H36FeN4O16	-8	
cpd00345	5-Methyltetrahydrofolate	C20H23N7O6	-2	
cpd03422	Cobinamide	C48H73CoN11O8	3	
cpd00058	Cu2+	Cu	2	
cpd15793	Stearoylcardiolipin (B. subtilis)	C81H156O17P2	-2	
cpd00030	Mn2+	Mn	2	
cpd15540	Phosphatidylglycerol dioctadecanoyl	C42H82O10P	-1	
cpd15794	Isoheptadecanoylcardiolipin (B. subtilis)	C77H148O17P2	-2	
cpd00063	Ca2+	Ca	2	
cpd00356	dCTP	C9H13N3O13P3	-3	
cpd12370	apo-ACP	HOR	0	
cpd15795	Anteisoheptadecanoylcardiolipin (B. subtilis)	C77H148O17P2	-2	
cpd00042	GSH	C10H16N3O6S	-1	
cpd11416	Biomass		0	
cpd00016	Pyridoxal phosphate	C8H9NO6P	-1	
cpd00166	Calomide	C72H101CoN18O17P	1	
cpd00357	TTP	C10H14N2O14P3	-3	
cpd00149	Co2+	Co	2	
cpd15533	phosphatidylethanolamine dioctadecanoyl	C41H82NO8P	0	
cpd00051	L-Arginine	C6H15N4O2	1	
